"","Var1","Freq"
"295","Human immunodeficiency virus 1",8968
"246","Hepacivirus C",1927
"586","SARS coronavirus GD03T0013",1770
"587","SARS coronavirus GD69",1770
"247","Hepatitis B virus",1186
"605","Simian immunodeficiency virus",728
"252","Hepatitis E virus",687
"710","West Nile virus",535
"318","Human poliovirus 1",533
"550","Rabies lyssavirus",466
"584","SARS coronavirus A022",465
"281","Human betaherpesvirus 5",447
"394","Influenza B virus (B/Taiwan/1243/99)",435
"36","Avian avulavirus 1",379
"114","Citrus sudden death-associated virus",378
"254","Hepatovirus A",355
"116","Civet SARS CoV 007/2004",325
"583","SARS coronavirus",325
"337","Infectious bronchitis virus",315
"402","JC polyomavirus",307
"449","Monkeypox virus",299
"160","Dengue virus 3",294
"700","Vaccinia virus",291
"117","Classical swine fever virus",252
"330","Human T-cell leukemia virus type I",250
"154","Cyprinid herpesvirus 3",241
"588","SARS coronavirus Sino1-11",210
"590","SARS coronavirus TJF",210
"326","Human rotavirus A",197
"93","Canine coronavirus",190
"308","Human papillomavirus type 52",190
"309","Human papillomavirus type 53",190
"312","Human papillomavirus type 66",190
"376","Influenza A virus (A/New York/61A/2003(H3N2))",190
"436","Measles morbillivirus",186
"604","Simian foamy virus",183
"289","Human coronavirus NL63",182
"148","Cucumber mosaic virus",177
"208","Feline immunodeficiency virus",174
"293","Human gammaherpesvirus 8",171
"347","Influenza A virus (A/canine/Florida/43/2004(H3N8))",171
"469","Nipah henipavirus",160
"185","Enterovirus A71",156
"385","Influenza A virus (A/tree sparrow/Henan/1/2004(H5N1))",156
"53","Bat SARS coronavirus Rp1",153
"54","Bat SARS CoV Rf1/2004",153
"173","Emiliania huxleyi virus 86",153
"79","Bovine viral diarrhea virus 1",152
"296","Human immunodeficiency virus 2",151
"298","Human metapneumovirus",151
"288","Human coronavirus HKU1",141
"678","Toscana virus",141
"292","Human gammaherpesvirus 4",140
"331","Human T-lymphotropic virus 2",138
"361","Influenza A virus (A/duck/Hong Kong/821/2002(H5N1))",136
"370","Influenza A virus (A/Hanoi/30408/2005(H5N1))",136
"372","Influenza A virus (A/Hong Kong/213/2003(H5N1))",136
"592","SARS coronavirus WHU",136
"60","Beet necrotic yellow vein virus",133
"530","Porcine rotavirus",133
"460","Murine hepatitis virus",128
"144","Crimean-Congo hemorrhagic fever orthonairovirus",121
"333","Human T-lymphotropic virus 4",120
"368","Influenza A virus (A/grebe/Novosibirsk/29/2005(H5N1))",120
"384","Influenza A virus (A/tiger/Thailand/CU-T3/2004(H5N1))",120
"567","Saint Louis encephalitis virus",120
"527","Porcine circovirus 2",118
"94","Canine morbillivirus",113
"251","Hepatitis delta virus",112
"248","Hepatitis C virus subtype 1b",111
"533","Potato virus X",111
"139","Coxsackievirus A24",108
"299","Human orthopneumovirus",106
"10","Adeno-associated virus-Go.1",105
"307","Human papillomavirus type 44",105
"343","Influenza A virus (A/black-headed goose/Qinghai/1/2005(H5N1))",105
"358","Influenza A virus (A/chicken/Yamaguchi/7/2004(H5N1))",105
"374","Influenza A virus (A/Nepal/1667/2004(H3N2))",105
"387","Influenza A virus (A/Viet Nam/1203/2004(H5N1))",105
"210","Fibropapilloma-associated turtle herpesvirus",102
"339","Infectious hematopoietic necrosis virus",100
"563","Rotavirus A",98
"454","Mumps rubulavirus",94
"13","African swine fever virus",92
"159","Dengue virus 2",91
"212","Foot-and-mouth disease virus - type Asia 1",91
"388","Influenza A virus (A/Vietnam/CL01/2004(H5N1))",91
"480","Norovirus Hu/L154/2000/France",91
"591","SARS coronavirus TW-HP1",91
"722","Zaire ebolavirus",91
"16","Aids-associated retrovirus",90
"386","Influenza A virus (A/turkey/Ohio/313053/2004(H3N2))",90
"557","Rice yellow mottle virus",87
"718","Yellow fever virus",86
"602","Simian-Human immunodeficiency virus",83
"115","Citrus tristeza virus",80
"32","Aracatuba virus",78
"69","Bombyx mori latent virus",78
"73","Bovine coronavirus",78
"259","Hippotragine gammaherpesvirus 1",78
"274","Human adenovirus D37",78
"320","Human poliovirus 2",78
"446","Miniopterus bat coronavirus 1",78
"531","Porcine rotavirus A",78
"559","Rio Mearim virus",78
"593","SARS coronavirus ZJ0301",78
"608","Simian T-lymphotropic virus 1",75
"275","Human adenovirus E4",73
"529","Porcine reproductive and respiratory syndrome virus",73
"191","Equid alphaherpesvirus 1",72
"218","GB virus C",72
"616","Soybean mosaic virus",72
"711","West Nile virus strain 385-99",72
"271","Human adenovirus B3",70
"566","Rubella virus",69
"255","Heron hepatitis B virus",66
"338","Infectious bursal disease virus",66
"352","Influenza A virus (A/chicken/British Columbia/CN7-3/04 (H7N3))",66
"353","Influenza A virus (A/chicken/Guangdong/174/04(H5N1))",66
"371","Influenza A virus (A/HK/2108/2003(H9N2))",66
"405","Korean flounder iridovirus",66
"439","Measles virus MVi/Yamagata.JPN/33.01",66
"450","Mopeia Lassa virus reassortant 29",66
"143","Coxsackievirus B3",64
"290","Human coronavirus OC43",64
"163","Dobrava-Belgrade orthohantavirus",63
"250","Hepatitis C virus subtype 6k",63
"95","Canine parvovirus",61
"491","Norwalk virus",60
"38","Avian metapneumovirus",59
"565","Rotavirus G9",59
"106","Chikungunya virus",57
"214","Foot-and-mouth disease virus - type O",57
"17","Alkhumra hemorrhagic fever virus",56
"600","Shrimp white spot syndrome virus",56
"52","Bat SARS coronavirus HKU3-1",55
"119","Clostridium botulinum D phage",55
"177","Enterobacteria phage ES18",55
"279","Human astrovirus 2",55
"297","Human mastadenovirus F",55
"383","Influenza A virus (A/Thailand/1(KAN-1)/2004(H5N1))",55
"417","Lettuce mosaic virus",55
"434","Mammalian orthoreovirus 1",55
"435","Mammalian orthoreovirus 3",55
"514","Pepper mild mottle virus",55
"540","Pseudomonas phage EL",55
"548","Rabbit vesivirus",55
"551","Rabies virus Ontario fox",55
"701","Varanid herpesvirus 1",55
"705","Vibrio phage KSF1",55
"721","Yunnan orbivirus",55
"401","Japanese encephalitis virus",53
"161","Dengue virus 4",51
"498","Orf virus",51
"613","Small ruminant morbillivirus",51
"102","Chandipura virus",50
"269","Human adenovirus 7",49
"659","Tomato chlorosis virus",49
"522","Plum pox virus",47
"134","Coxsackievirus A10",46
"219","Gentian mosaic virus",46
"652","Tick-borne encephalitis virus",46
"9","Adeno-associated virus",45
"24","Angelonia flower break virus",45
"112","Citrus leprosis virus",45
"151","CY1014 virus",45
"155","Deerpox virus W-848-83",45
"189","Enterovirus E",45
"199","Escherichia virus T5",45
"202","European brown hare syndrome virus",45
"236","Haloarcula hispanica virus SH1",45
"249","Hepatitis C virus subtype 2b",45
"253","Hepatitis GB virus B",45
"342","Influenza A virus (A/Bar-headed Goose/Qinghai/59/05(H5N1))",45
"344","Influenza A virus (A/black-headed gull/Netherlands/1/00(H13N8))",45
"348","Influenza A virus (A/canine/Iowa/13628/2005(H3N8))",45
"359","Influenza A virus (A/crested eagle/Belgium/01/2004(H5N1))",45
"375","Influenza A virus (A/Netherlands/18/1994(H3N2))",45
"397","Influenza C virus (C/Aichi/1/99)",45
"404","Kelp fly virus",45
"413","Lapine rotavirus",45
"414","Lassa mammarenavirus",45
"423","Listonella phage phiHSIC",45
"473","Norovirus Hu/GI/1A/2004/South Korea",45
"490","Norwalk-like virus Hu/NV/OC02065/2002/JP",45
"546","Puumala orthohantavirus",45
"549","Rabbitpox virus",45
"560","Rock bream iridovirus",45
"571","Sapovirus C12",45
"574","Sapovirus Hu/Argus-2/2003/IQ",45
"575","Sapovirus Hu/CN3285/1999/US",45
"577","Sapovirus Mc114",45
"582","Sapovirus Takasaki/13/2002",45
"598","Shallot yellow stripe virus",45
"622","Springbok herpesvirus 1",45
"627","Staphylococcus phage phiWMY",45
"634","Streptococcus virus DT1",45
"635","Streptomyces phage VWB",45
"677","Tortoise herpesvirus Allmi1",45
"688","Turkey rhinotracheitis virus",45
"694","uncultured bovine-like enterovirus",45
"702","Venezuelan equine encephalitis virus",45
"7","Acipenserid herpesvirus 2",42
"194","Equine infectious anemia virus",42
"283","Human bocavirus",42
"355","Influenza A virus (A/Chicken/Shanghai/F/98(H9N2))",42
"669","Tomato yellow leaf curl virus",42
"170","Echovirus E30",41
"227","Grapevine fanleaf virus",41
"647","Taura syndrome virus",41
"207","Feline coronavirus",39
"282","Human betaherpesvirus 6B",38
"666","Tomato spotted wilt orthotospovirus",38
"21","Ambystoma tigrinum virus",36
"30","Apricot pseudo-chlorotic leaf spot virus",36
"59","Beet black scorch virus satellite RNA",36
"75","Bovine group B rotavirus",36
"91","Calla lily chlorotic spot virus",36
"104","Cherry necrotic rusty mottle virus",36
"113","Citrus psorosis virus",36
"124","Cotesia plutellae polydnavirus",36
"136","Coxsackievirus A16",36
"172","Elk herpesvirus",36
"195","Equine rotavirus A",36
"205","Felid alphaherpesvirus 1",36
"211","Foot-and-mouth disease virus - type A",36
"220","Giardia lamblia virus",36
"238","HBV genotype A",36
"239","HBV genotype H",36
"260","Hirame novirhabdovirus",36
"261","Human adenovirus 11",36
"262","Human adenovirus 15",36
"264","Human adenovirus 21",36
"270","Human adenovirus 7d",36
"272","Human adenovirus D10",36
"278","Human astrovirus 1",36
"316","Human parvovirus B19",36
"325","Human rotavirus",36
"350","Influenza A virus (A/chicken/Beijing/8/98(H9N2))",36
"365","Influenza A virus (A/duck/Yokohama/aq10/2003(H5N1))",36
"373","Influenza A virus (A/mallard/Sweden/2/02(H5N2))",36
"382","Influenza A virus (A/swine/Potsdam/15/1981(H1N1))",36
