"","Var1","Freq"
"511","Human immunodeficiency virus 1",12043
"1339","Zaire ebolavirus",2565
"453","Hepatitis B virus",2464
"830","Middle East respiratory syndrome-related coronavirus",2285
"451","Hepacivirus C",2215
"460","Hepatitis E virus",1938
"331","Enterovirus A71",1448
"1138","Severe fever with thrombocytopenia virus",1390
"1084","Rotavirus A",1293
"543","Human rotavirus A",1274
"1045","Rabies lyssavirus",1255
"1154","Simian immunodeficiency virus",990
"214","Chikungunya virus",936
"527","Human papillomavirus type 6",903
"1317","West Nile virus",875
"855","Mycobacterium phage PegLeg",861
"281","Dengue virus 1",838
"998","Porcine reproductive and respiratory syndrome virus",776
"147","Bovine viral diarrhea virus 1",751
"988","Porcine epidemic diarrhea virus",751
"819","Measles virus genotype H1",732
"253","Coxsackievirus A6",693
"982","Porcine circovirus 2",653
"1165","Small ruminant morbillivirus",646
"176","Canine morbillivirus",642
"845","Mumps rubulavirus",609
"462","Hepatovirus A",589
"1053","Reovirus sp. miyazaki",561
"1227","Tick-borne encephalitis virus",546
"59","Avian avulavirus 1",541
"518","Human orthopneumovirus",512
"1062","Rhinovirus A",500
"534","Human poliovirus 1",468
"401","Foot-and-mouth disease virus - type O",431
"179","Canine parvovirus 2a",423
"1341","Zika virus",416
"288","Dobrava-Belgrade orthohantavirus",408
"1211","Swine hepatitis E virus",405
"380","Fathead minnow picornavirus",378
"525","Human papillomavirus type 52",378
"796","Lymphocytic choriomeningitis mammarenavirus",366
"121","Border disease virus",364
"11","African swine fever virus",358
"150","Bovine viral diarrhea virus 3",351
"658","Influenza A virus (A/Italy/3/2013(H7N7))",342
"1329","Xuan son virus",342
"318","Elephant endotheliotropic herpesvirus 1A",338
"374","European bat 1 lyssavirus",338
"538","Human respiratory syncytial virus A",333
"459","Hepatitis delta virus",329
"1153","Simian hemorrhagic fever virus",327
"1044","Rabbit hemorrhagic disease virus",322
"375","European brown hare syndrome virus",312
"98","Beak and feather disease virus",307
"1134","Seoul orthohantavirus",306
"545","Human T-cell leukemia virus type I",304
"282","Dengue virus 2",301
"1117","Sapovirus Hu/SaV/12FI2298",300
"516","Human mastadenovirus D",298
"517","Human metapneumovirus",294
"943","Parechovirus A",290
"259","Crimean-Congo hemorrhagic fever orthonairovirus",284
"535","Human poliovirus 2",281
"391","Felis catus gammaherpesvirus 1",276
"747","Japanese encephalitis virus",267
"1063","Rhinovirus B",264
"1064","Rhinovirus C",264
"280","Dengue virus",261
"229","Classical swine fever virus",253
"597","Influenza A virus (A/chicken/Jiangsu/SC502/2013(H9N2))",253
"739","Influenza C virus (C/Mie/186/2012)",253
"248","Coxsackievirus A16",250
"837","Monkeypox virus",245
"64","Avian leukosis virus",241
"276","Deformed wing virus",241
"1265","Toscana virus",241
"184","Caprine parainfluenza virus 3",240
"510","Human immunodeficiency virus",240
"809","Maripa hantavirus",234
"388","Feline morbillivirus",231
"668","Influenza A virus (A/mallard/Korea/W452/2014(H5N8))",231
"99","Bean common mosaic virus",226
"112","Bluetongue virus",212
"194","Castelo dos Sonhos virus",210
"501","Human coronavirus HKU1",210
"624","Influenza A virus (A/duck/Wuxi/2/2013(H2N2))",210
"1316","Wenzhou mammarenavirus",210
"556","Infectious bronchitis virus",202
"342","Enterovirus D68",196
"577","Influenza A virus (A/breeder duck/Korea/Gochang1/2014(H5N8))",190
"701","Influenza A virus (A/swine/Guangdong/2403/2010(H1N1))",190
"1252","Tomato spotted wilt orthotospovirus",186
"133","Bovine gammaherpesvirus 4",182
"721","Influenza A virus (A/tree sparrow/Shanghai/01/2013(H7N9))",182
"1108","Sandfly fever Sicilian virus",182
"1123","Satellite phage RS1",182
