"","Var1","Freq"
"359","Human immunodeficiency virus 1",8141
"315","Hepatitis B virus",2677
"317","Hepatitis C virus subtype 1a",2202
"314","Hepacivirus C",2011
"589","Measles morbillivirus",1241
"324","Hepatitis E virus",886
"742","Rabies lyssavirus",713
"804","Simian foamy virus",682
"97","Bluetongue virus 1",650
"717","Porcine reproductive and respiratory syndrome virus",599
"392","Human rhinovirus DK-42",595
"394","Human rotavirus A",591
"267","Feline immunodeficiency virus",528
"764","Rotavirus A",458
"708","Porcine circovirus 2",457
"318","Hepatitis C virus subtype 1b",436
"479","Influenza A virus (A/Jiangsu/1/2007(H5N1))",435
"96","Bluetongue virus",428
"475","Influenza A virus (A/Hong Kong/1/1968(H3N2))",406
"215","Dengue virus 2",387
"760","Rift Valley fever virus",380
"216","Dengue virus 3",344
"940","WU Polyomavirus",332
"805","Simian immunodeficiency virus",330
"344","Human betaherpesvirus 5",329
"101","Bluetongue virus 8",325
"363","Human metapneumovirus",324
"159","Chikungunya virus",304
"383","Human poliovirus 3",291
"401","Human T-cell leukemia virus type I",291
"910","uncultured phage",282
"385","Human polyomavirus 3",281
"432","Influenza A virus (A/chicken/Korea/IS/2006(H5N1))",276
"276","Foot-and-mouth disease virus - type O",267
"378","Human parvovirus 4",267
"740","Puumala orthohantavirus",261
"753","Respiratory syncytial virus",255
"360","Human immunodeficiency virus 2",247
"268","Feline leukemia virus",246
"117","Bovine viral diarrhea virus 1",240
"408","Infectious bronchitis virus",239
"242","Enterovirus A71",234
"754","Rhinovirus C",214
"51","Avian avulavirus 1",211
"460","Influenza A virus (A/duck/Vietnam/NCVD-1/2007(H5N1))",210
"503","Influenza A virus (A/spur-winged goose/Nigeria/5388-5/2007(H5N2))",210
"379","Human parvovirus B19",192
"325","Hepatovirus A",184
"539","Israeli acute paralysis virus",172
"122","Bundibugyo ebolavirus",171
"211","Dandenong virus",171
"482","Influenza A virus (A/kelp gull/Argentina/LDC4/2006(H13N9))",171
"773","Rubella virus",171
"929","West Nile virus",171
"864","Tick-borne encephalitis virus",169
"213","Dengue virus",165
"362","Human mastadenovirus C",163
"781","Salmon isavirus",162
"581","Maize streak virus",161
"33","Anatid alphaherpesvirus 1",157
"21","Aichi virus 1",156
"274","Foot-and-mouth disease virus - type A",156
"352","Human coronavirus NL63",156
"893","Torque teno virus",154
"462","Influenza A virus (A/duck/Yunnan/4873/2006(H5N1))",153
"604","Mumps rubulavirus",152
"170","Citrus tristeza virus",150
"779","Saint Louis encephalitis virus",148
"409","Infectious bursal disease virus",147
"597","Merkel cell polyomavirus",145
"346","Human bocavirus",136
"349","Human calicivirus NV/GII/Avesta/1817/2002/SE",136
"413","Influenza A virus",136
"620","Norovirus dog/170/07/Ita",136
