"","Var1","Freq"
"213","Human immunodeficiency virus 1",6971
"173","Hepacivirus C",536
"425","Simian immunodeficiency virus",530
"174","Hepatitis B virus",500
"477","Torque teno virus",371
"211","Human gammaherpesvirus 8",283
"301","Measles morbillivirus",268
"495","West Nile virus",247
"185","Hepatovirus A",220
"269","Japanese encephalitis virus",216
"414","Salmon isavirus",216
"452","Swine hepatitis E virus",205
"236","Infectious bursal disease virus",197
"214","Human immunodeficiency virus 2",187
"232","Human T-cell leukemia virus type I",187
"498","White spot syndrome virus",170
"22","Avian avulavirus 1",158
"235","Infectious bronchitis virus",157
"262","Influenza A virus (A/swine/Nederweert/13A/96(H1N1))",156
"118","Dengue virus 4",155
"426","Simian immunodeficiency virus SIV-mnd 2",153
"60","Bovine viral diarrhea virus 1",152
"391","Rabies lyssavirus",148
"210","Human gammaherpesvirus 4",146
"370","Porcine endogenous retrovirus",146
"318","Multiple sclerosis associated retrovirus element",136
"116","Dengue virus 2",130
"407","Rotavirus G9",127
"183","Hepatitis E virus",124
"148","Feline foamy virus",123
"200","Human astrovirus 7",121
"82","Chelonid alphaherpesvirus 5",120
"182","Hepatitis delta virus",119
"229","Human rotavirus A",112
"241","Influenza A virus (A/chicken/Italy/312/1997(H5N2))",110
"375","Porcine reproductive and respiratory syndrome virus",107
"179","Hepatitis C virus subtype 1b",106
"314","Monkeypox virus Zaire-96-I-16",105
"153","Foot-and-mouth disease virus - type O",102
"364","Pirital mammarenavirus",101
"135","Enterovirus A71",96
"411","Sacbrood virus",94
"120","Dobrava-Belgrade orthohantavirus",91
"255","Influenza A virus (A/Ohmuta/T78/1999(H3N2))",91
"374","Porcine gamma-herpesvirus",91
"419","SEN virus",91
"201","Human betaherpesvirus 5",83
"175","Hepatitis B virus subtype adr",81
"429","Simian T-lymphotropic virus 1",81
"456","Tick-borne encephalitis virus",79
"100","Coxsackievirus A24",78
"158","Gallid alphaherpesvirus 2",78
"239","Influenza A virus (A/Brevig Mission/1/1918(H1N1))",78
"264","Influenza B virus (B/Lusaka/270/99)",78
"231","Human rotavirus B strain CAL",76
"227","Human polyomavirus 1",72
"390","Puumala orthohantavirus",72
"12","Allpahuayo mammarenavirus",66
"90","Citrus tristeza virus",66
"126","Echovirus E9",66
"172","Helicoverpa armigera nucleopolyhedrovirus G4",66
"181","Hepatitis C virus subtype 4a",66
"212","Human immunodeficiency virus",66
"333","Ngari virus",66
"427","Simian rotavirus",66
"442","Stork hepatitis B virus",66
"111","Culex nigripalpus nucleopolyhedrovirus",64
"92","Classical swine fever virus",63
"430","Simian T-lymphotropic virus 3",62
"45","Bombyx mori nuclear polyhedrosis virus K1",58
"115","Dengue virus 1",58
"315","Moroccan watermelon mosaic virus",57
"6","African swine fever virus",56
"215","Human mammary tumor virus",56
"449","Suid alphaherpesvirus 1",56
"11","Alkhumra hemorrhagic fever virus",55
"44","Bombyx mori cypovirus 1",55
"74","Canine parvovirus 2",55
"143","Equine rotavirus",55
"202","Human betaherpesvirus 6B",55
"252","Influenza A virus (A/Hong Kong/1774/99(H3N2))",55
"284","Lassa mammarenavirus",55
