"","Var1","Freq"
"384","Human immunodeficiency virus 1",11497
"330","Hepatitis B virus",2038
"867","Rabies lyssavirus",1837
"950","Simian immunodeficiency virus",1445
"341","Hepatitis E virus",1398
"236","Enterovirus A71",1235
"329","Hepacivirus C",1060
"33","Avian avulavirus 1",989
"128","Canine morbillivirus",943
"149","Chikungunya virus",769
"670","Measles morbillivirus",645
"914","Rubella virus",556
"373","Human betaherpesvirus 5",552
"385","Human immunodeficiency virus 2",542
"420","Human rotavirus A",541
"628","Japanese encephalitis virus",511
"1048","Tula orthohantavirus",480
"208","Dengue virus 3",469
"431","Infectious bronchitis virus",434
"518","Influenza A virus (A/equine/Newmarket/1/1993(H3N8))",420
"411","Human poliovirus 2",405
"207","Dengue virus 2",391
"336","Hepatitis C virus subtype 1a",388
"998","Tick-borne encephalitis virus",382
"160","Classical swine fever virus",381
"382","Human gammaherpesvirus 8",357
"412","Human poliovirus 3",339
"390","Human metapneumovirus",338
"280","Foot-and-mouth disease virus - type O",328
"345","Hepatovirus A",327
"824","Porcine circovirus 2",314
"689","Mosquito flavivirus",310
"986","Suid alphaherpesvirus 1",306
"836","Porcine reproductive and respiratory syndrome virus",304
"383","Human immunodeficiency virus",300
"374","Human bocavirus",299
"780","Parechovirus A",284
"525","Influenza A virus (A/garganey/Iran/K8/2003(H9N2))",276
"226","Edge Hill virus",272
"418","Human rhinovirus sp.",265
"556","Influenza A virus (A/Nagano/RC1/2009(H1N1))",262
"188","Crimean-Congo hemorrhagic fever orthonairovirus",259
"1087","WU Polyomavirus",253
"391","Human orthopneumovirus",252
"894","Rotavirus A",247
"1093","Yellow fever virus",247
"1085","Wood mouse herpesvirus",240
"268","Feline immunodeficiency virus",239
"992","Swine hepatitis E virus",238
"528","Influenza A virus (A/Han/9/2002(H3N2))",231
"539","Influenza A virus (A/Jingsheng/1/1956(H1N1))",231
"680","Merkel cell polyomavirus",231
"337","Hepatitis C virus subtype 1b",230
"908","Rotavirus G9",219
"20","Anatid alphaherpesvirus 1",211
"948","Simian-Human immunodeficiency virus",211
"69","Beak and feather disease virus",210
"464","Influenza A virus (A/chicken/Egypt/488N3-CLEVB/2008(H5N1))",210
"583","Influenza A virus (A/swine/Argentina/SAGiles-31215/2009(H1N1))",210
"612","Influenza A virus (A/turkey/Chile/28317-6504-3/2009(H1N1))",210
"904","Rotavirus G10",206
"631","JC polyomavirus",196
"63","Bat coronavirus Philippines/Diliman1552G1/2008",190
"876","Reovirus sp. Salmo/GP-2010/NOR",190
"85","Bluetongue virus",189
"423","Human T-cell leukemia virus type I",187
"368","Human astrovirus",183
"364","Human adenovirus B3",182
"206","Dengue virus 1",177
"1052","Turkey coronavirus",177
"1068","Venezuelan equine encephalitis virus",177
"643","Lassa mammarenavirus",176
"61","Bat coronavirus BM48-31/BGR/2008",171
"152","Chimpanzee parv4",171
"179","Coxsackievirus A16",171
"197","Cyclovirus PK5006",171
"438","Influenza A virus (A/Argentina/12295/2009(H1N1))",171
"440","Influenza A virus (A/bar-headed goose/Mongolia/1/05(H5N1))",171
"852","Prochlorococcus phage P-SSM2",171
"1077","Vibrio virus CTXphi",169
"958","Small ruminant morbillivirus",168
"916","Saffold virus",165
"366","Human alphaherpesvirus 2",157
"707","Nipah henipavirus",156
"863","Punique virus",156
"938","Seewis virus",156
"879","Reticuloendotheliosis virus",154
"558","Influenza A virus (A/New Hampshire/3/2006(H3N2))",153
"615","Influenza A virus (A/Vancouver/01/2009(H1N1))",153
"872","Recombinant chimeric Hepatitis C virus 1b/2a 432/JFH-1",153
"855","Pseudocowpox virus",151
"930","Sapovirus pig/VP12/2004/SVN",151
"842","Porcine torovirus",148
"375","Human bocavirus 2",147
"245","Equid gammaherpesvirus 5",145
"693","Mumps rubulavirus",145
"1030","Tomato yellow leaf curl virus",143
"410","Human poliovirus 1",141
"432","Infectious bursal disease virus",138
"32","Astrovirus SG",136
"407","Human parvovirus 4",136
"442","Influenza A virus (A/Beijing/337/2009(H1N1))",136
"554","Influenza A virus (A/Mexico City/1/2009(H1N1))",136
"580","Influenza A virus (A/Singapore/GP101/2009(H1N1))",136
"829","Porcine enteric sapovirus",136
"931","Sapovirus swine/34-2/2006/ITA",136
"243","Epizootic hemorrhagic disease virus",133
"378","Human coronavirus HKU1",132
"496","Influenza A virus (A/crow/Assam/142119/2008(H5N1))",132
"936","SARS coronavirus Rs_672/2006",132
"953","Simian retrovirus 4",132
"1042","Transmissible gastroenteritis virus",132
"267","Feline coronavirus",131
"131","Canine parvovirus 2a",129
"698","Murine hepatitis virus",126
"782","Parrot bornavirus 4",123
"348","HIV-1 CRF02_AG:08GQ166",120
"349","HIV-1 M:A1",120
