,Var1,Freq
176,Human immunodeficiency virus 1,4574
137,GB virus C,985
151,Hepacivirus C,464
223,JC polyomavirus,380
177,Human immunodeficiency virus 2,346
339,Simian immunodeficiency virus,291
175,Human gammaherpesvirus 8,280
242,Measles morbillivirus,253
174,Human gammaherpesvirus 4,252
385,Torque teno virus,235
201,Human T-lymphotropic virus 2,219
199,Human T-cell leukemia virus type I,211
61,Buzura suppressaria nucleopolyhedrovirus,188
214,Influenza A virus (A/Hong Kong/156/97(H5N1)),181
152,Hepatitis B virus,174
169,Human betaherpesvirus 5,171
338,Simian foamy virus,144
325,Rotavirus str. US1205,120
18,Avian avulavirus 1,117
43,Bovine adenovirus 3,110
349,Staphylococcus phage 812,110
300,Porcine reproductive and respiratory syndrome virus,108
251,Mumps rubulavirus,107
191,Human poliovirus 1,106
403,Visna-maedi virus,105
160,Hepatitis E virus,103
240,Marek's disease virus serotype 2 MDV2,100
179,Human papillomavirus,91
196,Human rotavirus C,91
414,Zaire ebolavirus,91
297,Porcine circovirus 2,89
49,Bovine orthopneumovirus,87
122,Feline immunodeficiency virus,80
167,Human alphaherpesvirus 1,80
233,Lymphocytic choriomeningitis mammarenavirus,78
155,Hepatitis C virus genotype 4,76
172,Human endogenous retrovirus,73
266,Norwalk-like virus,73
219,Influenza A virus H3N2,72
37,Bombyx mori cypovirus 1,66
107,Equine infectious anemia virus,66
114,Escherichia virus P2,66
149,Hawaiian green turtle herpesvirus,66
163,HIV-1 CRF04_cpx,66
184,Human papillomavirus type 68,66
185,Human papillomavirus type 68b,66
216,Influenza A virus (A/swine/Hokkaido/2/1981(H1N1)),66
395,Venezuelan equine encephalitis virus,65
81,Cowpox virus,64
115,Escherichia virus T4,64
234,Macaca mulatta polyomavirus 1,63
340,Simian T-lymphotropic virus 1,59
53,Bovine viral diarrhea virus 1,58
106,Equine arteritis virus,58
324,Rinderpest morbillivirus,57
64,Canine coronavirus,55
77,Clostridium botulinum D phage,55
295,Porcine adenovirus 3,55
391,Turkey adenovirus 3,55
309,Rabies lyssavirus,53
382,Tomato spotted wilt orthotospovirus,53
126,Foot-and-mouth disease virus,52
158,Hepatitis C virus subtype 1b,50
23,Bacillus virus SPO1,45
82,Coxsackievirus,45
91,Dobrava-Belgrade orthohantavirus,45
156,Hepatitis C virus SA13,45
178,Human orthopneumovirus,45
200,Human T-cell lymphotropic virus type 2b,45
220,Influenza B virus (B/Alaska/12/1996),45
273,Orf virus (strain NZ2),45
302,Potato virus A,45
105,Equid alphaherpesvirus 4,43
124,Feline leukemia virus,43
130,Fowl aviadenovirus 10,43
140,Gibbon ape leukemia virus,43
150,Hendra henipavirus,43
5,African swine fever virus,42
86,Cucumber mosaic virus,42
132,Fowlpox virus,42
254,Murine respirovirus,42
202,Infectious bronchitis virus,40
203,Infectious bursal disease virus,40
27,Beak and feather disease virus,38
243,Meleagrid alphaherpesvirus 1,38
6,Aichi virus 1,36
16,Autographa californica nucleopolyhedrovirus,36
102,Enterovirus E,36
108,Escherichia phage AR1,36
129,Foot-and-mouth disease virus - type O,36
133,Friend spleen focus-forming virus,36
168,Human alphaherpesvirus 2,36
207,Influenza A virus (A/Beijing/32/1992(H3N2)),36
208,Influenza A virus (A/budgerigar/Hokkaido/1/1977(H4N6)),36
212,Influenza A virus (A/eq/Newmarket/D63/79(H3N8)),36
224,La Crosse virus,36
231,Lechiguanas virus,36
269,Onyong-nyong virus,36
307,Puumala orthohantavirus,36
310,Rat cytomegalovirus Maastricht,36
326,Rubella virus,36
368,Swine hepatitis E virus,36
386,Torque teno virus 1,36
272,Orf virus,33
262,Myxoma virus,31
13,Apple chlorotic leaf spot virus,30
54,Bovine viral diarrhea virus 2,30
236,Macacine betaherpesvirus 3,30
303,Potato virus Y,30
381,Tomato mosaic virus,30
68,Ceratobium mosaic virus,28
