"","Var1","Freq"
"259","Human immunodeficiency virus 1",7553
"217","Hepacivirus C",1558
"218","Hepatitis B virus",1528
"528","Simian immunodeficiency virus",1045
"246","Human betaherpesvirus 5",712
"226","Hepatitis E virus",672
"610","Venezuelan equine encephalitis virus",660
"615","West Nile virus",533
"263","Human metapneumovirus",514
"119","Crimean-Congo hemorrhagic fever orthonairovirus",494
"527","Simian foamy virus",474
"265","Human orthopneumovirus",387
"384","Mumps rubulavirus",384
"300","Influenza A virus (A/chicken/British Columbia/04(H7N3))",378
"282","Human rotavirus A",376
"30","Avian avulavirus 1",331
"476","Rabies lyssavirus",317
"455","Porcine reproductive and respiratory syndrome virus",311
"130","Dengue virus 2",300
"305","Influenza A virus (A/chicken/Indonesia/PA/2003(H5N1))",253
"260","Human immunodeficiency virus 2",247
"284","Human rotavirus B",222
"367","Macaca mulatta polyomavirus 1",213
"254","Human gammaherpesvirus 4",207
"451","Porcine circovirus 2",204
"452","Porcine endogenous retrovirus",191
"318","Influenza A virus (A/Kawasaki/173/2001(H1N1))",190
"485","Rock bream iridovirus",190
"621","Yellow fever virus",189
"409","Norwalk-like virus",187
"346","JC polyomavirus",180
"227","Hepatovirus A",178
"272","Human parvovirus B19",175
"277","Human polyomavirus 1",174
"261","Human mastadenovirus B",171
"530","Simian T-lymphotropic virus 1",169
"286","Human T-cell leukemia virus type I",157
"222","Hepatitis C virus subtype 1b",154
"60","Bordetella virus BPP1",153
"545","Staphylococcus virus 77",153
"290","Infectious bursal disease virus",152
"273","Human poliovirus 1",151
"66","Bovine group B rotavirus",132
"447","Plum pox virus",128
"571","Tick-borne encephalitis virus",127
"75","Bovine viral diarrhea virus 1",124
"289","Infectious bronchitis virus",123
"330","Influenza A virus (A/tiger/Suphanburi/Thailand/Ti-1/04(H5N1))",120
"557","Sudan ebolavirus",119
"378","Measles morbillivirus",116
"35","Avian orthoreovirus",114
"52","Belo Horizonte virus",110
"88","Canine morbillivirus",110
"131","Dengue virus 3",110
"396","Muscovy duck reovirus",110
"178","Feline coronavirus",108
"158","Enterovirus B74",105
"302","Influenza A virus (A/chicken/Chile/176822/02(H7N3))",105
