"","Var1","Freq"
"507","Human immunodeficiency virus 1",13459
"1209","Zaire ebolavirus",11992
"538","Human rotavirus A",3349
"465","Hepatitis B virus",2136
"464","Hepacivirus C",1921
"471","Hepatitis E virus",1846
"1004","Rotavirus A",1564
"781","Middle East respiratory syndrome-related coronavirus",1448
"216","Chikungunya virus",1297
"1061","Simian immunodeficiency virus",1289
"289","Dengue virus",1232
"978","Rabies lyssavirus",1155
"60","Avian avulavirus 1",965
"512","Human orthopneumovirus",920
"807","Mycobacterium phage Vincenzo",861
"1048","Severe fever with thrombocytopenia virus",843
"934","Porcine epidemic diarrhea virus",803
"338","Enterovirus D68",802
"332","Enterovirus A71",782
"489","Human adenovirus 7",782
"942","Porcine reproductive and respiratory syndrome virus",753
"290","Dengue virus 1",697
"544","Infectious bronchitis virus",675
"929","Porcine circovirus 2",661
"291","Dengue virus 2",609
"1011","Rubella virus",591
"1062","Simian pegivirus",552
"255","Coxsackievirus A6",545
"826","Norovirus GII.17",543
"800","Mycobacterium phage FlagStaff",528
"989","Rhinovirus A",496
"655","Influenza A virus (A/swine/Germany/Hagstedt-IDT11951/2010(H1N1))",465
"1100","Suid alphaherpesvirus 1",449
"1063","Simian retrovirus 4",434
"391","Foot-and-mouth disease virus - type A",422
"188","Canine morbillivirus",413
"1098","Sugarcane mosaic virus",413
"234","Classical swine fever virus",408
"1155","Trailing lespedeza virus 1",408
"976","Rabbit hemorrhagic disease virus",406
"99","Bat coronavirus",380
"325","Ekpoma virus 1",378
"516","Human papillomavirus type 16",361
"566","Influenza A virus (A/chicken/Beijing/HD06/2012(H9N2))",351
"576","Influenza A virus (A/chicken/Hebei/TS/2008(H9N2))",351
"586","Influenza A virus (A/chicken/Shanxi/0703/2012(H9N2))",351
"526","Human poliovirus 1",348
"540","Human T-cell leukemia virus type I",347
"11","Adenovirus PREDICT_AdV-69",325
"104","Bat herpesvirus",325
"545","Infectious bursal disease virus",325
"594","Influenza A virus (A/duck/Hokkaido/1/2010 (H7N7))",325
"595","Influenza A virus (A/duck/Hokkaido/WZ20/2014(H5N2))",325
"598","Influenza A virus (A/duck/Mongolia/129/2010(H7N9))",325
"917","Picobirnavirus PREDICT_PbV-1",325
"146","Bovine astrovirus",322
"292","Dengue virus 3",321
"501","Human gammaherpesvirus 4",313
"259","Coxsackievirus B2",306
"1142","Tomato spotted wilt orthotospovirus",306
"132","Bluetongue virus",302
"583","Influenza A virus (A/chicken/Quzhou/2/2015(H7N9))",300
"508","Human mastadenovirus B",298
"825","Norovirus GII",296
"1211","Zika virus",294
"1192","West Nile virus",287
"990","Rhinovirus C",286
"493","Human betaherpesvirus 5",281
"531","Human respiratory syncytial virus A",278
"492","Human alphaherpesvirus 3",277
"587","Influenza A virus (A/chicken/Shenzhen/727/2013(H7N9))",276
"506","Human immunodeficiency virus",275
"1059","Simian foamy virus",271
"1045","Seoul orthohantavirus",265
"1120","Testudinid herpesvirus 3",264
"491","Human alphaherpesvirus 2",260
"585","Influenza A virus (A/chicken/Shandong/Li-2/2010(H9N2))",253
"801","Mycobacterium phage Luchador",253
"886","Parapoxvirus LUO-2014",253
"1176","unidentified simian adenovirus",253
"264","Crimean-Congo hemorrhagic fever orthonairovirus",252
"931","Porcine deltacoronavirus",251
"152","Bovine hepacivirus",249
"868","Orf virus",247
"525","Human pegivirus 2",240
"784","Monkeypox virus",240
"748","Mamastrovirus 1",235
"189","Canine parvovirus",234
"962","Pseudomonas phage phi1",231
"1104","Swine cyclovirus",231
"68","Avian orthoreovirus",229
"767","Mayaro virus",214
"616","Influenza A virus (A/Guangzhou/39715/2014(H5N6))",210
"803","Mycobacterium phage Momo",210
"870","Orthopoxvirus GCP2013",210
"889","Parrot bornavirus 4",210
"110","Beak and feather disease virus",209
"163","Bovine viral diarrhea virus 1",205
"751","Mammalian orthoreovirus",202
"1181","Vaccinia virus",198
"18","African swine fever virus",194
"974","Puumala orthohantavirus",193
"1017","Saffold virus",193
"1","229E-related bat coronavirus",190
"162","Bovine torovirus",190
"604","Influenza A virus (A/environment/Guangzhou/XN07390/2014(H7N9))",190
"897","Pebjah virus",190
"1060","Simian hemorrhagic encephalitis virus",190
"467","Hepatitis C virus subtype 1a",189
"269","Cucumber mosaic virus",187
"92","Banana bunchy top virus",181
"16","African horse sickness virus 1",176
"475","Hepatovirus A",173
"287","Deformed wing virus",172
"158","Bovine picornavirus",171
"557","Influenza A virus (A/California/7-KSU_RG06/2009(H1N1))",171
"562","Influenza A virus (A/cat/Sichuan/SC18/2014(H5N6))",171
"581","Influenza A virus (A/chicken/Laos/LPQ001/2014(H5N6))",171
"787","Muko virus",171
"875","Paenibacillus phage Diva",171
"1112","Tacaribe mammarenavirus",171
"1190","Wellfleet Bay virus",171
"1044","Senecavirus A",169
"133","Bluetongue virus 1",168
"250","Cowpox virus",167
"1019","Saint Louis encephalitis virus",165
"905","Pepper vein yellows virus",163
"770","Measles virus genotype H1",160
"537","Human rhinovirus sp.",159
"972","Pteropine orthoreovirus",157
"319","Echovirus E25",156
"1134","Tomato chlorosis virus",154
"52","Astrovirus VA1/HMO-C",153
"548","Influenza A virus (A/Alberta/55/2014(H3N2))",153
"709","Kumasi rhabdovirus",153
"818","Nishimuro ledantevirus",153
"869","Oropouche virus",153
"1174","uncultured phage",153
"1184","Variegated squirrel bornavirus 1",153
"1200","Wuhan cricket virus",153
"1072","Small ruminant morbillivirus",152
"819","Non-primate hepacivirus",151
"62","Avian coronavirus",150
"944","Porcine rotavirus A",150
"945","Porcine rotavirus C",148
"473","Hepatitis E virus type 3",146
"790","Mumps rubulavirus",145
"906","Pepper veinal mottle virus",144
"23","Aleutian mink disease virus",142
"320","Echovirus E30",141
"490","Human alphaherpesvirus 1",137
"530","Human polyomavirus 7",136
"554","Influenza A virus (A/blue-winged teal/TX/AI12-433/2012(H7N1))",136
"555","Influenza A virus (A/British Columbia/42/2013(H1N1))",136
"575","Influenza A virus (A/chicken/Hangzhou/174/2013(H7N9))",136
"628","Influenza A virus (A/mallard/MN/AI07-4252/2007(H7))",136
"639","Influenza A virus (A/Northern pintail/Washington/40964/2014(H5N2))",136
"682","Influenza B virus (B/Alberta/01/2014)",136
"772","Meles meles polyomavirus 1",136
"778","Micromonas virus",136
"796","Murine norovirus GV/WU20/2005/USA",136
"1000","Rodent hepatovirus",136
"921","Piscine orthoreovirus",135
"347","Equine hepacivirus",133
"45","Artichoke latent virus",132
"181","Camelpox virus",132
"299","Dobrava-Belgrade orthohantavirus",132
"336","Enterovirus C",132
"393","Foot-and-mouth disease virus - type O",132
"827","Norovirus GII.4",127
"521","Human parechovirus 3",125
"293","Dengue virus 4",123
"726","Leishmania RNA virus 1",123
"753","Mammalian orthoreovirus 3",123
"26","Alfalfa leaf curl virus",120
"279","Cyprinid herpesvirus 3",120
"298","Dinocampus coccinellae paralysis virus",120
"373","European brown hare syndrome virus",120
"549","Influenza A virus (A/Anas platyrhynchos/Spain/1877/2009(H7N2))",120
"574","Influenza A virus (A/chicken/Guangdong/S1010/2010(H4N8))",120
"647","Influenza A virus (A/recombinant/USD_RG111(H1))",120
"657","Influenza A virus (A/swine/Iowa/40766/1992(H1N1))",120
"783","Mollivirus sibericum",120
"820","Non-primate hepacivirus NZP1",120
"988","Rhesus adenovirus 51",120
"1037","Scale drop disease virus",120
"1056","Simian-Human immunodeficiency virus 1",120
"1064","Simian T-lymphotropic virus 3",120
"1074","Sosuga virus",120
"111","Bean common mosaic virus",117
"315","Eastern equine encephalitis virus",117
"316","Echovirus E11",115
"1117","Tembusu virus",112
"1165","Turnip mosaic virus",112
"148","Bovine coronavirus",111
"696","JC polyomavirus",111
"164","Bovine viral diarrhea virus 2",110
"487","Human adenovirus 21",110
"520","Human parechovirus 1",110
"794","Murid betaherpesvirus 8",110
"813","Negev virus",110
"1043","Semliki Forest virus",110
"822","Norovirus GI",109
"693","Japanese encephalitis virus",108
"61","Avian avulavirus 6",105
"138","Bofa virus",105
"199","Carp edema virus",105
"210","Chaq virus",105
"258","Coxsackievirus B1",105
"281","Dansoman virus",105
"304","Drosophila-associated Bunyaviridae-like",105
"534","Human rhinovirus C28",105
"551","Influenza A virus (A/Anous tenuirostris/Reunion/311C/2013(H2))",105
"578","Influenza A virus (A/chicken/Jiangxi/1267/2014(mixed))",105
"609","Influenza A virus (A/Finland/1520N/2011(H1N1))",105
"618","Influenza A virus (A/Habana/1367/2013(H1N1))",105
"619","Influenza A virus (A/Habana/2171/2012(H1N1))",105
"620","Influenza A virus (A/Habana/639/2012(H1N1))",105
"622","Influenza A virus (A/Helsinki/1042/2013(H1N1))",105
"630","Influenza A virus (A/migratory duck/Jiangxi/30246/2013(H10N5))",105
"636","Influenza A virus (A/Netherlands/M2/1957(H2N2))",105
"659","Influenza A virus (A/swine/Kansas/10-83533/2010(H3N2))",105
"802","Mycobacterium phage Mindy",105
"805","Mycobacterium phage Phayonce",105
"815","Newfield virus",105
"859","Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Kawasaki323",105
"860","Norovirus Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308",105
"914","Phopivirus",105
"1124","Thermus phage 2631",105
"1175","unidentified Reptarenavirus",105
"738","Lymantria dispar multiple nucleopolyhedrovirus",103
"14","Aedes flavivirus",102
"1007","Rotavirus G",102
"392","Foot-and-mouth disease virus - type Asia 1",100
"539","Human rotavirus C",98
"528","Human polyomavirus 1",96
"1126","Tick-borne encephalitis virus",94
"731","Little cherry virus 1",93
"1066","Sindbis virus",93
"64","Avian leukosis virus",91
"102","Bat coronavirus IFB2012-13F",91
"108","Bat polyomavirus 5b",91
"182","Camponotus yamaokai virus",91
"212","Chicken parvovirus",91
"449","Grove virus",91
"474","Hepatitis E virus type 4",91
"623","Influenza A virus (A/Helsinki/1127/2014(H1N1))",91
"624","Influenza A virus (A/Helsinki/846M/2014(H1N1))",91
"690","Itaya virus",91
"775","Mercadeo virus",91
"806","Mycobacterium phage ShedlockHolmes",91
"887","Parechovirus A",91
"963","Pseudomonas phage phiKT28",91
"981","Rat cytomegalovirus ALL-03",91
"987","Reticuloendotheliosis virus",91
"1022","Salmon gill poxvirus",91
"1031","Sapovirus GII.1",91
"1055","Simian-Human immunodeficiency virus",91
"1077","Soybean mosaic virus",91
"407","Gairo mammarenavirus",90
"441","Grapevine Roditis leaf discoloration-associated virus",90
"569","Influenza A virus (A/chicken/Egypt/IT-1/2013(H5N1))",90
"724","Latino mammarenavirus",90
"1154","Toscana virus",89
"63","Avian hepatitis E virus",88
"810","Necocli virus",84
"251","Coxsackievirus A16",83
"1156","Transmissible gastroenteritis virus",83
"215","Chickpea chlorotic dwarf virus",82
"341","Equid alphaherpesvirus 1",82
"394","Foot-and-mouth disease virus - type SAT 1",81
"1106","Swine hepatitis E virus",81
"871","Ostreid herpesvirus 1",79
"1139","Tomato leaf curl New Delhi virus",79
"10","Adeno-associated virus",78
"107","Bat picornavirus BatPV/V1/13 Hun",78
"114","Bear Canyon mammarenavirus",78
"244","Cotesia sesamiae bracovirus",78
"267","Ctenophore-associated circular virus 1",78
"301","Dolphin morbillivirus",78
"333","Enterovirus A89",78
"348","Equine pegivirus",78
"397","Fowl adenovirus",78
"400","Fox circovirus",78
"428","Gouleako virus",78
"495","Human betapapillomavirus",78
"500","Human enterovirus C104",78
"504","Human hepegivirus",78
"535","Human rhinovirus C54",78
"564","Influenza A virus (A/chicken/AnNing/1/2014(H5N1))",78
"580","Influenza A virus (A/chicken/Jiangxi/S3581/2013(H10N8))",78
"588","Influenza A virus (A/chicken/TongHai/302/2014(H5N1))",78
"605","Influenza A virus (A/environment/Hunan/18355/2014(H9N2))",78
"614","Influenza A virus (A/green winged teal/Japan/9KS0643/2009(H12N3))",78
"615","Influenza A virus (A/Guangdong/501/2010(H1N1))",78
"617","Influenza A virus (A/gull/Maryland/16/1985(H13N2))",78
"644","Influenza A virus (A/quail/California/K1400794/2014(H5N8))",78
