"","Var1","Freq"
"456","Human immunodeficiency virus 1",117
"411","Hepacivirus C",43
"1090","Zika virus",37
"412","Hepatitis B virus",33
"880","Rotavirus A",30
"418","Hepatitis E virus",21
"492","Infectious bronchitis virus",20
"44","Avian avulavirus 1",19
"183","Chikungunya virus",19
"253","Dengue virus 1",19
"794","Porcine circovirus 2",17
"847","Rabies lyssavirus",16
"798","Porcine epidemic diarrhea virus",15
"806","Porcine reproductive and respiratory syndrome virus",15
"484","Human rotavirus A",13
"676","Middle East respiratory syndrome-related coronavirus",13
"254","Dengue virus 2",11
"1071","West Nile virus",11
"131","Bovine viral diarrhea virus 1",10
"346","Foot-and-mouth disease virus - type O",10
"465","Human papillomavirus type 16",10
"817","Potato virus Y",10
"981","Suid alphaherpesvirus 1",10
"14","African swine fever virus",9
"295","Enterovirus A71",9
"298","Enterovirus D68",9
"392","Grapevine Pinot gris virus",9
"191","Classical swine fever virus",8
"224","Crimean-Congo hemorrhagic fever orthonairovirus",8
"452","Human gammaherpesvirus 4",8
"929","Senecavirus A",8
"1087","Zaire ebolavirus",8
"943","Simian immunodeficiency virus",7
"1036","Toscana virus",7
"97","Bluetongue virus",6
"119","Bovine leukemia virus",6
"256","Dengue virus 4",6
"407","Hantaan orthohantavirus",6
"420","Hepatovirus A",6
"599","Japanese encephalitis virus",6
"786","Plum pox virus",6
"797","Porcine deltacoronavirus",6
"216","Coxsackievirus A16",5
"233","Cucumber mosaic virus",5
"249","Deformed wing virus",5
"252","Dengue virus",5
"308","Equine hepacivirus",5
"344","Foot-and-mouth disease virus - type A",5
"430","Human adenovirus 7",5
"433","Human alphaherpesvirus 1",5
"441","Human bocavirus",5
"462","Human orthopneumovirus",5
"470","Human parechovirus 3",5
"475","Human poliovirus 2",5
"487","Human T-cell leukemia virus type I",5
"494","Infectious hematopoietic necrosis virus",5
"495","Infectious pancreatic necrosis virus",5
"952","Small ruminant morbillivirus",5
"1024","Tomato spotted wilt orthotospovirus",5
"1053","Usutu virus",5
"50","Avian orthoreovirus",4
"101","Border disease virus",4
"222","Coxsackievirus B3",4
"255","Dengue virus 3",4
"332","Feline calicivirus",4
"364","Gallid alphaherpesvirus 1",4
"365","Gallid alphaherpesvirus 2",4
"435","Human alphaherpesvirus 3",4
"457","Human immunodeficiency virus 2",4
"459","Human mastadenovirus C",4
"461","Human metapneumovirus",4
"479","Human polyomavirus 6",4
"485","Human rotavirus C",4
"493","Infectious bursal disease virus",4
"620","Lassa mammarenavirus",4
"709","Norovirus GII",4
"712","Norovirus GII.4",4
"795","Porcine circovirus 3",4
"807","Porcine rotavirus A",4
"845","Rabbit hemorrhagic disease virus",4
"863","Rhinovirus C",4
"874","Rift Valley fever virus",4
"893","Sacbrood virus",4
"932","Severe fever with thrombocytopenia virus",4
"1014","Tomato chlorotic spot virus",4
"1028","Tomato yellow leaf curl virus",4
"1067","Viral hemorrhagic septicemia virus",4
"1094","Zucchini yellow mosaic virus",4
"18","Aleutian mink disease virus",3
"156","Canine morbillivirus",3
"277","Echovirus E30",3
"287","Elephant endotheliotropic herpesvirus 4",3
"303","Epizootic hemorrhagic disease virus",3
"337","Feline panleukopenia virus",3
"379","Goose parvovirus",3
"391","Grapevine leafroll-associated virus 3",3
"399","Grapevine virus B",3
"410","Helicoverpa SNPV AC53",3
"416","Hepatitis C virus subtype 3a",3
"419","Hepatitis E virus type 3",3
"439","Human betaherpesvirus 5",3
"442","Human bocavirus 1",3
"444","Human coronavirus 229E",3
"453","Human gammaherpesvirus 8",3
"476","Human poliovirus 3",3
"596","Iris yellow spot virus",3
"601","JC polyomavirus",3
"638","Lumpy skin disease virus",3
"658","Mamastrovirus 3",3
"668","Measles virus genotype D8",3
"690","Mus musculus polyomavirus 2",3
"691","Muscovy duck parvovirus",3
"710","Norovirus GII.17",3
"734","Orf virus",3
"736","Ostreid herpesvirus 1",3
"805","Porcine pestivirus 1",3
"887","Rotavirus G9",3
"898","Saint Louis encephalitis virus",3
"900","Salivirus A",3
"983","Sweet potato chlorotic fleck virus",3
"1000","Tick-borne encephalitis virus",3
"1034","Torque teno virus",3
"16","Akabane virus",2
"17","Alcelaphine gammaherpesvirus 1",2
"32","Apple stem grooving virus",2
"48","Avian leukosis virus",2
"49","Avian nephritis virus",2
"62","Bamboo mosaic virus",2
"64","Banana mild mosaic virus",2
"65","Banna virus",2
"67","Bat betacoronavirus",2
"73","Bat coronavirus Rp/Shaanxi2011",2
"76","Bat Hp-betacoronavirus/Zhejiang2013",2
"81","Bean common mosaic virus",2
"112","Bovine astrovirus",2
"132","Bovine viral diarrhea virus 2",2
"133","Bovine viral diarrhea virus 3",2
"139","Broad bean wilt virus 2",2
"142","BtMf-AlphaCoV/AH2011",2
"153","Canine coronavirus",2
"154","Canine kobuvirus",2
"157","Canine parvovirus",2
"160","Canine parvovirus 2b",2
"169","Carp sprivivirus",2
"179","Cherry virus A",2
"189","Citrus tristeza virus",2
"211","Cotton yellow mosaic virus",2
"213","Cowpox virus",2
"215","Coxsackievirus A10",2
"217","Coxsackievirus A2",2
"223","Coxsackievirus B5",2
"234","Cucumber vein yellowing virus",2
"242","Cutavirus",2
"269","Duck parvovirus",2
"282","Eggplant mottled dwarf nucleorhabdovirus",2
"292","Enterobacteria phage T7M",2
"334","Feline immunodeficiency virus",2
"335","Feline leukemia virus",2
"336","Feline morbillivirus",2
"347","Foot-and-mouth disease virus - type SAT 1",2
"348","Foot-and-mouth disease virus - type SAT 2",2
"352","Fowl aviadenovirus 4",2
"355","Fowl aviadenovirus D",2
"367","Gan Gan virus",2
"372","Getah virus",2
"373","Giant seaperch iridovirus",2
"384","Grapevine berry inner necrosis virus",2
"385","Grapevine fanleaf virus",2
"408","Hantavirus MAYOV",2
"417","Hepatitis delta virus",2
"428","Human adenovirus 2",2
"431","Human adenovirus B3",2
"436","Human astrovirus",2
"446","Human coronavirus NL63",2
"447","Human cosavirus",2
"460","Human mastadenovirus D",2
"467","Human papillomavirus type 52",2
"471","Human parechovirus 6",2
"472","Human parvovirus B19",2
"474","Human poliovirus 1",2
"477","Human polyomavirus 1",2
"480","Human respiratory syncytial virus A",2
"481","Human respiratory syncytial virus B",2
"482","Human respirovirus 3",2
"490","Hydrangea ringspot virus",2
"541","Influenza A virus (A/Egypt/MOH-NRC-8434/2014(H5N1))",2
"550","Influenza A virus (A/equine/Pulawy/1/2008(H3N8))",2
"557","Influenza A virus (A/Huai'an/083/2014(H7N9))",2
"592","Inkoo virus",2
"594","Iranian johnsongrass mosaic virus",2
"598","Israeli acute paralysis virus",2
"603","Kadipiro virus",2
"622","Leek yellow stripe virus",2
"623","Leishmania RNA virus 1",2
"662","Mammalian orthoreovirus 3",2
"666","Mayaro virus",2
"673","Merkel cell polyomavirus",2
"704","Norovirus GI",2
"715","Norovirus GIV",2
"735","Orthohepevirus A",2
"761","Penicillium digitatum virus 1",2
"763","Pepper mild mottle virus",2
"764","Pepper vein yellows virus",2
"778","Pigeon adenovirus 2",2
"782","Piscine orthoreovirus",2
"799","Porcine hokovirus",2
"803","Porcine parvovirus 3",2
"808","Porcine rotavirus C",2
"813","Potato mop-top virus",2
"842","Puumala orthohantavirus",2
"857","Redbud yellow ringspot-associated emaravirus",2
"862","Rhinovirus A",2
"873","Rice yellow mottle virus",2
