"","Var1","Freq"
"218","Human immunodeficiency virus 1",149
"183","Hepatitis B virus",24
"485","Torque teno virus",24
"182","Hepacivirus C",22
"189","Hepatitis E virus",13
"156","GB virus C",12
"327","Measles morbillivirus",12
"217","Human gammaherpesvirus 8",11
"104","Cucumber mosaic virus",10
"384","Porcine reproductive and respiratory syndrome virus",9
"198","Human alphaherpesvirus 1",7
"230","Human poliovirus 1",7
"510","White spot syndrome virus",7
"22","Avian avulavirus 1",6
"44","Borna disease virus 1",6
"114","Dengue virus 2",6
"248","Infectious bursal disease virus",6
"278","Influenza A virus (A/X-31(H3N2))",6
"61","Bovine viral diarrhea virus 1",5
"134","Enterovirus A71",5
"219","Human immunodeficiency virus 2",5
"242","Human T-cell leukemia virus type I",5
"247","Infectious bronchitis virus",5
"249","Infectious hematopoietic necrosis virus",5
"286","Japanese encephalitis virus",5
"291","JC polyomavirus",5
"343","Norwalk-like virus",5
"25","Avian metapneumovirus",4
"63","Broad bean wilt virus 2",4
"187","Hepatitis C virus subtype 1b",4
"228","Human parvovirus B19",4
"237","Human rotavirus A",4
"243","Human T-lymphotropic virus 2",4
"332","Mumps rubulavirus",4
"434","Simian immunodeficiency virus",4
"456","Sugarcane yellow leaf virus",4
"477","Tomato leaf curl virus",4
"5","African swine fever virus",3
"30","Banana bunchy top virus",3
"43","Bombyx mori nucleopolyhedrovirus",3
"53","Bovine gammaherpesvirus 4",3
"68","Canine morbillivirus",3
"69","Canine parvovirus",3
"78","Chicken anemia virus",3
"90","Citrus tristeza virus",3
"96","Cowpea aphid-borne mosaic virus",3
"106","Cucurbit leaf crumple virus",3
"124","Ectromelia virus",3
"146","Foot-and-mouth disease virus - type O",3
"152","Fowlpox virus",3
"155","Gallid alphaherpesvirus 2",3
"205","Human betaherpesvirus 5",3
"221","Human orthopneumovirus",3
"222","Human papillomavirus",3
"225","Human papillomavirus type 16",3
"299","Kyuri green mottle mosaic virus",3
"319","Macacine gammaherpesvirus 4",3
"381","Porcine endogenous retrovirus",3
"390","Potato virus Y",3
"403","Rat cytomegalovirus Maastricht",3
"418","Rotavirus G9",3
"432","Simian-Human immunodeficiency virus",3
"459","Suid herpesvirus 1 strain Kaplan",3
"479","Tomato spotted wilt orthotospovirus",3
"497","Turnip mosaic virus",3
"24","Avian leukosis virus",2
"45","Borna disease virus 2",2
"47","Bovine adenovirus 4",2
"55","Bovine orthopneumovirus",2
"71","Caprine arthritis encephalitis virus",2
"79","Chickpea chlorotic dwarf virus",2
"84","Chlorella virus",2
"100","Coxsackievirus B3",2
"113","Dengue virus 1",2
"118","Dobrava-Belgrade orthohantavirus",2
"121","Echovirus E30",2
"123","Ectocarpus siliculosus virus 1",2
"130","Enterobacteria phage RB49",2
"137","Epizootic hemorrhagic disease virus",2
"140","Equine infectious anemia virus",2
"154","Gallid alphaherpesvirus 1",2
"163","Grapevine fanleaf virus",2
"164","Grapevine leafroll-associated virus 1",2
"176","Hantaan orthohantavirus",2
"179","Helicoverpa armigera nucleopolyhedrovirus G4",2
"199","Human alphaherpesvirus 2",2
"200","Human alphaherpesvirus 3",2
"202","Human astrovirus 1",2
"216","Human gammaherpesvirus 4",2
"220","Human norovirus - Alphatron",2
"231","Human poliovirus 2",2
"244","Indian citrus ringspot virus",2
"265","Influenza A virus (A/mallard duck/PA/10218/84(H5N2))",2
"283","Influenza C virus",2
"287","Japanese flounder nervous necrosis virus",2
"290","Japanese yam mosaic virus",2
"310","Lassa mammarenavirus",2
"328","Melon yellow spot virus",2
"339","Natrialba phage PhiCh1",2
"340","Nipah henipavirus",2
"356","Papaya ringspot virus",2
"357","Papiine gammaherpesvirus 1",2
"377","Porcine adenovirus 3",2
"378","Porcine adenovirus 5",2
"379","Porcine circovirus 2",2
"386","Porcine rotavirus C",2
"389","Potato virus X",2
"399","Rabies lyssavirus",2
"405","Respiratory syncytial virus",2
"412","Rice tungro spherical virus",2
"419","Rubella virus",2
"424","Salmon isavirus",2
"429","Semliki Forest virus",2
"430","Shrimp white spot syndrome virus",2
"441","Sindbis virus",2
"446","Spodoptera litura nucleopolyhedrovirus",2
"468","Tobacco mosaic virus",2
"469","Tobacco rattle virus",2
"472","Tomato bushy stunt virus",2
"473","Tomato chlorosis virus",2
"481","Tomato yellow leaf curl virus",2
"491","Tranosema rostrale ichnovirus",2
"492","Transmissible gastroenteritis virus",2
"500","Vaccinia virus",2
"503","Vibrio virus CTXphi",2
"504","Viral hemorrhagic septicemia virus",2
"507","West Nile virus",2
"1","A-2 plaque virus",1
"2","Acute bee paralysis virus",1
"3","African cassava mosaic virus-[Cameroon]",1
"4","African horse sickness virus",1
"6","Ageratum yellow vein betasatellite",1
"7","Aichi virus 1",1
"8","Alfalfa mosaic virus",1
"9","Amsacta moorei entomopoxvirus",1
"10","Amur virus",1
"11","Anacridium aegyptium entomopoxvirus",1
"12","Andes orthohantavirus",1
"13","Antheraea mylitta cypovirus 4",1
"14","Apple latent spherical virus",1
"15","Apple mosaic virus",1
"16","Apple stem grooving virus",1
"17","Apricot latent virus",1
"18","Argentinian mammarenavirus",1
"19","Ateline gammaherpesvirus 3",1
"20","Atlantic halibut nodavirus",1
"21","Avastrovirus 3",1
"23","Avian endogenous retrovirus EAV-HP",1
"26","Avian nephritis virus 1",1
"27","Avian orthoreovirus",1
"28","Bacillus phage Nf",1
"29","Bacillus virus GA1",1
"31","Banana streak virus",1
"32","Barfin flounder nervous necrosis virus",1
"33","Barley mild mosaic virus",1
"34","Barley yellow dwarf virus MAV",1
"35","Beak and feather disease virus",1
"36","Bean pod mottle virus",1
"37","Beet necrotic yellow vein virus",1
"38","Beet soil-borne virus",1
"39","Black queen cell virus",1
"40","Blackcurrant reversion virus satellite RNA",1
"41","Bluetongue virus",1
"42","Bombyx mori cypovirus 1",1
"46","Bovine adenovirus 2",1
"48","Bovine alphaherpesvirus 1",1
"49","Bovine alphaherpesvirus 5",1
"50","Bovine calicivirus",1
"51","Bovine coronavirus",1
"52","Bovine ephemeral fever virus",1
"54","Bovine leukemia virus",1
"56","Bovine papillomavirus",1
"57","Bovine respirovirus 3",1
"58","Bovine Rotavirus Strain Hg18",1
