"","Var1","Freq"
"350","Human immunodeficiency virus 1",63
"305","Hepacivirus C",20
"311","Hepatitis E virus",19
"593","Rotavirus A",18
"385","Influenza A virus",14
"550","Porcine reproductive and respiratory syndrome virus",14
"200","Dengue virus 1",13
"306","Hepatitis B virus",13
"541","Porcine circovirus 3",12
"726","Yellow fever virus",12
"544","Porcine epidemic diarrhea virus",11
"732","Zika virus",11
"140","Chikungunya virus",10
"481","Norovirus GII",10
"100","Bovine viral diarrhea virus 1",7
"172","Coxsackievirus A6",7
"310","Hepatitis delta virus",7
"355","Human orthopneumovirus",7
"371","Human rotavirus A",7
"224","Enterovirus A71",6
"382","Infectious bursal disease virus",6
"540","Porcine circovirus 2",6
"115","Canine morbillivirus",5
"176","Crimean-Congo hemorrhagic fever orthonairovirus",5
"282","Goose astrovirus",5
"347","Human hepegivirus",5
"494","Orthohepevirus A",5
"11","African swine fever virus",4
"36","Avian avulavirus 1",4
"116","Canine parvovirus",4
"201","Dengue virus 2",4
"262","Foot-and-mouth disease virus - type A",4
"270","Fowlpox virus",4
"287","Grapevine leafroll-associated virus 1",4
"326","Human alphaherpesvirus 1",4
"362","Human pegivirus",4
"367","Human respiratory syncytial virus A",4
"381","Infectious bronchitis virus",4
"438","Lumpy skin disease virus",4
"542","Porcine deltacoronavirus",4
"572","Rabies lyssavirus",4
"670","Tick-borne encephalitis virus",4
"42","Avian orthoreovirus",3
"55","Bat coronavirus",3
"59","Bat mastadenovirus",3
"82","Bluetongue virus",3
"95","Bovine hepacivirus",3
"97","Bovine leukemia virus",3
"102","Bovine viral diarrhea virus type 1b",3
"117","Canine parvovirus 2",3
"175","Coxsackievirus B5",3
"203","Dengue virus 4",3
"235","Equid alphaherpesvirus 1",3
"275","Gallid alphaherpesvirus 2",3
"289","Grapevine Pinot gris virus",3
"290","Grapevine red blotch virus",3
"341","Human coronavirus OC43",3
"356","Human papillomavirus",3
"357","Human papillomavirus type 16",3
"373","Human T-cell leukemia virus type I",3
"435","Little cherry virus 1",3
"446","Maize yellow mosaic virus",3
"491","Orf virus",3
"497","Ostreid herpesvirus 1",3
"532","Piscine orthoreovirus",3
"535","Plum pox virus",3
"548","Porcine parvovirus 7",3
"558","Potato virus Y",3
"619","Seoul orthohantavirus",3
"622","Severe fever with thrombocytopenia virus",3
"659","Swine acute diarrhea syndrome coronavirus",3
"684","Tomato spotted wilt orthotospovirus",3
"719","West Nile virus",3
"729","Zaire ebolavirus",3
"5","Acipenser iridovirus-European",2
"9","Aedes anphevirus",2
"18","Alfalfa leaf curl virus",2
"33","Atypical porcine pestivirus",2
"37","Avian avulavirus 6",2
"51","Banana bract mosaic virus",2
"61","Batai virus",2
"66","Beet necrotic yellow vein virus",2
"67","Beet western yellows virus",2
"93","Bovine coronavirus",2
"101","Bovine viral diarrhea virus 2",2
"110","Canine adenovirus 1",2
"118","Canine parvovirus 2a",2
"123","Caprine gammaherpesvirus 2",2
"125","Carnivore protoparvovirus 1",2
"133","Cetacean poxvirus 1",2
"138","Chicken anemia virus",2
"147","Citrus leaf blotch virus",2
"151","Classical swine fever virus",2
"168","Coxsackievirus A16",2
"169","Coxsackievirus A2",2
"180","Cryphonectria hypovirus 1",2
"184","Cucurbit aphid-borne yellows virus",2
"190","Cutavirus",2
"196","Deer tick virus",2
"199","Dengue virus",2
"211","Dobrava-Belgrade orthohantavirus",2
"212","Dolphin morbillivirus",2
"218","East Asian passiflora distortion virus",2
"220","Echovirus E30",2
"238","Equine hepacivirus",2
"255","Feline coronavirus",2
"256","Feline immunodeficiency virus",2
"258","Felis catus gammaherpesvirus 1",2
"263","Foot-and-mouth disease virus - type O",2
"266","Fowl adenovirus 8b",2
"276","Gamboa virus",2
"277","Gammacoronavirus sp.",2
"288","Grapevine leafroll-associated virus 3",2
"292","Grapevine rupestris stem pitting-associated virus",2
"294","Grapevine Syrah virus 1",2
"313","Hepatovirus A",2
"328","Human alphaherpesvirus 3",2
"335","Human bocavirus",2
"336","Human bocavirus 1",2
"345","Human gammaherpesvirus 4",2
"346","Human hepatitis A virus",2
"354","Human mastadenovirus E",2
"361","Human parechovirus 3",2
"364","Human poliovirus 2",2
"365","Human polyomavirus 1",2
"368","Human respiratory syncytial virus B",2
"369","Human respirovirus 1",2
"384","Infectious pancreatic necrosis virus",2
"409","Japanese encephalitis virus",2
"411","Jerboa hantavirus",2
"436","Lloviu cuevavirus",2
"450","Marmot picobirnavirus",2
"456","Middle East respiratory syndrome-related coronavirus",2
"466","Mumps virus genotype G",2
"478","Nipah henipavirus",2
"479","Norovirus GI",2
"483","Norovirus GIII",2
"500","Ovine picobirnavirus",2
"533","Piscine orthoreovirus 3",2
"538","Ponticelli virus",2
"555","Potato virus S",2
"562","Prunus virus F",2
"571","Rabbit hemorrhagic disease virus",2
"574","Ramie yellow mosaic virus",2
"595","Rotavirus B",2
"597","Rotavirus G12",2
"599","Sacbrood virus",2
"618","Senecavirus A",2
"628","Simian immunodeficiency virus",2
"629","Sindbis virus",2
"631","Small ruminant lentivirus",2
"632","Small ruminant morbillivirus",2
"638","Soybean yellow mottle mosaic virus",2
"651","Sugarcane mosaic virus",2
"661","Swine hepatitis E virus",2
"663","Taro bacilliform virus",2
"679","Tomato leaf curl New Delhi virus",2
"687","Tomato yellow leaf curl virus",2
"697","Turnip mosaic virus",2
"706","Vaccinia virus",2
"709","Vesicular stomatitis New Jersey virus",2
"721","White spot syndrome virus",2
"1","229E-related bat coronavirus",1
"2","Abras virus",1
"3","Achaea faber nucleopolyhedrovirus",1
"4","Acinetobacter phage KARL-1",1
"6","Actinidia seed-borne latent virus",1
"7","Acute bee paralysis virus",1
"8","Aedes aegypti anphevirus",1
"10","Aedes flavivirus",1
"12","Akabane virus",1
"13","Akhmeta virus",1
"14","Akodon montensis polyomavirus",1
"15","Alagoas vesiculovirus",1
"16","Aleutian mink disease virus",1
"17","Alfalfa dwarf cytorhabdovirus",1
"19","Alphamesonivirus 1",1
"20","Alpinia oxyphylla mosaic virus",1
"21","Alstroemeria yellow spot virus",1
"22","Alternanthera yellow vein virus",1
"23","Andrena haemorrhoa nege-like virus",1
"24","Apeu virus",1
"25","Aphid lethal paralysis virus",1
"26","Apple luteovirus 1",1
"27","Areca palm necrotic ringspot virus",1
"28","Areca palm necrotic spindle-spot virus",1
"29","Arracacha virus 1",1
"30","Aspergillus fumigatus mitovirus 1",1
"31","Astrovirus sp.",1
"32","Athtab bunya-like virus",1
"34","Atypical porcine pestivirus 1",1
"35","Aura virus",1
"38","Avian HDV-like agent",1
"39","Avian hepatitis E virus",1
"40","Avian leukosis virus",1
"41","Avian nephritis virus",1
"43","Avian paramyxovirus 17",1
"44","Avipoxvirus clade C",1
"45","Avipoxvirus sp.",1
"46","Bacteriophage T5-like chee24",1
"47","Bacteroides phage ATCC 700786-B1",1
"48","Bagaza virus",1
"49","Baiomys poxvirus",1
"50","Ball python nidovirus 1",1
"52","Barley mild mosaic virus",1
"53","Barley yellow dwarf virus PAS",1
"54","Bat astrovirus",1
"56","Bat coronavirus GCCDC1",1
"57","Bat hepadnavirus",1
"58","Bat herpesvirus",1
"60","Bat paramyxovirus",1
"62","Bean common mosaic virus",1
"63","Beet chlorosis virus",1
"64","Beet curly top virus",1
"65","Beet mosaic virus",1
"68","Berne virus",1
"69","Beta vulgaris mitovirus 1",1
"70","Betacoronavirus sp.",1
"71","Betanodavirus sp.",1
"72","Big Sioux River virus",1
"73","Birch leaf roll-associated virus",1
"74","Black currant nucleorhabdovirus 1",1
"75","Black queen cell virus",1
"76","Blackberry virus A",1
"77","Blackbird arilivirus",1
"78","Blackcurrant-associated closterovirus 1",1
"79","Blackcurrant leafroll-associated virus 1",1
"80","Blechmonas luni leishbunyavirus 1",1
"81","Bloomfield virus",1
"83","Bo-Circo-like virus CH",1
"84","Bocaparvovirus sp.",1
"85","Bole Tick Virus 3",1
"86","Bombali ebolavirus",1
"87","Bosavirus sp.",1
"88","Botrytis cinerea hypovirus 1",1
"89","Botrytis cinerea mymonavirus 1",1
"90","Botrytis virus F",1
"91","Bovine alphaherpesvirus 1",1
"92","Bovine astrovirus",1
"94","Bovine gammaherpesvirus 4",1
"96","Bovine kobuvirus",1
"98","Bovine nebovirus",1
"99","Bovine parvovirus 3",1
"103","Bubaline alphaherpesvirus 1",1
"104","Bufonid herpesvirus 1",1
"105","Cabbage leaf curl virus",1
"106","Cacatuid alphaherpesvirus 1",1
"107","Camellia chlorotic dwarf-associated virus",1
"108","Camelpox virus",1
"109","Canid alphaherpesvirus 1",1
"111","Canine bocavirus 2",1
"112","Canine circovirus",1
"113","Canine kobuvirus",1
"114","Canine mastadenovirus A",1
"119","Canine protoparvovirus",1
"120","Canine vesivirus",1
"121","Cape gooseberry ilarvirus 1",1
"122","Caprine arthritis encephalitis virus",1
"124","Capuchin monkey hepatitis B virus",1
"126","Carp sprivivirus",1
"127","Cassava common mosaic virus",1
"128","Cat Que virus",1
"129","Cattle blood-associated circovirus-like virus",1
"130","Cattle plasma-associated gemycircularvirus",1
"131","Celery mosaic virus",1
"132","Cetacean morbillivirus",1
"134","Chelonia mydas papillomavirus 1",1
"135","Cherry virus A",1
"136","Cherry virus F",1
"137","Cherry virus Trakiya",1
"139","Chicken picobirnavirus",1
"141","Chilli veinal mottle virus",1
"142","Chrysanthemum virus R",1
"143","Circoviridae TaCV1",1
"144","Cistus incanus RNA virus 1",1
"145","Citrus chlorotic spot virus",1
"146","Citrus concave gum-associated virus",1
"148","Citrus leprosis virus C2",1
"149","Citrus tristeza virus",1
"150","Citrus yellow vein clearing virus",1
"152","Clerodendrum chlorotic spot virus",1
"153","Clostridioides phage LIBA6276",1
"154","Clostridium phage CPS2",1
"155","Cluster bean endornavirus 1",1
"156","Cocksfoot mottle virus",1
"157","Coconut foliar decay alphasatellite 1",1
"158","Colobanthus quitensis associated barnavirus 1",1
"159","Columbid circovirus",1
"160","Cosavirus D",1
"161","Cotesia congregata bracovirus",1
"162","Cotton leaf curl Gezira alphasatellite",1
"163","Cotton leaf curl Multan betasatellite",1
"164","Cowpea mild mottle virus",1
"165","Cowpox virus",1
"166","Coxsackievirus A10",1
"167","Coxsackievirus A11",1
"170","Coxsackievirus A24",1
"171","Coxsackievirus A5",1
"173","Coxsackievirus B1",1
"174","Coxsackievirus B3",1
"177","Crithidia G15 virus",1
"178","Croton golden mosaic virus",1
"179","Crowned lemur adenovirus",1
"181","Cryptophlebia peltastica nucleopolyhedrovirus",1
"182","Cucumber mosaic virus",1
"183","Cucumber mosaic virus RNA3",1
"185","Culex flavivirus",1
"186","Culex picorna-like virus 1",1
"187","Culex pipiens associated Tunisia virus",1
"188","Culex rhabdovirus",1
"189","Curvibacter phage P26059A",1
"191","Cymbidium mosaic virus",1
"192","Cyprinid herpesvirus 1",1
"193","Cyprinid herpesvirus 3",1
"194","Darwin bee virus 5",1
"195","Dasheen mosaic virus",1
"197","Deformed wing virus",1
"198","Deltapapillomavirus 4",1
"202","Dengue virus 3",1
"204","Dependoparvovirus sp.",1
"205","Dickeya phage vB_DsoM_JA11",1
"206","Didelphis aurita hepatitis A virus",1
"207","Dikerogammarus haemobaphes bi-facies-like virus",1
"208","Dillard's Draw virus",1
"209","Dioscorea bacilliform RT virus",1
"210","Dishui lake phycodnavirus 1",1
"213","Dragonfly associated cyclovirus",1
"214","Drosophila C virus",1
"215","Drosophila innubila nudivirus",1
"216","Duck circovirus",1
"217","Duck Tembusu virus",1
"219","Eastern equine encephalitis virus",1
"221","Elderberry aureusvirus 1",1
"222","Emydoidea herpesvirus 1",1
"223","Enterobacteria phage phi92",1
"225","Enterovirus A90",1
"226","Enterovirus B74",1
"227","Enterovirus C",1
"228","Enterovirus C109",1
"229","Enterovirus C96",1
"230","Enterovirus D68",1
"231","Enterovirus G",1
"232","Epinephelus coioides nervous necrosis virus",1
"233","Epizootic hemorrhagic disease virus 6",1
"234","Eptesicus fuscus gammaherpesvirus",1
"236","Equid alphaherpesvirus 8",1
"237","Equine encephalosis virus",1
"239","Equine parvovirus H",1
"240","Equine rotavirus A",1
"241","Erwinia phage vB_EamM_Y3",1
"242","Erysiphe necator mitovirus 1",1
"243","Escherichia phage ArgO145",1
"244","Escherichia phage B2",1
"245","Escherichia phage C130_2",1
"246","Escherichia phage vB_EcoM-fFiEco06",1
"247","Escherichia phage vB_EcoS Sa179lw",1
"248","Escherichia virus phiX174",1
"249","European bat 1 lyssavirus",1
"250","European bat 2 lyssavirus",1
"251","Falcon coronavirus UAE-HKU27",1
"252","Felid alphaherpesvirus 1",1
"253","Feline bocavirus",1
"254","Feline calicivirus",1
"257","Feline kobuvirus",1
"259","Fig mild mottle-associated virus",1
"260","Fig mosaic emaravirus",1
"261","Flanders hapavirus",1
"264","Foot-and-mouth disease virus - type SAT 1",1
"265","Fowl adenovirus",1
"267","Fowl aviadenovirus 4",1
"268","Fowl aviadenovirus C",1
"269","Fowl aviadenovirus D",1
"271","Fuefuki virus",1
"272","Fusarium asiaticum victorivirus 1",1
"273","Fusarium graminearum negative-stranded RNA virus 1",1
"274","Gallid alphaherpesvirus 1",1
"278","Gigaspora margarita mitovirus 1",1
"279","Gluconobacter phage GC1",1
"280","Golden mandarin fish iridovirus",1
"281","Gomphocarpus mosaic virus",1
"283","Grapevine associated tymo-like virus",1
"284","Grapevine asteroid mosaic associated virus",1
"285","Grapevine chrome mosaic virus",1
"286","Grapevine fanleaf virus",1
"291","Grapevine Red Globe virus",1
"293","Grapevine rupestris vein feathering virus",1
"295","Grapevine virus B",1
"296","Grapevine virus G",1
"297","Grapevine virus T",1
"298","Groundnut ringspot virus",1
"299","Gyrovirus 10",1
"300","Haloarcula hispanica pleomorphic virus 4",1
"301","Hamiltonella virus APSE1",1
"302","Hantaan orthohantavirus",1
"303","Hedgehog herpesvirus",1
"304","Heliothis virescens ascovirus 3i",1
"307","Hepatitis C virus subtype 1a",1
"308","Hepatitis C virus subtype 2a",1
"309","Hepatitis C virus subtype 2b",1
"312","Hepatitis E virus type 3",1
"314","Hepatovirus sp.",1
"315","Heterobasidion partitivirus 20",1
"316","Hibiscus-infecting cilevirus",1
"317","Horsepox virus",1
"318","Howler monkey adenovirus 1",1
"319","Hubei picorna-like virus 55",1
"320","Human adenovirus 1",1
"321","Human adenovirus 21",1
"322","Human adenovirus 31",1
"323","Human adenovirus 41",1
"324","Human adenovirus 57",1
"325","Human adenovirus D8",1
"327","Human alphaherpesvirus 2",1
"329","Human astrovirus",1
"330","Human astrovirus 1",1
"331","Human betaherpesvirus 5",1
"332","Human betaherpesvirus 6A",1
