"","Var1","Freq"
"295","Human immunodeficiency virus 1",177
"246","Hepacivirus C",53
"247","Hepatitis B virus",39
"252","Hepatitis E virus",19
"554","Rabies lyssavirus",17
"36","Avian avulavirus 1",11
"148","Cucumber mosaic virus",11
"254","Hepatovirus A",11
"281","Human betaherpesvirus 5",11
"714","West Nile virus",11
"115","Citrus tristeza virus",9
"609","Simian immunodeficiency virus",9
"117","Classical swine fever virus",8
"298","Human metapneumovirus",8
"337","Infectious bronchitis virus",8
"338","Infectious bursal disease virus",8
"160","Dengue virus 3",7
"299","Human orthopneumovirus",7
"326","Human rotavirus A",7
"330","Human T-cell leukemia virus type I",7
"339","Infectious hematopoietic necrosis virus",7
"60","Beet necrotic yellow vein virus",6
"79","Bovine viral diarrhea virus 1",6
"289","Human coronavirus NL63",6
"293","Human gammaherpesvirus 8",6
"296","Human immunodeficiency virus 2",6
"406","JC polyomavirus",6
"440","Measles morbillivirus",6
"651","Taura syndrome virus",6
"94","Canine morbillivirus",5
"144","Crimean-Congo hemorrhagic fever orthonairovirus",5
"318","Human poliovirus 1",5
"526","Plum pox virus",5
"13","African swine fever virus",4
"154","Cyprinid herpesvirus 3",4
"159","Dengue virus 2",4
"170","Echovirus E30",4
"185","Enterovirus A71",4
"251","Hepatitis delta virus",4
"292","Human gammaherpesvirus 4",4
"464","Murine hepatitis virus",4
"531","Porcine circovirus 2",4
"533","Porcine reproductive and respiratory syndrome virus",4
"535","Porcine rotavirus A",4
"670","Tomato spotted wilt orthotospovirus",4
"704","Vaccinia virus",4
"38","Avian metapneumovirus",3
"45","Banana bunchy top virus",3
"77","Bovine leukemia virus",3
"95","Canine parvovirus",3
"102","Chandipura virus",3
"139","Coxsackievirus A24",3
"163","Dobrava-Belgrade orthohantavirus",3
"191","Equid alphaherpesvirus 1",3
"194","Equine infectious anemia virus",3
"208","Feline immunodeficiency virus",3
"214","Foot-and-mouth disease virus - type O",3
"218","GB virus C",3
"227","Grapevine fanleaf virus",3
"228","Grapevine leafroll-associated virus 1",3
"250","Hepatitis C virus subtype 6k",3
"269","Human adenovirus 7",3
"331","Human T-lymphotropic virus 2",3
"403","Iris yellow spot virus",3
"405","Japanese encephalitis virus",3
"453","Monkeypox virus",3
"465","Murine leukemia virus",3
"502","Orf virus",3
"518","Pepper mild mottle virus",3
"558","Red seabream iridovirus",3
"567","Rotavirus A",3
"569","Rotavirus G9",3
"612","Simian T-lymphotropic virus 1",3
"722","Yellow fever virus",3
"7","Acipenserid herpesvirus 2",2
"15","Agrotis segetum nucleopolyhedrovirus A",2
"16","Aids-associated retrovirus",2
"17","Alkhumra hemorrhagic fever virus",2
"28","Apple mosaic virus",2
"56","Bean common mosaic virus",2
"67","Bohle iridovirus",2
"72","Bougainvillea chlorotic vein banding virus",2
"88","Cacao swollen shoot virus",2
"104","Cherry necrotic rusty mottle virus",2
"106","Chikungunya virus",2
"122","Colombian datura virus",2
"126","Cotton leaf curl Bangalore virus",2
"127","Cotton leaf curl Gezira betasatellite",2
"133","Cowpox virus",2
"134","Coxsackievirus A10",2
"143","Coxsackievirus B3",2
"146","Cryphonectria hypovirus 4",2
"149","Cucumber vein yellowing virus",2
"161","Dengue virus 4",2
"164","Dolphin morbillivirus",2
"171","Echovirus E6",2
"180","Enterobacteria phage K1F",2
"205","Felid alphaherpesvirus 1",2
"207","Feline coronavirus",2
"210","Fibropapilloma-associated turtle herpesvirus",2
"216","Fragaria chiloensis latent virus",2
"219","Gentian mosaic virus",2
"230","Grapevine leafroll-associated virus 3",2
"231","Grapevine rupestris stem pitting-associated virus",2
"248","Hepatitis C virus subtype 1b",2
"267","Human adenovirus 41",2
"271","Human adenovirus B3",2
"275","Human adenovirus E4",2
"277","Human alphaherpesvirus 1",2
"282","Human betaherpesvirus 6B",2
"283","Human bocavirus",2
"288","Human coronavirus HKU1",2
"290","Human coronavirus OC43",2
"291","Human enterovirus sp. ex Amblyomma americanum",2
"304","Human papillomavirus type 18",2
"316","Human parvovirus B19",2
"325","Human rotavirus",2
"327","Human rotavirus B",2
