"","Var1","Freq"
"314","Human immunodeficiency virus 1",198
"269","Hepacivirus C",44
"270","Hepatitis B virus",39
"284","Hepatitis E virus",22
"647","Rabies lyssavirus",21
"286","Hepatovirus A",20
"346","Human rotavirus A",20
"499","Measles morbillivirus",15
"28","Avian avulavirus 1",14
"359","Infectious bursal disease virus",14
"147","Cucumber mosaic virus",13
"304","Human bocavirus",12
"358","Infectious bronchitis virus",12
"621","Porcine reproductive and respiratory syndrome virus",11
"303","Human betaherpesvirus 5",10
"318","Human metapneumovirus",10
"243","Gallid alphaherpesvirus 2",9
"616","Porcine circovirus 2",9
"672","Rotavirus A",9
"703","Simian immunodeficiency virus",9
"773","Tomato yellow leaf curl virus",9
"806","West Nile virus",9
"117","Chikungunya virus",8
"313","Human gammaherpesvirus 8",8
"682","Salmon isavirus",8
"18","Antheraea pernyi nucleopolyhedrovirus",7
"101","Canine morbillivirus",7
"234","Foot-and-mouth disease virus - type O",7
"747","Tick-borne encephalitis virus",7
"789","Turnip mosaic virus",7
"111","Carp sprivivirus",6
"163","Dengue virus 3",6
"195","Enterovirus A71",6
"291","Human adenovirus 41",6
"315","Human immunodeficiency virus 2",6
"352","Human T-cell leukemia virus type I",6
"454","Japanese encephalitis virus",6
"707","Small ruminant lentivirus",6
"796","Vaccinia virus",6
"822","Zucchini yellow mosaic virus",6
"22","Apple chlorotic leaf spot virus",5
"57","Beet necrotic yellow vein virus",5
"82","Bovine leukemia virus",5
"126","Classical swine fever virus",5
"139","Coxsackievirus A24",5
"162","Dengue virus 2",5
"179","Echovirus E30",5
"226","Feline immunodeficiency virus",5
"312","Human gammaherpesvirus 4",5
"513","Mumps rubulavirus",5
"643","Puumala orthohantavirus",5
"646","Rabbit hemorrhagic disease virus",5
"665","Rice gall dwarf virus",5
"32","Avian orthoreovirus",4
"66","Bluetongue virus",4
"151","Cucurbit yellow stunting disorder virus",4
"209","Equine arteritis virus",4
"211","Equine infectious anemia virus",4
"231","Foot-and-mouth disease virus - type A",4
"252","Grapevine fanleaf virus",4
"274","Hepatitis C virus subtype 1a",4
"275","Hepatitis C virus subtype 1b",4
"297","Human alphaherpesvirus 1",4
"306","Human coronavirus NL63",4
"324","Human papillomavirus type 16",4
"333","Human parvovirus B19",4
"335","Human poliovirus 1",4
"338","Human polyomavirus 1",4
"450","Iris yellow spot virus",4
"475","Lymphocytic choriomeningitis mammarenavirus",4
"514","Murid betaherpesvirus 1",4
"594","Papaya ringspot virus",4
"614","Plum pox virus",4
"29","Avian hepatitis E virus",3
"50","Bean pod mottle virus",3
"89","Bovine rotavirus A",3
"90","Bovine torovirus",3
"100","Canine coronavirus",3
"102","Canine parvovirus",3
"115","Chicken anemia virus",3
"118","Chilli leaf curl virus",3
"125","Citrus tristeza virus",3
"137","Coxsackievirus A16",3
"141","Coxsackievirus B3",3
"157","Cyprinid herpesvirus 3",3
"197","Enterovirus B",3
"207","Equid alphaherpesvirus 1",3
"218","European bat 1 lyssavirus",3
"235","Foot-and-mouth disease virus - type SAT 1",3
"256","Groundnut bud necrosis virus",3
