"","Var1","Freq"
"507","Human immunodeficiency virus 1",156
"465","Hepatitis B virus",45
"471","Hepatitis E virus",43
"1004","Rotavirus A",35
"60","Avian avulavirus 1",28
"464","Hepacivirus C",28
"538","Human rotavirus A",27
"216","Chikungunya virus",23
"942","Porcine reproductive and respiratory syndrome virus",22
"978","Rabies lyssavirus",21
"934","Porcine epidemic diarrhea virus",20
"929","Porcine circovirus 2",19
"544","Infectious bronchitis virus",16
"338","Enterovirus D68",15
"290","Dengue virus 1",14
"781","Middle East respiratory syndrome-related coronavirus",14
"332","Enterovirus A71",13
"512","Human orthopneumovirus",13
"289","Dengue virus",12
"291","Dengue virus 2",12
"1142","Tomato spotted wilt orthotospovirus",12
"976","Rabbit hemorrhagic disease virus",11
"188","Canine morbillivirus",10
"269","Cucumber mosaic virus",10
"1192","West Nile virus",10
"1209","Zaire ebolavirus",10
"163","Bovine viral diarrhea virus 1",9
"234","Classical swine fever virus",9
"1061","Simian immunodeficiency virus",9
"68","Avian orthoreovirus",8
"264","Crimean-Congo hemorrhagic fever orthonairovirus",8
"393","Foot-and-mouth disease virus - type O",8
"539","Human rotavirus C",8
"1134","Tomato chlorosis virus",8
"110","Beak and feather disease virus",7
"255","Coxsackievirus A6",7
"292","Dengue virus 3",7
"501","Human gammaherpesvirus 4",7
"516","Human papillomavirus type 16",7
"825","Norovirus GII",7
"931","Porcine deltacoronavirus",7
"1048","Severe fever with thrombocytopenia virus",7
"1072","Small ruminant morbillivirus",7
"391","Foot-and-mouth disease virus - type A",6
"475","Hepatovirus A",6
"490","Human alphaherpesvirus 1",6
"493","Human betaherpesvirus 5",6
"506","Human immunodeficiency virus",6
"540","Human T-cell leukemia virus type I",6
"545","Infectious bursal disease virus",6
"693","Japanese encephalitis virus",6
"748","Mamastrovirus 1",6
"826","Norovirus GII.17",6
"1211","Zika virus",6
"18","African swine fever virus",5
"23","Aleutian mink disease virus",5
"132","Bluetongue virus",5
"189","Canine parvovirus",5
"491","Human alphaherpesvirus 2",5
"526","Human poliovirus 1",5
"531","Human respiratory syncytial virus A",5
"868","Orf virus",5
"945","Porcine rotavirus C",5
"1098","Sugarcane mosaic virus",5
"1100","Suid alphaherpesvirus 1",5
"1136","Tomato chlorotic spot virus",5
"1181","Vaccinia virus",5
"1215","Zucchini yellow mosaic virus",5
"111","Bean common mosaic virus",4
"146","Bovine astrovirus",4
"268","Cucumber green mottle mosaic virus",4
"315","Eastern equine encephalitis virus",4
"341","Equid alphaherpesvirus 1",4
"380","Feline immunodeficiency virus",4
"473","Hepatitis E virus type 3",4
"489","Human adenovirus 7",4
"492","Human alphaherpesvirus 3",4
"537","Human rhinovirus sp.",4
"706","Koala retrovirus",4
"731","Little cherry virus 1",4
"738","Lymantria dispar multiple nucleopolyhedrovirus",4
"767","Mayaro virus",4
"790","Mumps rubulavirus",4
"827","Norovirus GII.4",4
"869","Oropouche virus",4
"905","Pepper vein yellows virus",4
"922","Plantago asiatica mosaic virus",4
"944","Porcine rotavirus A",4
"951","Potato virus Y",4
"974","Puumala orthohantavirus",4
"989","Rhinovirus A",4
"1017","Saffold virus",4
"1059","Simian foamy virus",4
"1120","Testudinid herpesvirus 3",4
"1126","Tick-borne encephalitis virus",4
"1130","Tobacco rattle virus",4
"1139","Tomato leaf curl New Delhi virus",4
"1154","Toscana virus",4
"1165","Turnip mosaic virus",4
"1174","uncultured phage",4
"1188","Viral hemorrhagic septicemia virus",4
"15","African horse sickness virus",3
"16","African horse sickness virus 1",3
"27","Alfalfa mosaic virus",3
"62","Avian coronavirus",3
"118","Beet necrotic yellow vein virus",3
"148","Bovine coronavirus",3
"198","Carnation mottle virus",3
"204","Cauliflower mosaic virus",3
"215","Chickpea chlorotic dwarf virus",3
"248","Cowpea aphid-borne mosaic virus",3
"250","Cowpox virus",3
"286","Decapod penstyldensovirus 1",3
"287","Deformed wing virus",3
"316","Echovirus E11",3
"319","Echovirus E25",3
"349","Equine rotavirus A",3
"386","Felis catus gammaherpesvirus 1",3
"435","Grapevine leafroll-associated virus 1",3
"467","Hepatitis C virus subtype 1a",3
"502","Human gammaherpesvirus 8",3
"513","Human papillomavirus",3
"521","Human parechovirus 3",3
"528","Human polyomavirus 1",3
"751","Mammalian orthoreovirus",3
"753","Mammalian orthoreovirus 3",3
"754","Mammalian rubulavirus 5",3
"810","Necocli virus",3
"822","Norovirus GI",3
"871","Ostreid herpesvirus 1",3
"901","Penaeid shrimp infectious myonecrosis virus",3
"921","Piscine orthoreovirus",3
"936","Porcine kobuvirus",3
"972","Pteropine orthoreovirus",3
"990","Rhinovirus C",3
"1011","Rubella virus",3
"1019","Saint Louis encephalitis virus",3
"1023","Salmon pancreas disease virus",3
"1044","Senecavirus A",3
"1066","Sindbis virus",3
"1071","Small ruminant lentivirus",3
"1117","Tembusu virus",3
"1131","Tobacco ringspot virus",3
"1133","Tomato black ring virus",3
"1155","Trailing lespedeza virus 1",3
"1157","Triatoma virus",3
"1198","Wolbachia phage WO",3
"14","Aedes flavivirus",2
"45","Artichoke latent virus",2
"63","Avian hepatitis E virus",2
"92","Banana bunchy top virus",2
"93","Banana streak MY virus",2
"99","Bat coronavirus",2
"112","Bean yellow mosaic virus",2
"116","Beauveria bassiana RNA virus 1",2
"117","Bee Macula-like virus",2
"122","Beluga whale herpesvirus",2
"130","Blueberry mosaic associated virus",2
"133","Bluetongue virus 1",2
"141","Border disease virus",2
"144","Bourbon virus",2
"151","Bovine gammaherpesvirus 4",2
"152","Bovine hepacivirus",2
"153","Bovine leukemia virus",2
"160","Bovine respirovirus 3",2
"164","Bovine viral diarrhea virus 2",2
"165","Bovine viral diarrhea virus type 1b",2
"177","Cache Valley virus",2
"181","Camelpox virus",2
"190","Canine parvovirus 2a",2
"192","Canna yellow mottle virus",2
"201","Cassava common mosaic virus",2
"211","Chicken anemia virus",2
"233","Citrus tristeza virus",2
"247","Cotton leafroll dwarf virus",2
"251","Coxsackievirus A16",2
"256","Coxsackievirus A8",2
"259","Coxsackievirus B2",2
"270","Cucurbit aphid-borne yellows virus",2
"271","Cucurbit chlorotic yellows virus",2
"279","Cyprinid herpesvirus 3",2
"280","Dahlia mosaic virus",2
"293","Dengue virus 4",2
"299","Dobrava-Belgrade orthohantavirus",2
"320","Echovirus E30",2
"334","Enterovirus B",2
"336","Enterovirus C",2
"346","Equine coronavirus",2
"347","Equine hepacivirus",2
"379","Feline coronavirus",2
"381","Feline kobuvirus",2
"382","Feline leukemia virus",2
"383","Feline morbillivirus",2
"388","Fig mosaic emaravirus",2
"392","Foot-and-mouth disease virus - type Asia 1",2
"394","Foot-and-mouth disease virus - type SAT 1",2
"395","Foot-and-mouth disease virus - type SAT 2",2
"396","Foot-and-mouth disease virus - type SAT 3",2
"407","Gairo mammarenavirus",2
"411","Garlic virus A",2
"421","Goatpox virus",2
"424","Goose parvovirus",2
"430","Grapevine Cabernet Sauvignon reovirus",2
"436","Grapevine leafroll-associated virus 3",2
"437","Grapevine leafroll-associated virus 4",2
"441","Grapevine Roditis leaf discoloration-associated virus",2
"442","Grapevine rupestris stem pitting-associated virus",2
"443","Grapevine Syrah virus 1",2
"455","Hantaan orthohantavirus",2
"459","Helicoverpa armigera nucleopolyhedrovirus",2
