"","Var1","Freq"
"207","Human immunodeficiency virus 1",3545
"206","Human gammaherpesvirus 8",1067
"126","Enterovirus A71",433
"178","Hepacivirus C",377
"477","Torque teno virus",363
"160","GB virus C",296
"205","Human gammaherpesvirus 4",247
"185","Hepatitis E virus",217
"179","Hepatitis B virus",213
"180","Hepatitis B virus subtype adr",182
"104","Dengue virus 2",177
"235","Human T-cell leukemia virus type I",153
"316","Measles morbillivirus",152
"182","Hepatitis C virus subtype 1b",147
"16","Avian avulavirus 1",145
"122","Enterobacteria phage VT1-Sakai",120
"123","Enterobacteria phage VT2-Sakai",120
"278","Japanese encephalitis virus",118
"321","Multiple sclerosis associated retrovirus element",110
"69","Canine morbillivirus",108
"84","Classical swine fever virus",105
"371","Porcine reproductive and respiratory syndrome virus",98
"422","Simian immunodeficiency virus",93
"339","Norwalk-like virus",92
"448","Tick-borne encephalitis virus",92
"494","West Nile virus",88
"430","Spodoptera exigua multiple nucleopolyhedrovirus",87
"398","Rift Valley fever virus",85
"148","Foot-and-mouth disease virus - type O",84
"280","JC polyomavirus",75
"83","Citrus tristeza virus",73
"237","Human T-lymphotropic virus 2",73
"295","Lassa mammarenavirus",72
"242","Infectious bronchitis virus",71
"198","Human betaherpesvirus 5",70
"304","Macacine gammaherpesvirus 4",67
"208","Human immunodeficiency virus 2",66
"363","Porcine circovirus 2",61
"245","Influenza A virus (A/chicken/Hong Kong/G9/1997(H9N2))",60
"384","Rabies lyssavirus",57
"337","Norovirus isolates",56
"489","Vibrio virus CTXphi",55
"35","Bluetongue virus",51
"243","Infectious bursal disease virus",47
"442","Suid alphaherpesvirus 1",47
"167","Guanarito mammarenavirus",45
"177","Helicoverpa armigera nucleopolyhedrovirus",45
"221","Human poliovirus 1",45
"246","Influenza A virus (A/chicken/Italy/312/1997(H5N2))",45
"247","Influenza A virus (A/chicken/Italy/367/97(H5N2))",45
"30","Beet mild yellowing virus",42
"146","Foot-and-mouth disease virus - type A",42
"277","Jaagsiekte sheep retrovirus",42
"174","Hantavirus Z10",41
"330","Myxoma virus",39
"495","Western equine encephalitis virus",38
"300","Macaca mulatta polyomavirus 1",37
"36","Bluetongue virus 1",36
"37","Bluetongue virus 3",36
"147","Foot-and-mouth disease virus - type Asia 1",36
"194","Human alphaherpesvirus 3",36
"322","Mumps rubulavirus",36
"357","Pilot whale morbillivirus",36
"103","Dengue virus 1",35
"222","Human polyomavirus 1",34
"224","Human rotavirus A",34
"214","Human papillomavirus type 16",33
"85","Colorado tick fever virus",32
"113","Echovirus E30",32
"169","Hantaan orthohantavirus",32
"239","Hyphantria cunea nucleopolyhedrovirus",32
"42","Borna disease virus 1",31
"20","Avian orthoreovirus",30
"112","Eastern equine encephalitis virus",30
"210","Human orthopneumovirus",29
"40","Bombyx mori nucleopolyhedrovirus",28
"55","Bovine orthopneumovirus",28
"87","Cotton leaf curl Gezira virus",28
"136","Equine infectious anemia virus",28
"294","Lactococcus virus c2",28
"373","Porcine rotavirus",28
"387","Rana temporaria United Kingdom iridovirus 1",28
"432","Spodoptera litura nucleopolyhedrovirus",28
"226","Human rotavirus B strain CAL-1",26
"394","Ribgrass mosaic virus",25
"29","Bean yellow mosaic virus",24
"348","Papiine gammaherpesvirus 1",24
"81","Chlorella virus",23
"468","Tomato spotted wilt orthotospovirus",23
"95","Cucumber mosaic virus",22
"175","Hantavirus Z37",22
"4","African cassava mosaic virus-Uganda Mild",21
"151","Foot-and-mouth disease virus A22/India/17/77",21
"204","Human calicivirus strain Hu/SLV/Stockholm/318/97/SE",21
"234","Human spumaretrovirus",21
"250","Influenza A virus (A/Chicken/Korea/MS96/96(H9N2))",21
"325","Murine hepatitis virus",21
"362","Porcine circovirus",21
"376","Potato virus Y",21
"392","Rhesus monkey rhadinovirus H26-95",21
"401","Rio Mamore hantavirus",21
"402","Roseobacter virus SIO1",21
"45","Bovine alphaherpesvirus 2",20
"165","Groundnut rosette assistor virus",20
"415","Seoulvirus Gou3",20
"64","Broad bean wilt virus 2",19
"311","Mammalian orthoreovirus 1",18
"500","Yellow fever virus",18
"192","Human alphaherpesvirus 1",17
"44","Bovine alphaherpesvirus 1",16
"73","Carnation mottle virus",16
"130","Epiphyas postvittana nucleopolyhedrovirus",16
"159","Gallid alphaherpesvirus 2",16
"8","Alphavirus M1",15
"21","Banana bunchy top virus",15
"47","Bovine calicivirus",15
"52","Bovine gammaherpesvirus 4",15
"75","Cauliflower mosaic virus",15
"77","Chayote mosaic virus",15
"80","Chimeric human parainfluenza virus rPIV3-2",15
"94","Cryphonectria hypovirus 3",15
"115","Ectocarpus siliculosus virus 1",15
"127","Enterovirus CX1",15
"131","Epizootic hemorrhagic disease of deer virus",15
"133","Equid alphaherpesvirus 3",15
"135","Equine arteritis virus",15
"139","Escherichia virus P1",15
"155","Fowlpox virus",15
"161","GBV-A-like agents",15
"164","Groundnut ringspot virus",15
"199","Human betaherpesvirus 6B",15
"200","Human betaherpesvirus 7",15
"215","Human papillomavirus type 58",15
"228","Human rotavirus G1P6",15
"229","Human rotavirus G2P4",15
"233","Human rubulavirus 2",15
"252","Influenza A virus (A/chicken/Taiwan/7-5/99(H6N1))",15
"253","Influenza A virus (A/Dunedin/4/73(H3N2))",15
"276","Iris yellow spot virus",15
"284","Kunjin virus",15
"306","Macropodid alphaherpesvirus 1",15
"335","Nipah henipavirus",15
"342","Orangutan hepadnavirus",15
"367","Porcine enteric sapovirus",15
"399","Rinderpest morbillivirus",15
"421","Simian hemorrhagic fever virus",15
