"","Var1","Freq"
"297","Human immunodeficiency virus 1",5297
"27","Avian avulavirus 1",744
"242","Hepacivirus C",666
"243","Hepatitis B virus",428
"143","Crimean-Congo hemorrhagic fever orthonairovirus",316
"572","Simian immunodeficiency virus",314
"153","Dengue virus 3",289
"273","Human betaherpesvirus 5",250
"424","Measles morbillivirus",240
"309","Human poliovirus 1",237
"518","Rabies lyssavirus",214
"310","Human poliovirus 2",190
"64","Bombyx mori nucleopolyhedrovirus",186
"177","Enterovirus A71",170
"204","Foot-and-mouth disease virus - type O",160
"80","Bovine leukemia virus",145
"324","Infectious bursal disease virus",138
"440","Mycobacterium virus Che8",136
"441","Mycobacterium virus Omega",136
"571","Simian foamy virus",132
"672","West Nile virus",126
"616","Tick-borne encephalitis virus",120
"489","Porcine circovirus 2",117
"151","Dengue virus 1",111
"498","Porcine reproductive and respiratory syndrome virus",102
"323","Infectious bronchitis virus",99
"300","Human orthopneumovirus",95
"573","Simian immunodeficiency virus SIV-mnd 2",91
"644","Torque teno virus",88
"249","Hepatovirus A",76
"150","Dendrolimus punctatus cypovirus 1",74
"435","Mumps rubulavirus",74
"77","Bovine gammaherpesvirus 4",72
"116","Classical swine fever virus",72
"15","Andes orthohantavirus",70
"298","Human immunodeficiency virus 2",69
"529","Rice stripe tenuivirus",69
"447","Norwalk-like virus",68
"570","Simian-Human immunodeficiency virus",68
"442","Myxoma virus",64
"114","Citrus psorosis virus",62
"152","Dengue virus 2",62
"299","Human metapneumovirus",61
"460","Papaya ringspot virus",60
"154","Dengue virus 4",58
"302","Human papillomavirus type 16",58
"303","Human papillomavirus type 58",57
"452","Omsk hemorrhagic fever virus",57
"497","Porcine parvovirus",56
"163","Echovirus E33",55
"244","Hepatitis C virus subtype 1b",55
"416","Maize fine streak nucleorhabdovirus",55
"495","Porcine lymphotropic herpesvirus 2",55
"145","Cucumber mosaic virus",53
"97","Canine coronavirus",52
"402","Lettuce mosaic virus",52
"516","Puumala orthohantavirus",52
"19","Apple mosaic virus",51
"270","Human astrovirus",51
"607","Swine hepatitis E virus",50
"110","Choristoneura fumiferana granulovirus",49
"98","Canine minute virus",48
"199","Feline immunodeficiency virus",48
"605","Suid alphaherpesvirus 1",46
"29","Avian hepatitis E virus",45
"236","Hantaan virus KHB/HFRS/Pat#A3",45
"361","Influenza B virus (B/Argentina/69/2001)",45
"373","Influenza B virus (B/Sichuan/281/96)",45
"400","Lechiguanas virus",45
"565","Sheeppox virus 17077-99",45
"602","Sugarcane mosaic virus",45
"294","Human gammaherpesvirus 8",44
"535","Rotavirus G9",43
"59","Bluetongue virus",42
"413","Macacine alphaherpesvirus 1",40
"533","Rotavirus A",40
"684","Zucchini yellow mosaic virus",40
"503","Potato mop-top virus",39
"105","Chicken anemia virus",38
"561","SEN virus",38
"212","Gallid alphaherpesvirus 2",37
"381","Japanese encephalitis virus",37
"667","Vibrio virus CTXphi",37
"91","Burkholderia virus Bcep781",36
"550","Salmonella phage P22-pbi",36
"551","Salmonella virus P22",36
"613","Thetapapillomavirus 1",36
"202","Flanders hapavirus",32
"162","Echovirus E30",31
"218","GB virus C",31
"301","Human papillomavirus",31
"311","Human poliovirus 3",31
"449","Norwalk virus",31
"482","Phocine distemper virus 1",31
"11","Alcelaphine gammaherpesvirus 2",30
"86","Bovine viral diarrhea virus 1",30
"115","Citrus tristeza virus",30
"123","Corsican bluetongue virus",30
"316","Human rubulavirus 2",30
"420","Mamestra configurata nucleopolyhedrovirus A",30
"267","Human alphaherpesvirus 1",29
"566","Shigella virus Sf6",29
"658","Vaccinia virus",29
"248","Hepatitis E virus",28
"266","Human adenovirus E4",28
