"","Var1","Freq"
"655","Human immunodeficiency virus 1",17265
"2150","Venezuelan equine encephalitis virus",3945
"1859","Rotavirus A",2903
"578","Hepatitis B virus",2685
"1756","Porcine reproductive and respiratory syndrome virus",2662
"1499","Mycobacterium phage Tiger",2278
"577","Hepacivirus C",2144
"360","Dengue virus 2",1498
"64","Avian avulavirus 1",1402
"1945","Simian immunodeficiency virus",1384
"1815","Rabies lyssavirus",1270
"1506","Mycobacterium virus Dorothy",1225
"662","Human orthopneumovirus",1207
"1485","Mycobacteriophage ElTiger69",1081
"1486","Mycobacterium phage Aeneas",1035
"1488","Mycobacterium phage Ava3",1035
"1509","Mycobacterium virus Macncheese",1035
"678","Human papillomavirus type 58",1013
"1493","Mycobacterium phage ICleared",990
"92","Bacillus virus Curly",946
"1513","Mycobacterium virus Rebeuca",946
"359","Dengue virus 1",917
"688","Human poliovirus 2",915
"701","Human rotavirus A",893
"1837","Rhinovirus A",855
"637","Human coronavirus NL63",805
"1491","Mycobacterium phage Flux",780
"1503","Mycobacterium virus Astro",780
"588","Hepatitis E virus",764
"711","Infectious bronchitis virus",751
"431","Enterovirus A71",748
"1507","Mycobacterium virus Goose",741
"661","Human metapneumovirus",721
"209","Canine coronavirus",695
"2057","Tick-borne encephalitis virus",671
"1743","Porcine epidemic diarrhea virus",638
"653","Human herpesvirus 2 strain 186",595
"1498","Mycobacterium phage Taj",595
"362","Dengue virus 4",574
"654","Human immunodeficiency virus",558
"1739","Porcine circovirus 2",534
"1458","Monkeypox virus",489
"1496","Mycobacterium phage Sabertooth",465
"1838","Rhinovirus B",448
"658","Human mastadenovirus B",406
"1504","Mycobacterium virus Avani",406
"1512","Mycobacterium virus Nepal",406
"706","Human T-cell leukemia virus type I",397
"2021","Suid alphaherpesvirus 1",397
"656","Human immunodeficiency virus 2",387
"1940","Simian-Human immunodeficiency virus",375
"2171","West Nile virus",373
"312","Coxsackievirus A16",371
"335","Cucumber mosaic virus",361
"1418","Marburg marburgvirus",361
"583","Hepatitis C virus subtype 2c",353
"1468","Mumps rubulavirus",347
"325","Crimean-Congo hemorrhagic fever orthonairovirus",345
"1883","Sacbrood virus",340
"700","Human rhinovirus sp.",331
"188","Bovine viral diarrhea virus 1",329
"1619","Norovirus Hu/GII/10101/2009/VNM",325
"1627","Norovirus Hu/Norwalk/10034/2009/VNM",325
"1880","Rubella virus",324
"1075","Influenza A virus (A/Mexico/InDRE3740/2011(H1N1))",317
"216","Canine parvovirus 2a",313
"622","Human alphaherpesvirus 3",313
"1500","Mycobacterium phage Twister",300
"1943","Simian foamy virus",296
"1474","Murine coronavirus",276
"1565","Norovirus Hu/GII.1/7EK/Hawaii/1971/USA",276
"1589","Norovirus Hu/GII.4/MD120-12/1987/USA",276
"1613","Norovirus Hu/GII.7/CHDC3936/1988/USA",276
"1916","SARS coronavirus",276
"1430","Measles virus genotype D8",274
"2098","Tomato yellow leaf curl virus",273
"631","Human bocavirus",270
"1649","Orf virus",266
"213","Canine morbillivirus",265
"1953","Small ruminant lentivirus",263
"590","Hepatovirus A",260
"149","Bluetongue virus",255
"2190","Yellow fever virus",254
"1917","SARS coronavirus ExoN1",253
"2018","Sugarcane mosaic virus",249
"1920","Schmallenberg virus",246
"73","Avian leukosis virus",243
"282","Classical swine fever virus",243
"314","Coxsackievirus A2",232
"663","Human papillomavirus",232
"1560","Norovirus Hu/GI/10360/2010/VNM",231
"2181","WUHARV Enterovirus 1",231
"315","Coxsackievirus A24",230
"712","Infectious bursal disease virus",224
"1427","Measles virus genotype D4",223
"581","Hepatitis C virus subtype 1b",214
"1926","Severe fever with thrombocytopenia virus",214
"1271","Influenza A virus (A/Washington/AF2768/2011(H3N2))",210
"1510","Mycobacterium virus Marcell",210
"580","Hepatitis C virus subtype 1a",203
"319","Coxsackievirus A6",202
"629","Human betaherpesvirus 5",201
"1334","Japanese encephalitis virus",201
"1923","Seewis virus",201
"297","Cotesia sesamiae bracovirus",199
"1946","Simian immunodeficiency virus - agm",196
"214","Canine parvovirus",194
"279","Citrus tristeza virus",193
"440","Enterovirus D68",193
"1298","Influenza B virus (B/California/2900/2012)",190
"1545","Norovirus Hu/GI.1/8FIIa/1968/USA",190
"1569","Norovirus Hu/GII.3/HK71/1978/CHN",190
"1745","Porcine kobuvirus",186
"1163","Influenza A virus (A/swine/England/453/2006(H1N1))",182
"1947","Simian immunodeficiency virus - sm",182
"201","Camelpox virus",181
"686","Human parvovirus B19",181
"1342","Juquitiba virus",180
"2052","Tembusu virus",179
"650","Human gammaherpesvirus 4",172
"6","Achimota virus 1",171
"1077","Influenza A virus (A/Mexico/InDRE7218/2012(H7N3))",171
"1511","Mycobacterium virus Museum",171
"153","Bluetongue virus 16",166
"258","Chikungunya virus",161
"253","Chicken anemia virus",160
"355","Deformed wing virus",160
"1431","Measles virus genotype D9",157
"471","Escherichia phage JLK-2012",153
"671","Human papillomavirus type 16",153
"1502","Mycobacterium virus Arturo",153
"1751","Porcine parvovirus",153
"398","Echovirus E30",150
"528","GB virus C",144
"1424","Measles virus genotype B3",143
"192","Broad bean wilt virus 2",139
"283","Clostridium phage phiCP7R",136
"284","Clostridium phage phiCPV4",136
"933","Influenza A virus (A/duck/Victoria/0305-2/2012(H5N3))",136
"620","Human alphaherpesvirus 1",135
"169","Bovine alphaherpesvirus 1",129
"1422","Measles morbillivirus",129
"1932","Shrimp white spot syndrome virus",129
"361","Dengue virus 3",127
"625","Human astrovirus 5",126
"621","Human alphaherpesvirus 2",125
"44","Anatid alphaherpesvirus 1",120
"275","Citrus leprosis virus C",120
"595","Hipposideros bat coronavirus HKU10",120
"696","Human respiratory syncytial virus B",120
"1362","Laguna Negra orthohantavirus",120
"1879","Rousettus polyomavirus 1",120
"587","Hepatitis delta virus",119
"1954","Small ruminant morbillivirus",119
"690","Human polyomavirus 1",118
"2095","Tomato spotted wilt orthotospovirus",118
"957","Influenza A virus (A/Elephant seal/California/1/2010(H1N1))",117
"1832","Respiratory syncytial virus",116
"20","African swine fever virus",115
"43","Amur virus",115
"505","Foot-and-mouth disease virus - type O",115
"1775","Potato virus Y",114
"698","Human respirovirus 3",112
"2196","Youcai mosaic virus",112
"78","Avian orthoreovirus",111
"119","Beak and feather disease virus",111
"628","Human betacoronavirus 2c EMC/2012",110
"1210","Influenza A virus (A/swine/North Carolina/A01076178/2009(H3N2))",110
"1884","Saffold virus",109
"1207","Influenza A virus (A/swine/Nigeria/12VIR4047-09/2011(H1N1))",108
"68","Avian avulavirus 4",107
"2108","Torque teno sus virus 1b",106
"36","Alphacoronavirus 1",105
"450","Eptesipox virus",105
"830","Influenza A virus (A/chicken/Jalisco/CPA1/2012(H7N3))",105
"1011","Influenza A virus (A/Habana/54/2009(H1N1))",105
"1319","Influenza B virus (B/Uganda/MUWR-083/2009)",105
"1663","Panulirus argus virus 1",105
"2148","Variola virus",105
"2185","Xuan son virus",105
"97","Banana bunchy top virus",104
"309","Coxsackievirus A1",100
"891","Influenza A virus (A/duck/Guangxi/GXd-1/2009(H6N5))",100
"567","Hantaan orthohantavirus",98
"100","Banana streak virus",96
"1658","Ovine gammaherpesvirus 2",95
"635","Human coronavirus 229E",92
"679","Human papillomavirus type 6",92
"978","Influenza A virus (A/equine/Nador/1/1997(H3N8))",92
"2133","Ugandan cassava brown streak virus",92
"37","Alphacoronavirus Eptesicus fuscus",91
"406","Eidolon helvum lung retrovirus 1",91
"490","Feline morbillivirus",91
"767","Influenza A virus (A/Chennai/01/2009(H1N1))",91
"884","Influenza A virus (A/duck/Fujian/5614/2007(H6N6))",91
"885","Influenza A virus (A/duck/Fujian/7324/2006(H6N6))",91
"889","Influenza A virus (A/duck/Guangxi/1074/2006(H6N2))",91
"926","Influenza A virus (A/duck/Shantou/5017/2006(H6N2))",91
"1030","Influenza A virus (A/Kenya/078/2010(H3N2))",91
"1031","Influenza A virus (A/Kenya/081/2010(H3N2))",91
"1076","Influenza A virus (A/Mexico/InDRE4553H/2010(H3N2))",91
