"","Var1","Freq"
"400","Human immunodeficiency virus 1",7167
"352","Hepacivirus C",1381
"353","Hepatitis B virus",1052
"1075","Venezuelan equine encephalitis virus",813
"888","Rabies lyssavirus",650
"222","Crimean-Congo hemorrhagic fever orthonairovirus",646
"241","Dengue virus 3",640
"709","Measles morbillivirus",476
"360","Hepatovirus A",440
"385","Human betaherpesvirus 5",419
"359","Hepatitis E virus",399
"405","Human metapneumovirus",394
"916","Rotavirus A",387
"444","Human T-cell leukemia virus type I",343
"1083","West Nile virus",342
"955","Simian immunodeficiency virus",318
"853","Porcine circovirus 2",303
"47","Avian avulavirus 1",290
"454","Infectious bronchitis virus",285
"421","Human papillomavirus type 52",272
"387","Human bocavirus",266
"438","Human rotavirus A",266
"864","Porcine reproductive and respiratory syndrome virus",253
"398","Human gammaherpesvirus 8",231
"418","Human papillomavirus type 31",220
"301","Feline immunodeficiency virus",216
"654","Japanese encephalitis virus",191
"886","Rabbit hemorrhagic disease virus",191
"397","Human gammaherpesvirus 4",183
"812","Ovine lentivirus",182
"401","Human immunodeficiency virus 2",167
"234","Cyprinid herpesvirus 3",166
"120","Bovine coronavirus",163
"518","Influenza A virus (A/chicken/Viet Nam/TN-025/2004(H5N1))",156
"719","Microplitis demolitor bracovirus",156
"407","Human orthopneumovirus",154
"58","Bacillus phage Cherry",144
"605","Influenza A virus (A/tiger/Thailand/CU-T4/04(H5N1))",144
"573","Influenza A virus (A/Moscow/346/2003(H3N2))",143
"377","Human alphaherpesvirus 1",141
"309","Foot-and-mouth disease virus - type Asia 1",136
"423","Human papillomavirus type 58",136
"472","Influenza A virus (A/canine/Florida/43/2004(H3N8))",136
"543","Influenza A virus (A/equine/Ohio/1/2003(H3N8))",136
"565","Influenza A virus (A/mallard/Alberta/77/1977(H2N3))",136
"723","Monkeypox virus",136
"745","Nipah henipavirus",136
"458","Influenza A virus",135
"1073","Vaccinia virus",135
"258","Echovirus E30",131
"426","Human papillomavirus type 66",123
"419","Human papillomavirus type 35",120
"422","Human papillomavirus type 53",120
"1078","Vibriophage VP4",120
"571","Influenza A virus (A/Moscow/328/2003(H3N2))",117
"274","Enterovirus A71",115
"559","Influenza A virus (A/grebe/Novosibirsk/29/2005(H5N1))",114
"152","Canine morbillivirus",112
"133","Bovine viral diarrhea virus 1",111
"739","Nam Dinh virus",110
"239","Dengue virus 1",109
"925","Salmon isavirus",109
"146","Camelpox virus",105
"388","Human calicivirus NV/GII/Avesta/1817/2002/SE",105
"538","Influenza A virus (A/duck/Novosibirsk/56/2005(H5N1))",105
"1003","Taterapox virus",105
"885","Puumala orthohantavirus",103
"391","Human coronavirus NL63",102
"455","Infectious bursal disease virus",100
"920","Rotavirus G9",97
"240","Dengue virus 2",95
"1011","Tobacco streak virus",95
"693","Machupo mammarenavirus",93
"281","Equid alphaherpesvirus 1",92
"119","Bovine alphaherpesvirus 5",90
"310","Foot-and-mouth disease virus - type O",90
"403","Human mastadenovirus B",84
"374","Human adenovirus B3",83
"727","Mumps rubulavirus",82
"1077","Vibrio virus CTXphi",82
"53","Avian orthoreovirus",81
"187","Citrus leprosis virus",81
