"","Var1","Freq"
"395","Human immunodeficiency virus 1",8796
"337","Hepacivirus C",2145
"338","Hepatitis B virus",1716
"792","Measles morbillivirus",1121
"1002","Rabies lyssavirus",964
"425","Human rotavirus A",690
"1088","Simian immunodeficiency virus",616
"977","Porcine reproductive and respiratory syndrome virus",582
"149","Chikungunya virus",553
"164","Clostridium phage phiSM101",528
"384","Human bocavirus",503
"443","Infectious bursal disease virus",423
"223","Dengue virus 3",414
"189","Coxsackievirus A24",395
"1033","Rotavirus A",372
"740","Japanese encephalitis virus",365
"1233","Venezuelan equine encephalitis virus",342
"375","Human alphaherpesvirus 1",327
"399","Human metapneumovirus",325
"1244","West Nile virus",324
"30","Avian avulavirus 1",303
"441","Infectious bronchitis virus",301
"351","Hepatitis E virus",294
"221","Dengue virus 1",249
"21","Antheraea pernyi nucleopolyhedrovirus",243
"1230","Vaccinia virus",241
"968","Porcine circovirus 2",235
"162","Classical swine fever virus",226
"392","Human gammaherpesvirus 8",225
"352","Hepatovirus A",222
"1155","Tick-borne encephalitis virus",219
"203","Cucumber mosaic virus",216
"782","Mammalian orthoreovirus",210
"402","Human papillomavirus type 16",199
"433","Human T-cell leukemia virus type I",193
"342","Hepatitis C virus subtype 1a",192
"1044","Rubella virus",189
"196","Crimean-Congo hemorrhagic fever orthonairovirus",186
"125","Canine coronavirus",183
"222","Dengue virus 2",179
"387","Human coronavirus HKU1",176
"720","Influenza A virus (A/Zhejiang/16/2006(H5N1))",176
"1042","Rotavirus G9",167
"302","Fowl aviadenovirus 4",166
"388","Human coronavirus NL63",165
"372","Human adenovirus B3",157
"56","Bat coronavirus (BtCoV/355A/2005)",153
"57","Bat coronavirus (BtCoV/A434/2005)",153
"234","Ebola virus Yambio0401",153
"665","Influenza A virus (A/Shenzhen/406H/2006(H5N1))",153
"127","Canine morbillivirus",151
"391","Human gammaherpesvirus 4",151
"305","Gallid alphaherpesvirus 1",148
"573","Influenza A virus (A/duck/Vietnam/1/2005(H5N1))",144
"1040","Rotavirus G3",144
"181","Cowpox virus",139
"220","Dengue virus",139
"620","Influenza A virus (A/mallard duck/Alberta/331/1985(H3N6))",136
"631","Influenza A virus (A/Memphis/14/1998(H3N2))",136
"659","Influenza A virus (A/pintail/Alberta/129/1993(H10N7))",136
"707","Influenza A virus (A/tree sparrow/Thailand/VSMU-16-RBR/2005(H5N1))",132
"294","Foot-and-mouth disease virus - type Asia 1",131
"1050","Saint Louis encephalitis virus",128
"250","Enterovirus A71",122
"365","Human adenovirus 48",120
"385","Human bocavirus WLL-1",120
"383","Human betaherpesvirus 5",115
"979","Porcine rotavirus A",112
"121","Camelpox virus",111
"107","Bovine rotavirus",108
"296","Foot-and-mouth disease virus - type O",107
"1240","Visna-maedi virus",107
"975","Porcine parvovirus",106
"644","Influenza A virus (A/Nairobi/2041/2006(H3N2))",105
"725","Influenza B virus (B/Nairobi/2032/2006)",105
"1013","Ravn virus - Ravn, Kenya, 1987",105
"1202","Tomato yellow leaf curl virus",103
"35","Avian orthoreovirus",97
"287","Feline immunodeficiency virus",96
"1037","Rotavirus G1",96
"414","Human poliovirus 2",94
"705","Influenza A virus (A/tiger/Thailand/VSMU-11-SPB/2004(H5N1))",94
"26","Argentinian mammarenavirus",93
"152","Chilli veinal mottle virus",93
"615","Influenza A virus (A/Japanese white eye/Hong Kong/1038/2006(H5N1))",92
"59","Bat coronavirus HKU4-1",91
"396","Human immunodeficiency virus 2",91
"409","Human parainfluenza virus 4a",91
"447","Influenza A virus (A/Anhui/1/2005(H5N1))",91
"653","Influenza A virus (A/Owston's civet/Vietnam/1/2005(H5N1))",91
"758","Lassa mammarenavirus",91
"314","Goose parvovirus",89
"1147","Swine hepatitis E virus",86
"1098","Small ruminant morbillivirus",84
"343","Hepatitis C virus subtype 1b",80
"999","Puumala orthohantavirus",80
"704","Influenza A virus (A/Tiger/Thailand/VSMU-1-SPB/2004(H5N1))",79
"133","Capsicum chlorosis virus",78
"312","Glyptapanteles indiensis bracovirus",78
"606","Influenza A virus (A/Indonesia/5/2005(H5N1))",78
"607","Influenza A virus (A/Indonesia/CDC326/2006(H5N1))",78
"608","Influenza A virus (A/Indonesia/CDC523T/2006(H5N1))",78
"610","Influenza A virus (A/Indonesia/CDC742/2006(H5N1))",78
"875","Norovirus Hu/GII/BCCDC03032/2003/CAN",78
"1071","SARS coronavirus GDH-BJH01",78
"1028","Rice tungro bacilliform virus",77
"1245","Western equine encephalitis virus",77
"251","Enterovirus B",75
"135","Carp sprivivirus",73
"86","Bluetongue virus 10",72
"378","Human astrovirus",70
