"","Var1","Freq"
"124","Bacillus phage Troll",10712
"794","Human immunodeficiency virus 1",10594
"835","Human respirovirus 1",5962
"801","Human orthopneumovirus",5347
"2057","Rotavirus A",3788
"457","Dengue virus 1",3233
"800","Human metapneumovirus",2794
"459","Dengue virus 3",2213
"720","Hepatitis B virus",2142
"836","Human respirovirus 3",1911
"718","Hepacivirus C",1711
"797","Human mastadenovirus B",1657
"1679","Mycobacterium phage KayaCho",1540
"81","Avian avulavirus 1",1450
"781","Human coronavirus HKU1",1348
"1714","Mycobacterium phage Validus",1326
"1227","Influenza A virus (A/Nanchang/CH2/2000(H9N2))",1275
"1655","Mycobacterium phage Contagion",1176
"1663","Mycobacterium phage EagleEye",1176
"1707","Mycobacterium phage SDcharge11",1176
"2009","Rabies lyssavirus",1176
"858","Infectious bronchitis virus",1091
"1683","Mycobacterium phage Methuselah",1081
"1960","Porcine reproductive and respiratory syndrome virus",1081
"458","Dengue virus 2",1073
"1691","Mycobacterium phage Oaker",1035
"1659","Mycobacterium phage Donovan",990
"1677","Mycobacterium phage Jobu08",990
"1719","Mycobacterium phage Winky",990
"533","Enterovirus A71",970
"1658","Mycobacterium phage Dhanush",946
"1664","Mycobacterium phage Echild",946
"1712","Mycobacterium phage Suffolk",946
"1631","Mycobacterium phage ABCat",903
"1681","Mycobacterium phage Medusa",903
"732","Hepatitis E virus",863
"1687","Mycobacterium phage Murphy",861
"799","Human mastadenovirus D",827
"1647","Mycobacterium phage Breezona",780
"1665","Mycobacterium phage Fishburne",780
"1703","Mycobacterium phage Redno2",780
"1708","Mycobacterium phage Severus",780
"1709","Mycobacterium phage ShiVal",780
"1857","Orf virus",757
"1690","Mycobacterium phage Nyxis",741
"1692","Mycobacterium phage Obama12",741
"1716","Mycobacterium phage Wanda",703
"1249","Influenza A virus (A/Puerto Rico/8/1934(H1N1))",666
"1640","Mycobacterium phage Astraea",666
"1689","Mycobacterium phage Newman",666
"1650","Mycobacterium phage Catdawg",630
"1578","Measles virus genotype D8",629
"374","Classical swine fever virus",609
"345","Chikungunya virus",573
"1475","Japanese encephalitis virus",568
"1645","Mycobacterium phage Bobi",561
"1649","Mycobacterium phage Butters",561
"1698","Mycobacterium phage Phaux",561
"283","Canine morbillivirus",541
"843","Human rotavirus A",534
"1674","Mycobacterium phage Jabbawokkie",528
"1680","Mycobacterium phage LittleCherry",528
"1701","Mycobacterium phage Phrux",528
"1715","Mycobacterium phage Velveteen",528
"1142","Influenza A virus (A/Guangdong/1/2013(H7N9))",506
"961","Influenza A virus (A/chicken/Guangdong/SD641/2013(H7N9))",496
"1672","Mycobacterium phage HINdeR",496
"1695","Mycobacterium phage PattyP",496
"2158","Simian immunodeficiency virus",493
"2246","Tick-borne encephalitis virus",484
"2138","Severe fever with thrombocytopenia virus",476
"1946","Porcine circovirus 2",474
"1660","Mycobacterium phage DrDrey",465
"827","Human poliovirus 1",458
"798","Human mastadenovirus C",452
"1019","Influenza A virus (A/chicken/Wenzhou/620b/2013(H7N7))",435
"1269","Influenza A virus (A/Shanghai/02/2013(H7N9))",435
"1422","Influenza A virus (A/wild duck/Guangdong/520/2001(H1N9))",435
"1656","Mycobacterium phage Crossroads",435
"602","Feline coronavirus",431
"1676","Mycobacterium phage Job42",406
"1684","Mycobacterium phage MichelleMyBell",406
"1711","Mycobacterium phage SiSi",406
"2381","West Nile virus",406
"833","Human respiratory syncytial virus A",404
"735","Hepatovirus A",388
"2021","Rat coronavirus",380
"1643","Mycobacterium phage BellusTerra",378
"1710","Mycobacterium phage Shrimp",378
"2157","Simian foamy virus",374
"372","Citrus tristeza virus",364
"1129","Influenza A virus (A/flat-faced bat/Peru/033/2010(H18N11))",351
"1271","Influenza A virus (A/Shanghai/5083T/2013(H7N9))",351
"1646","Mycobacterium phage Breeniome",351
"1187","Influenza A virus (A/Kenya/267/2013(H1N1))",338
"2209","Suid alphaherpesvirus 1",337
"1950","Porcine epidemic diarrhea virus",333
"327","Changuinola virus",330
"1694","Mycobacterium phage Papyrus",325
"1780","Norovirus Hu/GII.4/20238/2009/VNM",325
"2118","SARS coronavirus wtic-MB",325
"413","Coxsackievirus A6",314
"766","Human alphaherpesvirus 2",313
"1952","Porcine kobuvirus",311
"440","Cyclovirus VN",300
"909","Influenza A virus (A/Canada-MB/RV2023/2009(H1N1))",300
"910","Influenza A virus (A/Canada-NS/RV1535/2009(H1N1))",300
"911","Influenza A virus (A/Canada-NS/RV1538/2009(H1N1))",300
"1635","Mycobacterium phage Adzzy",300
"1722","Mycobacterium virus Ta17a",300
"782","Human coronavirus OC43",296
"153","Bat coronavirus CDPHE15/USA/2006",276
