"","Var1","Freq"
"858","Human immunodeficiency virus 1",287
"786","Hepatitis B virus",132
"2396","Rotavirus A",96
"785","Hepacivirus C",95
"1828","Measles virus genotype B3",95
"2257","Porcine circovirus 2",95
"1831","Measles virus genotype D8",90
"2272","Porcine reproductive and respiratory syndrome virus",90
"2263","Porcine epidemic diarrhea virus",88
"793","Hepatitis E virus",86
"2345","Rabies lyssavirus",79
"122","Avian avulavirus 1",70
"929","Infectious bronchitis virus",62
"470","Cucumber mosaic virus",60
"502","Dengue virus 1",55
"587","Enterovirus A71",55
"375","Chikungunya virus",48
"910","Human rotavirus A",40
"407","Classical swine fever virus",38
"323","Canine morbillivirus",36
"2529","Small ruminant morbillivirus",36
"795","Hepatovirus A",35
"2786","West Nile virus",35
"594","Enterovirus D68",33
"866","Human orthopneumovirus",33
"2589","Suid alphaherpesvirus 1",32
"325","Canine parvovirus",31
"1845","Middle East respiratory syndrome-related coronavirus",31
"29","African swine fever virus",29
"501","Dengue virus",29
"503","Dengue virus 2",29
"1834","Measles virus genotype H1",29
"452","Coxsackievirus A6",28
"2288","Potato virus Y",27
"457","Coxsackievirus B3",26
"2140","Orf virus",26
"2167","Papaya ringspot virus",24
"2344","Rabbit hemorrhagic disease virus",24
"1825","Measles morbillivirus",23
"504","Dengue virus 3",22
"930","Infectious bursal disease virus",22
"1830","Measles virus genotype D4",22
"684","Foot-and-mouth disease virus - type O",21
"2631","Tick-borne encephalitis virus",21
"2665","Tomato leaf curl New Delhi virus",21
"460","Crimean-Congo hemorrhagic fever orthonairovirus",20
"839","Human betaherpesvirus 5",20
"1709","Japanese encephalitis virus",19
"2823","Zucchini yellow mosaic virus",18
"286","Bovine viral diarrhea virus 1",17
"368","Chicken anemia virus",17
"505","Dengue virus 4",17
"2027","Norovirus GII",17
"2679","Tomato spotted wilt orthotospovirus",17
"842","Human bocavirus",16
"871","Human papillomavirus type 16",16
"2515","Simian immunodeficiency virus",16
"2651","Tomato chlorosis virus",16
"2821","Zaire ebolavirus",16
"132","Avian orthoreovirus",15
"447","Coxsackievirus A16",15
"2686","Tomato yellow leaf curl virus",15
"2822","Zika virus",15
"883","Human parvovirus B19",14
"2418","Sacbrood virus",14
"2488","Severe fever with thrombocytopenia virus",14
