"","Var1","Freq"
"952","Human immunodeficiency virus 1",304
"2868","Zika virus",179
"1778","Measles virus genotype D8",132
"881","Hepatitis B virus",124
"880","Hepacivirus C",122
"1015","Infectious bronchitis virus",108
"124","Avian avulavirus 1",106
"2415","Rotavirus A",106
"2264","Porcine reproductive and respiratory syndrome virus",90
"2350","Rabies lyssavirus",89
"891","Hepatitis E virus",84
"2253","Porcine epidemic diarrhea virus",72
"2246","Porcine circovirus 2",70
"1776","Measles virus genotype B3",58
"2012","Norovirus GII",56
"1016","Infectious bursal disease virus",54
"418","Chikungunya virus",44
"544","Dengue virus 1",43
"2284","Potato virus Y",43
"628","Enterovirus A71",42
"634","Enterovirus D68",40
"1001","Human rotavirus A",37
"1824","Mumps virus genotype G",37
"355","Canine morbillivirus",35
"515","Cucumber mosaic virus",34
"543","Dengue virus",33
"747","Foot-and-mouth disease virus - type O",33
"442","Classical swine fever virus",30
"545","Dengue virus 2",29
"960","Human orthopneumovirus",28
"1635","Japanese encephalitis virus",28
"2732","Tomato spotted wilt orthotospovirus",28
"492","Coxsackievirus A6",27
"963","Human papillomavirus type 16",27
"131","Avian leukosis virus",26
"439","Citrus tristeza virus",26
"2097","Orf virus",25
"2252","Porcine deltacoronavirus",25
"2348","Rabbit hemorrhagic disease virus",24
"2550","Small ruminant morbillivirus",24
"406","Chicken anemia virus",23
"2628","Suid alphaherpesvirus 1",23
"358","Canine parvovirus",22
"2014","Norovirus GII.17",22
"300","Bovine leukemia virus",21
"313","Bovine viral diarrhea virus 1",20
"500","Crimean-Congo hemorrhagic fever orthonairovirus",20
"991","Human respiratory syncytial virus A",20
"2513","Severe fever with thrombocytopenia virus",20
"2738","Tomato yellow leaf curl virus",20
"932","Human betaherpesvirus 5",19
"2866","Zaire ebolavirus",19
"177","Banana bunchy top virus",18
"754","Fowl aviadenovirus 4",18
"893","Hepatovirus A",18
"1733","Lumpy skin disease virus",18
"2675","Tick-borne encephalitis virus",18
"2694","Tobacco streak virus",18
"2716","Tomato leaf curl New Delhi virus",18
"745","Foot-and-mouth disease virus - type A",17
"1777","Measles virus genotype D4",17
"2795","Usutu virus",17
"31","African swine fever virus",16
"135","Avian orthoreovirus",16
"264","Bluetongue virus",16
"926","Human alphaherpesvirus 1",16
"2227","Plum pox virus",16
"2832","West Nile virus",16
"485","Coxsackievirus A16",15
"546","Dengue virus 3",15
"774","Gallid alphaherpesvirus 2",15
"2018","Norovirus GII.4",15
"312","Bovine rotavirus A",14
