"","Var1","Freq"
"247","Human immunodeficiency virus 1",148
"187","GB virus C",64
"206","Hepacivirus C",30
"313","JC polyomavirus",14
"272","Human T-cell leukemia virus type I",13
"207","Hepatitis B virus",12
"476","Simian immunodeficiency virus",11
"250","Human papillomavirus",10
"478","Simian T-lymphotropic virus 1",10
"72","Bovine viral diarrhea virus 1",9
"345","Measles morbillivirus",9
"371","Norovirus isolates",9
"130","Dengue virus 2",8
"218","Hepatitis E virus",8
"244","Human gammaherpesvirus 8",8
"248","Human immunodeficiency virus 2",8
"122","Cucumber mosaic virus",7
"176","Foot-and-mouth disease virus",7
"225","Human alphaherpesvirus 1",7
"274","Human T-lymphotropic virus 2",7
"277","Infectious bronchitis virus",7
"412","Porcine reproductive and respiratory syndrome virus",7
"102","Classical swine fever virus",6
"331","Leucania separata nucleopolyhedrovirus",6
"9","African swine fever virus",5
"27","Avian avulavirus 1",5
"68","Bovine leukemia virus",5
"81","Campoletis sonorensis ichnovirus",5
"132","Dengue virus 3",5
"168","Feline calicivirus",5
"253","Human papillomavirus type 16",5
"278","Infectious bursal disease virus",5
"376","Onion yellow dwarf virus",5
"506","Sweet potato feathery mottle virus",5
"531","Tomato yellow leaf curl virus",5
"545","Venezuelan equine encephalitis virus",5
"58","Borna disease virus 1",4
"142","Ectromelia virus",4
"157","Equine infectious anemia virus",4
"227","Human alphaherpesvirus 2",4
"231","Human betaherpesvirus 5",4
"240","Human endogenous retrovirus K",4
"243","Human gammaherpesvirus 4",4
"297","Influenza A virus (A/South Carolina/1/1918(H1N1))",4
"312","Japanese encephalitis virus",4
"316","Kashmir bee virus",4
"355","Monkeypox virus",4
"363","Murine leukemia virus",4
"473","Simian-Human immunodeficiency virus",4
"544","Vaccinia virus",4
"13","Alcelaphine gammaherpesvirus 1",3
"70","Bovine orthopneumovirus",3
"105","Clover yellow vein virus",3
"129","Dengue virus 1",3
"167","Feldmannia species virus",3
"171","Feline immunodeficiency virus",3
"202","Helicoverpa armigera nucleopolyhedrovirus",3
"204","Heliothis armigera entomopoxvirus",3
"217","Hepatitis delta virus",3
"234","Human betaherpesvirus 7",3
"267","Human rotavirus A",3
"359","Mumps rubulavirus",3
"360","Murid gammaherpesvirus 4",3
"362","Murine hepatitis virus",3
"364","Murine respirovirus",3
"393","Pegivirus A",3
"409","Porcine endogenous retrovirus",3
"411","Porcine epidemic diarrhea virus",3
"418","Potato virus A",3
"421","Potato virus Y",3
"428","Rabies lyssavirus",3
"451","Rubella virus",3
"467","Shallot latent virus",3
"489","Spodoptera litura nucleopolyhedrovirus",3
"498","Streptococcus virus Sfi21",3
"538","Tula orthohantavirus",3
"548","Viral hemorrhagic septicemia virus",3
"7","African horse sickness virus",2
"12","Akabane virus",2
"18","Andes orthohantavirus",2
"19","Anomala cuprea entomopoxvirus",2
"29","Avian orthoreovirus",2
"51","Bluetongue virus",2
"53","Bombyx mori nucleopolyhedrovirus",2
"61","Bovine adenovirus 3",2
"63","Bovine alphaherpesvirus 1",2
"66","Bovine group B rotavirus",2
"82","Canid alphaherpesvirus 1",2
"83","Canine morbillivirus",2
"92","Chicken anemia virus",2
"95","Chipmunk parvovirus",2
"96","Chlorella virus",2
"100","Citrus psorosis virus",2
"101","Citrus tristeza virus",2
"107","Colorado tick fever virus",2
"112","Cotton leaf curl virus",2
"119","Crimean-Congo hemorrhagic fever orthonairovirus",2
"124","Cydia pomonella granulovirus",2
"136","Duck adenovirus 1",2
"140","Echovirus E12",2
"153","Equid alphaherpesvirus 4",2
"156","Equine arteritis virus",2
"159","Escherichia phage AR1",2
"160","Escherichia virus Mu",2
"161","Escherichia virus N15",2
"162","Escherichia virus P1",2
"170","Feline foamy virus",2
"178","Fowl aviadenovirus 10",2
"181","Friend spleen focus-forming virus",2
"184","Gallid alphaherpesvirus 1",2
"185","Garlic latent virus",2
"192","Grapevine leafroll-associated virus 2",2
"205","Hendra henipavirus",2
"208","Hepatitis C virus (isolate EUH1480)",2
"211","Hepatitis C virus ED43",2
"221","Human adenovirus 1",2
"228","Human alphaherpesvirus 3",2
"229","Human astrovirus 1",2
"249","Human orthopneumovirus",2
"268","Human rotavirus C",2
"292","Influenza A virus (A/Hong Kong/156/97(H5N1))",2
"304","Influenza A virus H3N2",2
"314","Johnsongrass mosaic virus",2
"334","Lymantria dispar multiple nucleopolyhedrovirus",2
"339","Macacine gammaherpesvirus 4",2
"354","Moloney murine sarcoma virus",2
"357","Mouse mammary tumor virus",2
"361","Murine adenovirus 1",2
"367","Mycobacterium phage Ms6",2
"369","Myxoma virus",2
"373","Norwalk virus",2
"375","Odontoglossum ringspot virus",2
"379","Ovine lentivirus",2
"403","Plum pox virus",2
"417","Potato leafroll virus",2
"423","Potato yellow mosaic virus",2
"424","Prunus necrotic ringspot virus",2
"425","Pseudomonas virus phiCTX",2
"427","Rabbit hemorrhagic disease virus",2
"429","Rat cytomegalovirus Maastricht",2
"432","Red seabream iridovirus",2
"439","Rice grassy stunt tenuivirus",2
"440","Rice hoja blanca tenuivirus",2
"445","Rift Valley fever virus",2
"448","Rotavirus G4",2
"456","Saimiriine gammaherpesvirus 2",2
"457","Salmon isavirus",2
"463","Semliki Forest virus",2
"479","Simian T-lymphotropic virus 2",2
"487","Spodoptera exigua multiple nucleopolyhedrovirus",2
"488","Spodoptera littoralis nucleopolyhedrovirus",2
"501","Sugarcane mosaic virus",2
"504","Suid alphaherpesvirus 1",2
"509","Swine vesicular disease virus",2
"513","Thogoto thogotovirus",2
"518","Tobacco mild green mosaic virus",2
"519","Tobacco mosaic virus",2
"520","Tobacco rattle virus",2
"528","Tomato mosaic virus",2
"541","Turnip yellow mosaic virus",2
"549","Walleye epidermal hyperplasia virus 1",2
"553","West Nile virus",2
"566","Zucchini yellow mosaic virus",2
"1","Acute bee paralysis virus",1
"2","Acyrthosiphon pisum virus",1
"3","Adeno-associated virus - 4",1
"4","Adeno-associated virus - 6",1
"5","Adeno-associated virus 3B",1
"6","African cassava mosaic virus",1
"8","African horse sickness virus 9",1
"10","Ageratum yellow vein virus",1
"11","AK7 murine leukemia virus",1
"14","Alfalfa mosaic virus",1
"15","Alfuy virus",1
"16","Alphapapillomavirus 12",1
"17","Andean potato latent virus",1
"20","Apple chlorotic leaf spot virus",1
"21","Apple stem grooving virus",1
"22","Arthrobacter phage phi AAU2",1
"23","Asparagus virus 2",1
"24","Australian bat lyssavirus",1
"25","Autographa californica nucleopolyhedrovirus",1
"26","Avastrovirus 1",1
"28","Avian metapneumovirus",1
"30","Avian rotavirus PO-13",1
"31","Avian sarcoma virus 16",1
"32","Bacillus phage 12826",1
"33","Bacillus virus SPbeta",1
"34","Bacillus virus SPO1",1
"35","Bamboo mosaic virus",1
"36","Banana bract mosaic virus",1
"37","Banana bunchy top virus",1
"38","Banana streak OL virus",1
"39","Banna virus strain JKT-6423",1
"40","Barley mild mosaic virus",1
"41","Barley yellow dwarf virus PAV",1
"42","Bartonella henselae phage 60457",1
"43","BeAn 58058 virus",1
"44","Bean golden mosaic virus",1
"45","Bean yellow dwarf virus",1
"46","Bebaru virus",1
"47","Beet soil-borne virus",1
"48","Bipartite tomato geminivirus",1
"49","Blackcurrant reversion virus",1
"50","Blue River virus",1
"52","Bombyx mori cypovirus 1",1
"54","Border disease virus strain 135661",1
"55","Border disease virus strain 91/5809",1
"56","Border disease virus strain L83/84",1
"57","Border disease virus X818",1
"59","Bovine adenovirus 1",1
"60","Bovine adenovirus 10",1
"62","Bovine adenovirus 4",1
"64","Bovine foamy virus",1
"65","Bovine gammaherpesvirus 4",1
"67","Bovine herpesvirus type 1.1",1
"69","Bovine lymphotropic herpesvirus",1
"71","Bovine rotavirus",1
"73","Bovine viral diarrhea virus 2",1
"74","Bovine viral diarrhea virus 2 C413",1
"75","Bovine viral diarrhea virus strain Changchun 184",1
"76","Breda virus",1
"77","Buffalopox virus",1
"78","Buzura suppressaria nucleopolyhedrovirus",1
"79","Calopogonium yellow vein tymovirus",1
"80","Camelpox virus",1
"84","Canine parvovirus",1
"85","Canine rotavirus K9",1
"86","Cano Delgadito orthohantavirus",1
"87","Caprine arthritis encephalitis virus",1
"88","Carrot red leaf luteovirus associated RNA",1
"89","Ceratobium mosaic virus",1
"90","Chayote yellow mosaic virus",1
"91","Cherry green ring mottle virus",1
"93","Chickpea stunt disease associated virus",1
"94","Chino del tomate virus",1
"97","Choristoneura fumiferana cypovirus 16",1
"98","Choristoneura fumiferana entomopoxvirus",1
"99","Choristoneura rosaceana nucleopolyhedrovirus",1
"103","Clethrionomys glareolus picornavirus",1
"104","Clitoria yellow vein virus",1
"106","Coho salmon aquareovirus",1
"108","Common chimpanzee papillomavirus 1",1
"109","Corynephage phi16",1
"110","Cotesia congregata bracovirus",1
"111","Cotton leaf curl Gezira virus",1
"113","Cowpea golden mosaic virus-[Nigeria]",1
"114","Cowpea mild mottle virus",1
"115","Cowpox virus",1
"116","Coxsackievirus A21",1
"117","Coxsackievirus A24",1
"118","Coxsackievirus B6",1
"120","Crucifer tobamovirus",1
"121","Cryptosporidium parvum virus 1",1
"123","Cucumber mosaic virus satellite RNA",1
"125","Cymbidium mosaic virus",1
"126","Deer tick virus",1
"127","Defective interfering RNA-5 of tomato bushy stunt virus",1
"128","Deltapapillomavirus 3",1
"131","Dengue virus 2 Thailand/16681/84",1
"133","Diatraea saccharalis densovirus",1
"134","Dobrava-Belgrade orthohantavirus",1
"135","Drosophila C virus",1
"137","Dugbe orthonairovirus",1
"138","Ebola virus - Gabon (1994-1997)",1
"139","Echovirus 1 (strain Farouk / ATCC VR-1038)",1
"141","Ectocarpus fasciculatus virus a",1
