"","Var1","Freq"
"952","Human immunodeficiency virus 1",280
"883","Hepatitis B virus",119
"882","Hepacivirus C",110
"1785","Measles virus genotype D8",110
"2209","Porcine reproductive and respiratory syndrome virus",101
"2198","Porcine epidemic diarrhea virus",88
"2371","Rotavirus A",87
"1783","Measles virus genotype B3",84
"1002","Human rotavirus A",81
"891","Hepatitis E virus",77
"149","Avian avulavirus 1",69
"589","Dengue virus 1",68
"1014","Infectious bronchitis virus",66
"677","Enterovirus D68",61
"544","Cucumber mosaic virus",55
"430","Chikungunya virus",54
"2567","Suid alphaherpesvirus 1",54
"2306","Rabies lyssavirus",52
"1811","Middle East respiratory syndrome-related coronavirus",49
"895","Hepatovirus A",47
"2192","Porcine circovirus 2",46
"2064","Orf virus",45
"2767","Zaire ebolavirus",44
"590","Dengue virus 2",43
"2597","Tick-borne encephalitis virus",40
"468","Classical swine fever virus",39
"588","Dengue virus",39
"533","Crimean-Congo hemorrhagic fever orthonairovirus",38
"667","Enterovirus A71",34
"1015","Infectious bursal disease virus",34
"372","Canine morbillivirus",31
"2226","Potato virus Y",31
"966","Human papillomavirus type 16",29
"1961","Norovirus GII",27
"2489","Small ruminant morbillivirus",27
"2634","Tomato leaf curl New Delhi virus",27
"373","Canine parvovirus",25
"773","Foot-and-mouth disease virus - type O",25
"2454","Severe fever with thrombocytopenia virus",25
"591","Dengue virus 3",24
"993","Human respiratory syncytial virus A",24
"1655","Japanese encephalitis virus",23
"959","Human orthopneumovirus",22
"2649","Tomato spotted wilt orthotospovirus",22
"2656","Tomato yellow leaf curl virus",22
"326","Bovine viral diarrhea virus 1",21
"2743","West Nile virus",21
"592","Dengue virus 4",19
"643","Elephant endotheliotropic herpesvirus 1A",19
"798","Gallid alphaherpesvirus 2",19
"931","Human betaherpesvirus 5",19
"2750","White spot syndrome virus",19
"946","Human gammaherpesvirus 4",18
"2090","Papaya ringspot virus",18
"2687","Turnip mosaic virus",18
"2178","Plum pox virus",17
"2563","Sugarcane mosaic virus",17
"2620","Tomato chlorosis virus",17
"2775","Zucchini yellow mosaic virus",17
"83","Apple stem grooving virus",16
"523","Coxsackievirus A6",16
"771","Foot-and-mouth disease virus - type A",16
"2387","Rubella virus genotype 2B",16
"309","Bovine leukemia virus",15
"1787","Measles virus genotype H1",15
"2196","Porcine deltacoronavirus",15
"2304","Rabbit hemorrhagic disease virus",15
"162","Avian orthoreovirus",14
"464","Citrus tristeza virus",14
"543","Cucumber green mottle mosaic virus",14
"1963","Norovirus GII.17",14
"32","African swine fever virus",13
"230","Beak and feather disease virus",13
"503","Cotton leaf curl Multan betasatellite",13
"581","Deformed wing virus",13
"849","Grapevine Pinot gris virus",13
"983","Human parvovirus B19",13
"2132","Pepper mild mottle virus",13
"871","Hantaan orthohantavirus",12
"958","Human metapneumovirus",12
"1016","Infectious hematopoietic necrosis virus",12
"1833","Mumps virus genotype G",12
"1967","Norovirus GII.4",12
"2055","Okra enation leaf curl virus",12
"2474","Simian immunodeficiency virus",12
"45","Aleutian mink disease virus",11
"201","Banana bunchy top virus",11
"429","Chickpea chlorotic dwarf virus",11
"787","Fowlpox virus",11
"925","Human alphaherpesvirus 1",11
"1784","Measles virus genotype D4",11
"2338","Rhinovirus C",11
"268","Black queen cell virus",10
"320","Bovine respirovirus 3",10
"424","Chicken anemia virus",10
"517","Coxsackievirus A16",10
"586","Deltapapillomavirus 4",10
"689","Equid alphaherpesvirus 1",10
"825","Goose parvovirus",10
"921","Human adenovirus 7",10
"1953","Norovirus GI",10
"2174","Piscine orthoreovirus",10
"2451","Senecavirus A",10
"2771","Zika virus",10
"29","African horse sickness virus 1",9
"204","Banana streak virus",9
"209","Barley yellow dwarf virus PAV",9
"236","Bean yellow mosaic virus",9
"276","Bluetongue virus",9
"315","Bovine papillomavirus type 2",9
"383","Caprine arthritis encephalitis virus",9
"489","Common midwife toad virus",9
"772","Foot-and-mouth disease virus - type Asia 1",9
"782","Fowl aviadenovirus 4",9
"893","Hepatitis E virus type 3",9
"951","Human immunodeficiency virus",9
"960","Human papillomavirus",9
"1003","Human rotavirus C",9
"1660","JC polyomavirus",9
"1752","Maize chlorotic mottle virus",9
"2212","Porcine rotavirus A",9
"2215","Porcine rubulavirus",9
"2223","Potato virus S",9
"2384","Rubella virus",9
"80","Apple chlorotic leaf spot virus",8
"154","Avian coronavirus",8
"158","Avian leukosis virus",8
"232","Bean common mosaic virus",8
"277","Bluetongue virus 1",8
"299","Bovine alphaherpesvirus 1",8
"580","Decapod penstyldensovirus 1",8
"697","Equine hepacivirus",8
"749","Feline calicivirus",8
"755","Feline morbillivirus",8
"846","Grapevine leafroll-associated virus 3",8
"923","Human adenovirus D8",8
"926","Human alphaherpesvirus 2",8
"935","Human bocavirus 1",8
"996","Human respirovirus 3",8
"1005","Human T-cell leukemia virus type I",8
"1731","Lumpy skin disease virus",8
"1837","Mungbean yellow mosaic India virus",8
"2083","Papaya leaf curl betasatellite",8
"2191","Porcine circovirus-like virus P1",8
"2220","Potato leafroll virus",8
"2452","Seoul orthohantavirus",8
"2640","Tomato leaf curl Sudan virus",8
"2753","Wolbachia phage WO",8
"329","Bovine viral diarrhea virus 2",7
"344","Broad bean wilt virus 2",7
"433","Chilli leaf curl virus",7
"502","Cotton leaf curl Multan alphasatellite",7
"619","Duck Tembusu virus",7
"632","Echovirus E30",7
"765","Fig badnavirus 1",7
"843","Grapevine leafroll-associated virus 1",7
"876","HBV genotype B",7
"888","Hepatitis C virus subtype 3a",7
"991","Human polyomavirus 1",7
"1723","Little cherry virus 1",7
"1954","Norovirus GI.1",7
"2515","Sri Lankan cassava mosaic virus",7
"2564","Sugarcane streak mosaic virus",7
"2580","Swinepox virus",7
"2587","Tembusu virus",7
"2607","Tobacco mosaic virus",7
"2639","Tomato leaf curl Sudan betasatellite",7
"2733","Viral hemorrhagic septicemia virus",7
"243","Beet curly top virus",6
"289","Bombyx mori nucleopolyhedrovirus",6
"300","Bovine astrovirus",6
"369","Canine coronavirus",6
"461","Citrus leprosis virus C",6
"528","Coxsackievirus B3",6
"627","Echovirus E18",6
"648","Elephant endotheliotropic herpesvirus 4",6
"686","Epizootic hemorrhagic disease virus",6
"797","Gallid alphaherpesvirus 1",6
"823","Goose circovirus",6
"845","Grapevine leafroll-associated virus 2",6
"955","Human mastadenovirus C",6
"956","Human mastadenovirus D",6
"980","Human parechovirus 3",6
"994","Human respiratory syncytial virus B",6
"1009","Hymenoscyphus fraxineus mitovirus 1",6
"1708","Lassa mammarenavirus",6
"1782","Measles virus genotype A",6
"1786","Measles virus genotype D9",6
"2216","Porcine sapovirus",6
"2336","Rhinovirus A",6
"2393","Sacbrood virus",6
"2459","Sheeppox virus",6
"2473","Simian foamy virus",6
"2609","Tobacco rattle virus",6
"2626","Tomato leaf curl betasatellite",6
"2666","Torque teno virus",6
"2740","Watermelon mosaic virus",6
"155","Avian gyrovirus 2",5
"255","Beluga whale alphaherpesvirus 1",5
"302","Bovine coronavirus",5
"375","Canine parvovirus 2a",5
"376","Canine parvovirus 2c",5
"405","Cellulophaga phage Mariner",5
"411","Cetacean morbillivirus",5
"425","Chicken astrovirus",5
"488","Columbid circovirus",5
"545","Cucumber mosaic virus satellite RNA",5
"549","Cucurbit aphid-borne yellows virus",5
"576","Dasheen mosaic virus",5
"601","Dobrava-Belgrade orthohantavirus",5
"670","Enterovirus B",5
"672","Enterovirus C",5
"754","Feline leukemia virus",5
"756","Feline panleukopenia virus",5
"768","Fig mosaic emaravirus",5
"777","Fowl adenovirus",5
"840","Grapevine fanleaf virus",5
"852","Grapevine rupestris stem pitting-associated virus",5
"854","Grapevine Syrah virus 1",5
"954","Human mastadenovirus B",5
"968","Human papillomavirus type 18",5
"1646","Iris yellow spot virus",5
"1653","Jaagsiekte sheep retrovirus",5
"1733","Lymantria dispar multiple nucleopolyhedrovirus",5
"1755","Maize yellow mosaic virus",5
"1765","Mammalian orthoreovirus 3",5
"1771","Marburg marburgvirus",5
"1780","Mayaro virus",5
"1781","Measles morbillivirus",5
"2065","Oropouche virus",5
"2067","Ostreid herpesvirus 1",5
"2135","Pepper vein yellows virus",5
"2175","Plantago asiatica mosaic virus",5
"2189","Porcine bocavirus",5
"2211","Porcine rotavirus",5
"2376","Rotavirus C",5
"2430","Sapporo virus",5
"2496","Soil-borne wheat mosaic virus",5
"2498","Southern tomato virus",5
"2502","Soybean mosaic virus",5
"2616","Tomato aspermy virus",5
"2664","Torque teno sus virus 1a",5
"2669","Toscana virus",5
"2715","Vaccinia virus",5
"41","Akabane virus",4
"56","Alphapapillomavirus 9",4
"82","Apple mosaic virus",4
"84","Apple stem pitting virus",4
"217","Bat coronavirus",4
"249","Beet western yellows virus",4
"262","Bhendi yellow vein mosaic virus",4
"272","Blueberry mosaic associated virus",4
"330","Bovine viral diarrhea virus 3",4
"380","Canna yellow mottle virus",4
"394","Carp sprivivirus",4
"423","Cherry virus A",4
"437","Chilli veinal mottle virus",4
"497","Cotton leaf curl Burewala virus",4
"514","Cowpox virus",4
"520","Coxsackievirus A24",4
"529","Coxsackievirus B5",4
"553","Culex flavivirus",4
"617","Duck parvovirus",4
"624","Eastern equine encephalitis virus",4
"637","Echovirus E7",4
"690","Equid alphaherpesvirus 4",4
"747","Felid alphaherpesvirus 1",4
"752","Feline immunodeficiency virus",4
"785","Fowl aviadenovirus D",4
"786","Fowl aviadenovirus E",4
"809","GB virus C",4
"816","Gloriosa stripe mosaic virus",4
"847","Grapevine leafroll-associated virus 4",4
"859","Grass carp reovirus",4
"927","Human alphaherpesvirus 3",4
"934","Human bocavirus",4
"947","Human gammaherpesvirus 8",4
"976","Human papillomavirus type 6",4
"995","Human respirovirus 1",4
"1282","Influenza A virus (A/Iquitos/CFI1471/2011(H3N2))",4
"1760","Mamastrovirus 3",4
"1763","Mammalian orthoreovirus",4
"1813","Milk vetch dwarf virus",4
"2058","Onion yellow dwarf virus",4
"2069","Ovine gammaherpesvirus 2",4
"2117","Penaeid shrimp infectious myonecrosis virus",4
"2126","Pepino mosaic virus",4
"2127","Pepo aphid-borne yellows virus",4
"2134","Pepper severe mottle virus",4
"2136","Pepper veinal mottle virus",4
"2213","Porcine rotavirus C",4
"2221","Potato mop-top virus",4
"2261","Prunus necrotic ringspot virus",4
"2301","Puumala orthohantavirus",4
"2313","Raspberry leaf blotch emaravirus",4
"2365","Rose rosette emaravirus",4
"2385","Rubella virus genotype 1E",4
"2436","Schmallenberg virus",4
"2488","Small ruminant lentivirus",4
"2536","Strawberry mottle virus",4
