"","Var1","Freq"
"382","Human immunodeficiency virus 1",263
"315","Hepacivirus C",61
"316","Hepatitis B virus",54
"36","Avian avulavirus 1",51
"686","Rabies lyssavirus",38
"415","Infectious bursal disease virus",33
"414","Infectious bronchitis virus",32
"562","Measles morbillivirus",28
"324","Hepatovirus A",25
"184","Cucumber mosaic virus",21
"404","Human rotavirus A",19
"352","Human betaherpesvirus 5",17
"751","Simian immunodeficiency virus",17
"98","Bovine leukemia virus",14
"197","Dengue virus 1",14
"397","Human poliovirus 1",14
"386","Human papillomavirus",13
"388","Human papillomavirus type 16",13
"517","JC polyomavirus",13
"650","Porcine circovirus 2",13
"321","Hepatitis E virus",12
"659","Porcine reproductive and respiratory syndrome virus",12
"79","Bombyx mori nucleopolyhedrovirus",11
"196","Dendrolimus punctatus cypovirus 1",11
"199","Dengue virus 3",11
"794","Suid alphaherpesvirus 1",11
"145","Classical swine fever virus",10
"177","Crimean-Congo hemorrhagic fever orthonairovirus",10
"198","Dengue virus 2",10
"233","Enterovirus A71",10
"268","Foot-and-mouth disease virus - type O",10
"407","Human T-cell leukemia virus type I",10
"800","Swine hepatitis E virus",10
"865","Turnip mosaic virus",10
"887","West Nile virus",10
"903","Zucchini yellow mosaic virus",10
"105","Bovine viral diarrhea virus 1",9
"137","Choristoneura fumiferana granulovirus",9
"385","Human orthopneumovirus",9
"612","Papaya ringspot virus",9
"852","Torque teno virus",9
"131","Chicken anemia virus",8
"143","Citrus tristeza virus",8
"263","Feline immunodeficiency virus",8
"278","Gallid alphaherpesvirus 2",8
"384","Human metapneumovirus",8
"550","Macacine alphaherpesvirus 1",8
"591","Norwalk-like virus",8
"664","Potato mop-top virus",8
"670","Potato virus Y",8
"696","Rice black streaked dwarf virus",8
"725","Salmon isavirus",8
"739","SEN virus",8
"810","Tick-borne encephalitis virus",8
"10","African swine fever virus",7
"284","GB virus C",7
"623","Peanut bud necrosis virus",7
"699","Rice stripe tenuivirus",7
"716","Rubella virus",7
"875","Vibrio phage 1",7
"59","Bean yellow mosaic virus",6
"75","Bluetongue virus 2",6
"87","Bovine alphaherpesvirus 2",6
"346","Human alphaherpesvirus 1",6
"513","Japanese encephalitis virus",6
"549","Macaca mulatta polyomavirus 1",6
"594","Norwalk virus",6
"705","Rotavirus A",6
"820","Tobacco mosaic virus",6
"870","Vaccinia virus",6
"880","Vibrio virus CTXphi",6
"39","Avian leukosis virus",5
"73","Bluetongue virus",5
"153","Corsican bluetongue virus",5
"200","Dengue virus 4",5
"228","Enterobacteria phage RB49",5
"229","Enterobacteria phage RB69",5
"261","Feline calicivirus",5
"266","Flanders hapavirus",5
"317","Hepatitis C virus subtype 1b",5
"328","HIV-like human cancer virus",5
"355","Human betaretrovirus",5
"398","Human poliovirus 2",5
"538","Lettuce mosaic virus",5
"669","Potato virus X",5
"682","Puumala orthohantavirus",5
"749","Simian-Human immunodeficiency virus",5
"756","Simian T-lymphotropic virus 1",5
"764","Soybean mosaic virus",5
"790","Sugarcane mosaic virus",5
"22","Andes orthohantavirus",4
"26","Apple mosaic virus",4
"40","Avian metapneumovirus",4
"60","Bear Canyon mammarenavirus",4
"120","Canine coronavirus",4
"163","Cotton leaf curl virus",4
"212","Echovirus E30",4
"262","Feline coronavirus",4
"270","Foot-and-mouth disease virus - type SAT 2",4
"383","Human immunodeficiency virus 2",4
"551","Macacine betaherpesvirus 3",4
"569","Mirafiori lettuce big-vein virus",4
"573","Mumps rubulavirus",4
"631","Pepino mosaic virus",4
"634","Pepper mottle virus",4
"665","Potato virus A",4
"684","Rabbit hemorrhagic disease virus",4
"690","Red seabream iridovirus",4
"710","Rotavirus G9",4
"792","Sugarcane streak mosaic virus",4
"874","Vesicular stomatitis virus",4
"890","White spot syndrome virus",4
"37","Avian avulavirus 2",3
"52","Barley mild mosaic virus",3
"64","Beet necrotic yellow vein virus",3
"95","Bovine group B rotavirus",3
"122","Canine morbillivirus",3
"142","Citrus psorosis virus",3
"147","Clover yellow vein virus",3
"208","Echovirus E13",3
"220","Encephalomyocarditis virus",3
"238","Epinephelus coioides nervous necrosis virus",3
"264","Feline infectious peritonitis virus",3
"303","Groundnut ringspot virus",3
"313","Helicoverpa armigera nucleopolyhedrovirus",3
"320","Hepatitis delta virus",3
"379","Human gammaherpesvirus 8",3
"389","Human papillomavirus type 58",3
"395","Human parvovirus B19",3
"399","Human poliovirus 3",3
"403","Human rotavirus",3
"416","Infectious hematopoietic necrosis virus",3
"449","Influenza A virus (A/England/627/01(H1N2))",3
"575","Mungbean yellow mosaic India virus-[Cowpea]",3
"579","Murine leukemia virus",3
"599","Omsk hemorrhagic fever virus",3
"603","Ornithogalum mosaic virus",3
"651","Porcine endogenous retrovirus",3
"685","Rabbit rotavirus",3
"706","Rotavirus G1",3
"746","Shrimp white spot syndrome virus",3
"750","Simian foamy virus",3
"759","Small ruminant morbillivirus",3
"842","Tomato spotted wilt orthotospovirus",3
"884","Visna-maedi virus",3
"1","Acute bee paralysis virus",2
"5","Aedes albopictus C6/36 cell densovirus",2
"7","African horse sickness virus",2
"15","Aichi virus 1",2
"18","Alcelaphine gammaherpesvirus 2",2
"27","Apple stem grooving virus",2
"28","Apple stem pitting virus",2
"41","Avian metapneumovirus type C",2
"42","Avian orthoreovirus",2
"54","Barley yellow mosaic virus",2
"57","Bean common mosaic virus",2
"63","Beet mosaic virus",2
"91","Bovine coronavirus",2
"94","Bovine gammaherpesvirus 4",2
"104","Bovine rotavirus strain RF",2
"119","Campoletis sonorensis ichnovirus",2
"121","Canine minute virus",2
"124","Caprine arthritis encephalitis virus",2
"127","Carp sprivivirus",2
"128","Chelonus inanitus bracovirus",2
"129","Cherry green ring mottle virus",2
"133","Chikungunya virus",2
"135","Chimpanzee papillomavirus",2
"152","Coniothyrium minitans RNA virus",2
"157","Cotton leaf curl betasatellite",2
"164","Cowpea golden mosaic virus",2
"165","Cowpox virus",2
"170","Coxsackievirus A21",2
"180","Cryphonectria hypovirus 1",2
"181","Cryptophlebia leucotreta granulovirus",2
"183","Cucumber green mottle mosaic virus",2
"187","Cucurbit yellow stunting disorder virus",2
"202","Dobrava-Belgrade orthohantavirus",2
"204","Duck hepatitis B virus",2
"207","Echovirus E11",2
"214","Echovirus E6",2
"215","Echovirus E7",2
"217","Ectromelia virus",2
"226","Enterobacteria phage RB2",2
"230","Enterobacteria phage T2",2
"234","Enterovirus B",2
"237","Enzootic nasal tumour virus of goats",2
"242","Epizootic hemorrhagic disease virus 2",2
"245","Equine arteritis virus",2
"253","Escherichia virus K1-5",2
"271","Foot-and-mouth disease virus - type SAT 3",2
"273","Foot-and-mouth disease virus HKN/2002",2
"275","Fowl aviadenovirus 4",2
"289","Goose paramyxovirus SF02",2
"311","Hantavirus sp.",2
"329","Honeysuckle yellow vein virus",2
"330","Hosta virus X",2
"332","Human adenovirus 11",2
"336","Human adenovirus 35",2
"341","Human adenovirus B3",2
"344","Human adenovirus D8",2
"349","Human astrovirus",2
"376","Human enterovirus 70",2
"377","Human enterovirus sp. ex Amblyomma americanum",2
"378","Human gammaherpesvirus 4",2
"390","Human papillomavirus type 6",2
"406","Human rubulavirus 2",2
"409","Hyphantria cunea nucleopolyhedrovirus",2
"410","Hyposoter didymator ichnovirus",2
"417","Infectious pancreatic necrosis virus",2
"421","Influenza A virus (A/Buenos Aires/4057/95(H3N2))",2
"423","Influenza A virus (A/Chicken/Beijing/1/95(H9N2))",2
"424","Influenza A virus (A/chicken/California/431/2000(H6N2))",2
"448","Influenza A virus (A/Egypt/96/2002(H1N2))",2
"481","Influenza A virus (A/Wisconsin/12/2001(H1N2))",2
"489","Influenza B virus (B/Hong Kong/70/1996)",2
"499","Influenza B virus (B/Shangdong/7/97)",2
"509","Ipomoea vein mosaic virus",2
"522","La Crosse virus",2
"533","Large yellow croaker iridovirus",2
"534","Lassa mammarenavirus",2
"537","Leek yellow stripe virus",2
"541","Little cherry virus 2",2
"552","Maize dwarf mosaic virus",2
"557","Mamastrovirus 10",2
"558","Mamestra configurata nucleopolyhedrovirus A",2
"564","Melon necrotic spot virus",2
"567","Mink enteritis virus",2
"572","Mouse mammary tumor virus",2
"574","Mungbean yellow mosaic India virus",2
"584","Myxoma virus",2
"587","Nanovirus-like particle",2
"604","Oropouche virus",2
"610","Papaya leaf curl virus",2
"611","Papaya leaf distortion mosaic virus",2
"614","Papiine alphaherpesvirus 2",2
"625","Pelargonium flower break virus",2
"630","Pennisetum mosaic virus",2
"633","Pepper mild mottle virus",2
"638","Pestivirus strain mousedeer",2
"641","Phocine distemper virus 1",2
"644","Pigeon paramyxovirus 1",2
"647","Plum pox virus",2
"649","Porcine circovirus 1",2
"653","Porcine epidemic diarrhea virus",2
"654","Porcine hemagglutinating encephalomyelitis virus",2
"658","Porcine parvovirus",2
"663","Potato leafroll virus",2
"671","Potato virus Y strain NTN",2
"672","Potato yellow mosaic virus",2
"688","Ranunculus white mottle virus",2
"697","Rice grassy stunt tenuivirus",2
"698","Rice ragged stunt virus",2
"715","Rotavirus sp.",2
"718","Sacbrood virus",2
"741","Serra do Navio mammarenavirus",2
"745","Shigella virus Sf6",2
"758","Sindbis virus",2
"767","Spodoptera frugiperda ascovirus 1a",2
"769","Spodoptera littoralis nucleopolyhedrovirus",2
"783","Strawberry mottle virus",2
"788","Streptococcus phage VO1",2
"789","Sturgeon ichtadenovirus A",2
"793","Sugarcane yellow leaf virus",2
"803","Taro bacilliform virus",2
"814","Tobacco bushy top virus",2
"821","Tobacco rattle virus",2
"826","Tomato chlorotic mottle virus-[Brazil]",2
"832","Tomato infectious chlorosis virus",2
"833","Tomato leaf curl China betasatellite",2
"848","Tomato yellow leaf curl virus",2
"855","Tranosema rostrale ichnovirus",2
"856","Transmissible gastroenteritis virus",2
"881","Vibrio virus VpV262",2
"883","Viral hemorrhagic septicemia virus",2
"901","Zaire ebolavirus",2
"902","Zantedeschia mosaic virus",2
"2","Adeno-associated virus - 7",1
"3","Adoxophyes orana granulovirus",1
"4","Aedes aegypti densovirus",1
"6","African cassava mosaic virus-[Nigeria-Ogo]",1
"8","African horse sickness virus 3",1
"9","African oil palm ringspot virus",1
"11","Ageratum enation virus",1
"12","Ageratum yellow vein China virus",1
"13","Ageratum yellow vein China virus - [Hn2]",1
"14","Agrotis segetum nucleopolyhedrovirus A",1
"16","Aichivirus B",1
"17","Akabane virus",1
"19","Allpahuayo mammarenavirus",1
"20","Alpinia mosaic virus",1
"21","Ambystoma tigrinum stebbensi virus",1
"23","Anticarsia gemmatalis nucleopolyhedrovirus",1
"24","Aphid lethal paralysis virus",1
"25","Apple chlorotic leaf spot virus",1
"29","Arabis mosaic virus",1
"30","Aracatuba virus",1
"31","Aravan lyssavirus",1
"32","Asinine herpesvirus 5",1
"33","Ateles geoffroyi papillomavirus",1
"34","Aurochs papillomavirus",1
"35","Avian adeno-associated virus ATCC VR-865",1
"38","Avian hepatitis E virus",1
"43","Avian paramyxovirus 3b",1
"44","Axolotol ranavirus",1
"45","Babyrousa babyrussa rhadinovirus 1",1
"46","Bacillus phage Gamma",1
"47","Bacillus phage phiNIT1",1
"48","Bamboo mosaic virus satellite RNA",1
"49","Banana bunchy top virus",1
"50","Banana streak virus",1
"51","Baramundi nervous necrosis virus",1
"53","Barley yellow dwarf virus PAV",1
"55","Beak and feather disease virus",1
"56","Bean common mosaic necrosis virus",1
"58","Bean common mosaic virus strain Blackeye",1
"61","Beet black scorch virus",1
"62","Beet mild curly top virus - [Worland4]",1
"65","Beet western yellows virus",1
"66","Belo Horizonte virus",1
"67","Bidens mottle virus",1
"68","Black queen cell virus",1
"69","Blackcurrant reversion virus",1
"70","Blattella germanica densovirus 1",1
"71","Blotched snakehead virus",1
"72","Blueberry red ringspot virus",1
"74","Bluetongue virus 1",1
"76","Bluetongue virus 4",1
"77","Bluetongue virus 8",1
"78","Bohle iridovirus",1
"80","Border disease virus Chemnitz AZ 79",1
"81","Border disease virus Gifhorn",1
"82","Border disease virus strain 2112/99",1
"83","Border disease virus strain R1292/01",1
"84","Borna disease virus 1",1
"85","Bovine adenovirus 10",1
"86","Bovine adenovirus 2",1
"88","Bovine alphaherpesvirus 5",1
"89","Bovine atadenovirus D",1
"90","Bovine calicivirus",1
"92","Bovine enteric calicivirus",1
"93","Bovine foamy virus",1
"96","Bovine immunodeficiency virus",1
"97","Bovine kobuvirus",1
"99","Bovine orthopneumovirus",1
"100","Bovine papular stomatitis virus",1
"101","Bovine rotavirus",1
"102","Bovine rotavirus G6",1
"103","Bovine rotavirus G8",1
"106","Bovine viral diarrhea virus 1 strain ZM-95",1
"107","Bovine viral diarrhea virus 2",1
"108","Bovine viral diarrhea virus 2 New York'93",1
"109","Bovine viral diarrhea virus strain Changchun 184",1
"110","Broad bean wilt virus 1",1
"111","Bubaline alphaherpesvirus 1",1
"112","Burkholderia virus Bcep781",1
"113","Cacao swollen shoot virus",1
"114","Calibrachoa mottle virus",1
"115","Calicivirus strain CV23-OH",1
"116","Calla lily latent virus",1
"117","Callithrix jacchus lymphocryptovirus 1",1
"118","Callitrichine gammaherpesvirus 3",1
"123","Canine respiratory coronavirus",1
"125","Caprine rotavirus A",1
"126","Carnation mottle virus",1
"130","Cherry rasp leaf virus",1
"132","Chickpea yellow mosaic virus",1
"134","Chilli veinal mottle virus",1
"136","Chinese yam necrotic mosaic virus",1
"138","Choristoneura fumiferana multiple nucleopolyhedrovirus",1
"139","Chrysanthemum virus B",1
"140","Chuzan virus",1
"141","Citrus leaf blotch virus",1
"144","Citrus variegation virus",1
"146","Clostridium phage phi3626",1
"148","Cocksfoot streak virus",1
"149","Colobus badius cytomegalovirus 1",1
"150","Colobus guereza lymphocryptovirus 1",1
"151","Colombian datura virus",1
"154","Cotesia kariyai bracovirus",1
"155","Cotton leaf crumple virus - [AZ]",1
"156","Cotton leaf crumple virus - [Mexico : Sonora]",1
"158","Cotton leaf curl Gezira betasatellite",1
"159","Cotton leaf curl Kokhran virus-[Faisalabad1]",1
"160","Cotton leaf curl Multan betasatellite",1
"161","Cotton leaf curl Multan virus-[Faisalabad2]",1
"162","Cotton leaf curl Multan virus-[Multan]",1
"166","Coxsackievirus A1",1
"167","Coxsackievirus A13",1
"168","Coxsackievirus A16",1
"169","Coxsackievirus A2",1
"171","Coxsackievirus A24",1
"172","Coxsackievirus A6",1
"173","Coxsackievirus B1",1
"174","Coxsackievirus B2",1
"175","Coxsackievirus B4",1
"176","Crane hepatitis B virus",1
"178","Croton yellow vein mosaic virus",1
"179","Croton yellow vein mosaic virus-Lucknow",1
"182","Cucumber Bulgarian virus",1
"185","Cucumber mosaic virus satellite RNA",1
"186","Cucumber yellows virus",1
"188","Cyanophage S-KM1",1
"189","Cymbidium mosaic virus",1
"190","Cyprinid herpesvirus 3",1
"191","Dahlia mosaic virus",1
"192","Daphne virus S",1
"193","Dasheen mosaic virus",1
"194","Decapod penstyldensovirus 1",1
