"","Var1","Freq"
"979","Human immunodeficiency virus 1",266
"1884","Measles virus genotype D8",152
"904","Hepacivirus C",136
"2320","Porcine reproductive and respiratory syndrome virus",111
"2118","Norovirus GII",109
"2944","Zika virus",90
"907","Hepatitis B virus",89
"914","Hepatitis E virus",85
"165","Avian avulavirus 1",73
"2404","Rabies lyssavirus",73
"1881","Measles virus genotype B3",72
"2488","Rotavirus A",72
"2302","Porcine circovirus 2",64
"2303","Porcine circovirus 3",59
"2308","Porcine epidemic diarrhea virus",57
"565","Dengue virus 1",55
"1039","Infectious bronchitis virus",52
"441","Chikungunya virus",48
"1924","Mumps virus genotype G",47
"539","Cucumber mosaic virus",46
"2821","Tomato spotted wilt orthotospovirus",39
"1040","Infectious bursal disease virus",36
"566","Dengue virus 2",35
"1025","Human rotavirus A",32
"330","Bovine viral diarrhea virus 1",31
"171","Avian leukosis virus",30
"2627","Small ruminant morbillivirus",30
"376","Canine morbillivirus",29
"777","Foot-and-mouth disease virus - type O",29
"470","Citrus tristeza virus",28
"635","Enterovirus A71",28
"2827","Tomato yellow leaf curl virus",27
"524","Coxsackievirus A6",26
"564","Dengue virus",26
"2167","Orf virus",25
"2593","Severe fever with thrombocytopenia virus",25
"474","Classical swine fever virus",24
"916","Hepatovirus A",24
"2740","Suid alphaherpesvirus 1",24
"955","Human betaherpesvirus 5",23
"1903","Middle East respiratory syndrome-related coronavirus",23
"2339","Potato virus Y",23
"2935","Yellow fever virus",23
"2926","White spot syndrome virus",22
"377","Canine parvovirus",21
"511","Cotton leaf curl virus",21
"1718","Japanese encephalitis virus",21
"776","Foot-and-mouth disease virus - type Asia 1",20
"961","Human bocavirus",20
"2809","Tomato leaf curl New Delhi virus",20
"1016","Human respiratory syncytial virus A",18
"1028","Human T-cell leukemia virus type I",18
"2289","Plum pox virus",18
"2402","Rabbit hemorrhagic disease virus",18
"2595","Sheeppox virus",18
"530","Crimean-Congo hemorrhagic fever orthonairovirus",17
"987","Human orthopneumovirus",17
"988","Human papillomavirus",17
"2304","Porcine deltacoronavirus",17
"37","African swine fever virus",16
"986","Human metapneumovirus",16
"2510","Rubella virus genotype 2B",16
"2512","Sacbrood virus",16
"2816","Tomato mosaic virus",16
"2918","West Nile virus",16
"2943","Zaire ebolavirus",16
"567","Dengue virus 3",15
"775","Foot-and-mouth disease virus - type A",15
"1019","Human respirovirus 3",15
"1927","Mungbean yellow mosaic India virus",15
"2948","Zucchini yellow mosaic virus",15
"53","Alfalfa mosaic virus",14
"281","Bluetongue virus",14
"2212","Papaya ringspot virus",14
"2336","Potato virus S",14
"2782","Tick-borne encephalitis virus",14
"2800","Tomato chlorosis virus",14
"160","Atypical porcine pestivirus",13
"488","Common midwife toad virus",13
"561","Deformed wing virus",13
"634","Enterovirus A",13
"913","Hepatitis delta virus",13
"1011","Human polyomavirus 1",13
"1846","Maize yellow mosaic virus",13
"220","Banana bunchy top virus",12
"317","Bovine leukemia virus",12
"563","Deltapapillomavirus 4",12
"568","Dengue virus 4",12
"642","Enterovirus D68",12
"802","Gallid alphaherpesvirus 2",12
"856","Grapevine Pinot gris virus",12
"879","Groundnut bud necrosis virus",12
"946","Human alphaherpesvirus 1",12
"1017","Human respiratory syncytial virus B",12
"2123","Norovirus GII.4",12
"2583","Senecavirus A",12
"435","Chicken anemia virus",11
"991","Human papillomavirus type 16",11
"1042","Infectious pancreatic necrosis virus",11
"2114","Norovirus GI",11
"2179","Ovine gammaherpesvirus 2",11
"2784","Tilapia lake virus",11
"230","Bat coronavirus",10
"284","Bluetongue virus 16",10
"515","Cowpox virus",10
"1882","Measles virus genotype D4",10
"2618","Simian immunodeficiency virus",10
"331","Bovine viral diarrhea virus 2",9
"373","Canine circovirus",9
"613","Echovirus E30",9
"785","Fowl aviadenovirus 4",9
"822","Goatpox virus",9
"827","Goose parvovirus",9
"948","Human alphaherpesvirus 3",9
"973","Human gammaherpesvirus 4",9
"2120","Norovirus GII.2",9
"2363","Prunus necrotic ringspot virus",9
"2584","Seoul orthohantavirus",9
"2791","Tobacco mosaic virus",9
"2794","Tobacco streak virus",9
"2866","Usutu virus",9
"261","Betanodavirus sp.",8
"271","Black queen cell virus",8
"433","Cherry virus A",8
"518","Coxsackievirus A16",8
"520","Coxsackievirus A2",8
"542","Cucurbit aphid-borne yellows virus",8
"789","Fowl aviadenovirus C",8
"857","Grapevine red blotch virus",8
"947","Human alphaherpesvirus 2",8
"1003","Human parechovirus 3",8
"2172","Orthohepevirus A",8
"2801","Tomato chlorotic spot virus",8
"50","Aleutian mink disease virus",7
"170","Avian coronavirus",7
"174","Avian orthoreovirus",7
"241","Bean common mosaic necrosis virus",7
"310","Bovine alphaherpesvirus 1",7
"398","Carp edema virus",7
"503","Cotton leaf curl betasatellite",7
"620","Elephant endotheliotropic herpesvirus 1A",7
"792","Fowlpox virus",7
"801","Gallid alphaherpesvirus 1",7
"816","Getah virus",7
"888","Hantaan orthohantavirus",7
"945","Human adenovirus sp.",7
"2119","Norovirus GII.17",7
"2474","Rice yellow mottle virus",7
"2739","Sugarcane yellow leaf virus",7
"2905","Viral hemorrhagic septicemia virus",7
"214","Balkan virus",6
"227","Barley yellow dwarf virus PAV",6
"236","Bat mastadenovirus",6
"340","Broad bean wilt virus 2",6
"425","Chatanga virus",6
"436","Chicken astrovirus",6
"448","Chilli veinal mottle virus",6
"460","Citrus chlorotic spot virus",6
"594","Duck parvovirus",6
"639","Enterovirus C",6
"644","Enterovirus G",6
"663","Equine hepacivirus",6
"738","European bat 1 lyssavirus",6
"750","Feline coronavirus",6
"751","Feline immunodeficiency virus",6
"862","Grapevine rupestris vein feathering virus",6
"864","Grapevine Syrah virus 1",6
"968","Human coronavirus OC43",6
"983","Human mastadenovirus D",6
"1820","Lumpy skin disease virus",6
"2297","Porcine bocavirus",6
"2328","Porcine rotavirus C",6
"2333","Potato leafroll virus",6
"2398","Puumala orthohantavirus",6
"2435","Reticuloendotheliosis virus",6
"2659","Squash leaf curl China virus",6
"2737","Sugarcane mosaic virus",6
"2867","Vaccinia virus",6
"2913","Watermelon mosaic virus",6
"83","Aphid lethal paralysis virus",5
"89","Apple chlorotic leaf spot virus",5
"95","Apple stem pitting virus",5
"167","Avian avulavirus 4",5
"222","Banna virus",5
"265","Big Sioux River virus",5
"332","Bovine viral diarrhea virus 3",5
"374","Canine coronavirus",5
"422","Cetacean morbillivirus",5
"510","Cotton leaf curl Multan virus",5
"516","Coxsackievirus A10",5
"521","Coxsackievirus A24",5
"643","Enterovirus E",5
"657","Equid alphaherpesvirus 1",5
"749","Feline calicivirus",5
"782","Fowl adenovirus",5
"852","Grapevine leafroll-associated virus 1",5
"854","Grapevine leafroll-associated virus 3",5
"867","Grapevine virus B",5
"965","Human coronavirus 229E",5
"967","Human coronavirus NL63",5
"976","Human hepegivirus",5
"978","Human immunodeficiency virus",5
"984","Human mastadenovirus E",5
"1018","Human respirovirus 1",5
"1026","Human rotavirus C",5
"1027","Human rubulavirus 2",5
"1708","Iris yellow spot virus",5
"1782","Lambdapapillomavirus 2",5
"1785","Lassa mammarenavirus",5
"1885","Measles virus genotype D9",5
"1886","Measles virus genotype H1",5
"1932","Murine norovirus",5
"2158","Okra yellow mosaic Mexico virus",5
"2176","Ostreid herpesvirus 1",5
"2216","Parechovirus A",5
"2275","Picobirnavirus sp.",5
"2326","Porcine rotavirus A",5
"2346","Primate erythroparvovirus 1",5
"2448","Rhinovirus C",5
"2508","Rubella virus genotype 1E",5
"2509","Rubella virus genotype 1G",5
"2753","Sweet potato symptomless virus 1",5
"2760","Swinepox virus",5
"2793","Tobacco rattle virus",5
"2820","Tomato severe rugose virus",5
"2836","Toscana virus",5
"2855","Ugandan cassava brown streak virus",5
"42","Aichivirus A",4
"72","Andes orthohantavirus",4
"91","Apple mosaic virus",4
"94","Apple stem grooving virus",4
"157","Astrovirus sp.",4
"161","Atypical porcine pestivirus 1",4
"242","Bean common mosaic virus",4
"288","Bocaparvovirus sp.",4
"313","Bovine coronavirus",4
"314","Bovine ephemeral fever virus",4
"315","Bovine gammaherpesvirus 4",4
"320","Bovine papillomavirus",4
"322","Bovine papillomavirus type 2",4
"378","Canine parvovirus 2",4
"379","Canine parvovirus 2a",4
"399","Carp sprivivirus",4
"437","Chicken parvovirus",4
"444","Chilli leaf curl virus",4
"486","Columbid circovirus",4
"509","Cotton leaf curl Multan betasatellite",4
"529","Coxsackievirus B5",4
"595","Duck Tembusu virus",4
"600","East Asian Passiflora virus",4
"621","Elephant endotheliotropic herpesvirus 1B",4
"755","Feline panleukopenia virus",4
"849","Grapevine fanleaf virus",4
"860","Grapevine rupestris stem pitting-associated virus",4
"956","Human betaherpesvirus 6",4
"1041","Infectious hematopoietic necrosis virus",4
"1134","Influenza A virus (A/chicken/Egypt/1455V/2014(H9N2))",4
"1627","Influenza A virus (A/teal/Djankoy/4-17-11/2010(H5N2))",4
"1824","Lymphocytic choriomeningitis mammarenavirus",4
"1829","Macacine alphaherpesvirus 1",4
"2109","Nipah henipavirus",4
"2171","Orthohantavirus sp.",4
"2206","Papaya leaf curl betasatellite",4
"2257","Pepper mild mottle virus",4
"2279","Pigeon paramyxovirus 1",4
"2300","Porcine circovirus-like virus P1",4
"2312","Porcine parvovirus",4
"2317","Porcine parvovirus 7",4
"2498","Rotavirus B",4
"2566","Sapovirus GII",4
"2594","Shallot latent virus",4
"2620","Sindbis virus",4
"2660","Squash leaf curl virus",4
"2750","Sweet potato feathery mottle virus",4
"2756","Swine acute diarrhea syndrome coronavirus",4
"2825","Tomato yellow leaf curl Sardinia virus",4
"2835","Torque teno virus",4
"2839","Tremovirus A",4
"2850","Turnip mosaic virus",4
"2859","uncultured virus",4
"2863","unidentified phage",4
"2917","Wenzhou mammarenavirus",4
"2942","Youcai mosaic virus",4
"172","Avian metapneumovirus",3
"173","Avian nephritis virus",3
"183","Avipoxvirus sp.",3
"224","Barley stripe mosaic virus",3
"225","Barley virus G",3
"240","Beak and feather disease virus",3
