"","Var1","Freq"
"403","Human immunodeficiency virus 1",302
"337","Hepatitis B virus",102
"336","Hepacivirus C",73
"36","Avian avulavirus 1",72
"378","Human betaherpesvirus 5",39
"165","Chrysanthemum virus B",32
"451","Infectious bronchitis virus",31
"452","Infectious bursal disease virus",28
"756","Rabies lyssavirus",28
"408","Human metapneumovirus",26
"137","Canine morbillivirus",25
"199","Cucumber mosaic virus",22
"554","JC polyomavirus",21
"609","Measles morbillivirus",21
"192","Crimean-Congo hemorrhagic fever orthonairovirus",19
"212","Dengue virus 2",18
"173","Classical swine fever virus",17
"203","Cymbidium mosaic virus",17
"346","Hepatitis E virus",17
"420","Human poliovirus 1",16
"553","Japanese encephalitis virus",16
"664","Orf virus",16
"1020","West Nile virus",16
"347","Hepatovirus A",15
"436","Human T-cell leukemia virus type I",15
"211","Dengue virus 1",14
"655","Norwalk virus",14
"726","Porcine reproductive and respiratory syndrome virus",14
"69","Bluetongue virus",13
"169","Citrus tristeza virus",13
"290","Foot-and-mouth disease virus - type O",13
"433","Human rotavirus A",13
"621","Mumps rubulavirus",13
"722","Porcine circovirus 2",13
"735","Potato mop-top virus",13
"773","Rice stripe tenuivirus",13
"49","Banana bunchy top virus",12
"103","Bovine viral diarrhea virus 1",11
"247","Enterovirus A71",11
"305","GB virus C",11
"454","Infectious pancreatic necrosis virus",11
"723","Porcine endogenous retrovirus",11
"226","Echovirus E13",10
"434","Human rotavirus B",10
"401","Human gammaherpesvirus 8",9
"410","Human orthopneumovirus",9
"430","Human rhinovirus sp.",9
"739","Potato virus Y",9
"783","Rubella virus",9
"846","SARS coronavirus ZJ01",9
"882","Soybean mosaic virus",9
"70","Bluetongue virus 1",8
"95","Bovine leukemia virus",8
"213","Dengue virus 3",8
"400","Human gammaherpesvirus 4",8
"404","Human immunodeficiency virus 2",8
"411","Human papillomavirus",8
"868","Simian immunodeficiency virus",8
"872","Simian T-lymphotropic virus 1",8
"915","Suid alphaherpesvirus 1",8
"943","Tobacco streak virus",8
"977","Torque teno virus",8
"990","Turnip mosaic virus",8
"41","Avian orthoreovirus",7
"94","Bovine immunodeficiency virus",7
"136","Canine coronavirus",7
"303","Gallid alphaherpesvirus 2",7
"654","Norwalk-like virus",7
"781","Rotavirus G9",7
"859","Shrimp white spot syndrome virus",7
"1023","White spot syndrome virus",7
"16","African swine fever virus",6
"147","Carnation etched ring virus",6
"209","Dendrolimus punctatus cypovirus 1",6
"241","Enterobacteria phage RB49",6
"345","Hepatitis delta virus",6
"453","Infectious hematopoietic necrosis virus",6
"749","Psittacid alphaherpesvirus 1",6
"914","Sugarcane yellow leaf virus",6
"946","Tomato aspermy virus",6
"997","Vaccinia virus",6
"1030","Yellow fever virus",6
"139","Canine parvovirus",5
"148","Carnation mottle virus",5
"184","Cowpox virus",5
"189","Coxsackievirus A24",5
"194","Cryphonectria hypovirus 1",5
"221","Duck hepatitis B virus",5
"227","Echovirus E30",5
"266","Escherichia virus T5",5
"279","Feline immunodeficiency virus",5
"284","Florida manatee papillomavirus",5
"291","Foot-and-mouth disease virus - type SAT 1",5
"297","Fowl aviadenovirus 4",5
"309","Goose parvovirus",5
"317","Grapevine leafroll-associated virus 3",5
"323","Groundnut bud necrosis virus",5
"362","Human adenovirus 41",5
"372","Human alphaherpesvirus 1",5
"419","Human parvovirus B19",5
"422","Human poliovirus 2",5
"681","Papaya ringspot virus",5
"716","Plum pox virus",5
"777","Rotavirus A",5
"866","Simian foamy virus",5
"873","Simian T-lymphotropic virus 3",5
"889","Squirrelpox virus",5
"980","Transmissible gastroenteritis virus",5
"1017","Watermelon mosaic virus",5
"20","Alfalfa mosaic virus",4
"37","Avian leukosis virus",4
"57","Beak and feather disease virus",4
"61","Bean yellow mosaic virus",4
"97","Bovine papillomavirus",4
"109","Bovine viral diarrhea virus 2",4
"157","Chicken anemia virus",4
"177","Cotesia glomerata bracovirus",4
"183","Cowpea aphid-borne mosaic virus",4
