"","Var1","Freq"
"365","Human immunodeficiency virus 1",266
"304","Hepatitis B virus",82
"303","Hepacivirus C",42
"35","Avian avulavirus 1",40
"407","Infectious bronchitis virus",40
"662","Rabies lyssavirus",37
"408","Infectious bursal disease virus",30
"806","Torque teno virus",26
"537","Measles morbillivirus",22
"385","Human poliovirus 1",21
"838","West Nile virus",21
"331","Human betaherpesvirus 5",20
"309","Hepatovirus A",19
"690","Salmon isavirus",18
"192","Dengue virus 2",16
"714","Simian immunodeficiency virus",15
"169","Crimean-Congo hemorrhagic fever orthonairovirus",14
"490","JC polyomavirus",14
"308","Hepatitis E virus",13
"85","Bovine alphaherpesvirus 2",12
"576","Norwalk-like virus",12
"637","Porcine reproductive and respiratory syndrome virus",12
"175","Cucumber mosaic virus",11
"829","Vaccinia virus",11
"841","White spot syndrome virus",11
"96","Bovine viral diarrhea virus 1",10
"263","Foot-and-mouth disease virus - type O",10
"361","Human gammaherpesvirus 4",10
"362","Human gammaherpesvirus 8",10
"673","Rice black streaked dwarf virus",10
"237","Enterovirus A71",9
"265","Foot-and-mouth disease virus - type SAT 2",9
"371","Human papillomavirus",9
"659","Puumala orthohantavirus",9
"751","Suid alphaherpesvirus 1",9
"133","Chicken anemia virus",8
"209","Echovirus E30",8
"248","Equine infectious anemia virus",8
"394","Human rotavirus A",8
"553","Mumps rubulavirus",8
"628","Plum pox virus",8
"19","Andes orthohantavirus",7
"80","Borna disease virus 1",7
"138","Choristoneura fumiferana granulovirus",7
"191","Dengue virus 1",7
"306","Hepatitis C virus subtype 1b",7
"399","Human T-cell leukemia virus type I",7
"429","Influenza A virus (A/goose/Guangdong/3/1997(H5N1))",7
"706","SEN virus",7
"824","Turnip mosaic virus",7
"40","Avian leukosis virus",6
"92","Bovine rotavirus",6
"97","Bovine viral diarrhea virus 2",6
"111","Campoletis sonorensis ichnovirus",6
"193","Dengue virus 3",6
"256","Feline calicivirus",6
"262","Foot-and-mouth disease virus - type Asia 1",6
"276","GB virus C",6
"298","Hantaan orthohantavirus",6
"326","Human alphaherpesvirus 1",6
"373","Human papillomavirus type 16",6
"523","Macaca mulatta polyomavirus 1",6
"631","Porcine circovirus 2",6
"710","Shrimp white spot syndrome virus",6
"721","Simian T-lymphotropic virus 1",6
"722","Simian T-lymphotropic virus 3",6
"772","Tick-borne encephalitis virus",6
"854","Zucchini yellow mosaic virus",6
"3","Acute bee paralysis virus",5
"86","Bovine alphaherpesvirus 5",5
"142","Citrus tristeza virus",5
"261","Foot-and-mouth disease virus - type A",5
"274","Gallid alphaherpesvirus 2",5
"369","Human metapneumovirus",5
"409","Infectious pancreatic necrosis virus",5
"489","Japanese encephalitis virus",5
"584","Norwalk virus",5
"588","Odontoglossum ringspot virus",5
